panel,cadence,cap,gross,turnover_yr,mean_risk_gross,blend_bh_gross,blend_rb_gross,blend_bh_turn,blend_rb_turn,mean_names,max_gross,max_name_w
U56,W,0.015,0.75,3.0004287848382387,0.5758699441665662,0.5759443890275704,0.575739641784026,2.2260773423273053,2.441039302913213,38.43685393258427,1.0000000000000007,0.021965119845505348
U56,W,0.015,1.0,3.0161501053649626,0.5768438166742846,0.5769130501932408,0.5767095699064178,2.2757327078543077,2.483861699807195,38.43685393258427,1.0000000000000007,0.021965119845505348
U56,W,0.020,0.75,3.506382942083226,0.6718126176022006,0.6716785898908818,0.6714985245381282,1.6924653180664886,2.0870871644300597,38.43685393258427,1.0000000000000007,0.027381432403730484
U56,W,0.020,1.0,3.9918738682526245,0.767618291991073,0.7672365639925977,0.7671204492434978,2.924845634029016,3.274540162817249,38.43685393258427,1.0000000000000007,0.029180303105007466
U56,W,0.030,0.75,3.963810322834365,0.7113086759102487,0.7112091340309148,0.7110350276391131,1.3306587879853709,1.799048627804361,38.43685393258427,1.0000000000000009,0.03933309958189102
U56,W,0.030,1.0,4.746284143092729,0.9146910993313176,0.9138833604564245,0.9138567212051676,1.7492455037246275,2.5237013114760423,38.43685393258427,1.0000000000000009,0.03933309958189102
U56,W,INF,0.75,4.394572810632718,0.7502384958403071,0.7507999364628006,0.7506305667731741,0.39594295261116597,0.9607511765553821,38.43685393258427,1.0000000000000004,0.16905762295184193
U56,W,INF,1.0,5.679032812388822,1.0,1.0,1.0,2.5724796981405782e-14,1.0475773246704856,38.43685393258427,1.0000000000000007,0.22277389017616123
U56,M,0.015,0.75,2.066251918697648,0.5768170736435518,0.5775140883978477,0.5768189023038711,1.4822301260721629,1.5799686877348056,38.39820224719101,1.0000000000000013,0.02968269168754997
U56,M,0.015,1.0,2.073498720994627,0.5774903704014823,0.5782035815861862,0.5775129172338443,1.504492360792641,1.5989964097233351,38.39820224719101,1.0000000000000013,0.02968269168754997
U56,M,0.020,0.75,2.3899779597778283,0.6727563204843857,0.6728471156434099,0.6722351743647093,1.165303535255661,1.351278606462761,38.39820224719101,1.0000000000000013,0.034329968695651136
