panel,bar_pair,chooser,regime,pool_size,fallback_all,pick,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,pass_4b_full,pass_4b_oos,pass_4a,spy_OOS_Sharpe,live_OOS_Sharpe
U56,B_MEANP,C_ISSHARPE,G_FREE,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISSHARPE,G_PAID,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISSHARPE,G_SCREEN,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISCAGR,G_FREE,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISCAGR,G_PAID,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISCAGR,G_SCREEN,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISDD,G_FREE,24,False,N5/H252/M,0.8451660713038359,0.13462163153705364,-0.3260644482299847,0.9861699124253444,0.18421186186384775,-0.2604803723387441,0.1615631474127277,0.9252133235961741,-0.3260644482299847,0.9180489570274214,0.9391331397888422,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISDD,G_PAID,24,False,N5/H252/M,0.8451660713038359,0.13462163153705364,-0.3260644482299847,0.9861699124253444,0.18421186186384775,-0.2604803723387441,0.1615631474127277,0.9252133235961741,-0.3260644482299847,0.9180489570274214,0.9391331397888422,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_MEANP,C_ISDD,G_SCREEN,24,False,N5/H252/M,0.8451660713038359,0.13462163153705364,-0.3260644482299847,0.9861699124253444,0.18421186186384775,-0.2604803723387441,0.1615631474127277,0.9252133235961741,-0.3260644482299847,0.9180489570274214,0.9391331397888422,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISSHARPE,G_FREE,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISSHARPE,G_PAID,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISSHARPE,G_SCREEN,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISCAGR,G_FREE,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISCAGR,G_PAID,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISCAGR,G_SCREEN,24,False,N5/H63/W,1.196723402549628,0.20306466376308507,-0.1938543080970283,0.8948042461568646,0.17894961032918233,-0.262645962837173,0.18977511597180818,1.0083089004227346,-0.2626459628371727,1.2188907331391385,0.8621484937065438,False,False,False,0.8684062229066973,1.2714387324337506
U56,B_SHARPE,C_ISDD,G_FREE,24,False,N5/H252/M,0.8451660713038359,0.13462163153705364,-0.3260644482299847,0.9861699124253444,0.18421186186384775,-0.2604803723387441,0.1615631474127277,0.9252133235961741,-0.3260644482299847,0.9180489570274214,0.9391331397888422,False,False,False,0.8684062229066973,1.2714387324337506
