panel,book,cost,mode,ceil,screened,n_adm,arm,m,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross
broad,TOP20,25.0,family,1.1,True,12,ebud-0.10,1.1,1.0477236333841669,0.11130254444333887,0.7452565576860137,-0.24196483060002327,0.6973365765730974
broad,EWall,10.0,family,1.1,True,43,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.1,True,24,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.1,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.1,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.1,False,0,ebud-0.20,1.1,0.7224315275802763,0.17414403686480528,0.7828706496280801,-0.32577389283669744,0.8065428348338519
small,TOP20,25.0,family,1.1,False,0,ddctl-8/.5/high,1.1,0.6043259452876595,0.09601155672405004,0.6799780048978696,-0.21099176533829178,0.49651103870832125
small,EWall,10.0,family,1.1,False,0,ddctl-8/.5/recover,1.05,0.8237279195551859,0.0835162271927663,0.716060612423279,-0.24254786091420188,0.5727369957759919
small,EWall,25.0,family,1.1,False,0,ddctl-8/.5/recover,1.0,0.8017717052033965,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
u56,V1u,10.0,family,1.15,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.15,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.15,True,52,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.15,False,0,control,1.15,1.0695162285558208,0.17351747386552518,1.0725734073886979,-0.2536297284616382,0.8589489287389896
u56,EWall,10.0,family,1.15,True,40,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.15,True,31,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.15,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.15,False,0,ebud-0.10,1.15,0.3496685715814081,-0.0013247243157331612,-0.0089284660622397,-0.11317182275647386,0.3105451268933376
broad,TOP20,10.0,family,1.15,True,83,ebud-0.10,1.15,1.172371788841099,0.13213611509867262,0.8415720790045715,-0.24641617026072782,0.714749664959389
broad,TOP20,25.0,family,1.15,True,13,ebud-0.10,1.15,1.0581175165313441,0.11462463703617076,0.7461694766988278,-0.24767786270355374,0.714749664959389
broad,EWall,10.0,family,1.15,True,47,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.15,True,24,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.15,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.15,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.15,False,0,ebud-0.20,1.1,0.7224315275802763,0.17414403686480528,0.7828706496280801,-0.32577389283669744,0.8065428348338519
small,TOP20,25.0,family,1.15,False,0,ddctl-8/.5/high,1.15,0.6044484732425724,0.10199841291637446,0.7022842975507084,-0.2199542027162229,0.5165299436598975
small,EWall,10.0,family,1.15,False,0,ddctl-8/.5/recover,1.05,0.8237279195551859,0.0835162271927663,0.716060612423279,-0.24254786091420188,0.5727369957759919
small,EWall,25.0,family,1.15,False,0,ddctl-8/.5/recover,1.0,0.8017717052033965,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
u56,V1u,10.0,family,1.2,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.2,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.2,True,52,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.2,False,0,control,1.2,1.0695561736177643,0.1810484494104967,1.0726680188077793,-0.26352603303380784,0.896232963212687
u56,EWall,10.0,family,1.2,True,42,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.2,True,32,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.2,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.2,False,0,ebud-0.10,1.15,0.3496685715814081,-0.0013247243157331612,-0.0089284660622397,-0.11317182275647386,0.3105451268933376
broad,TOP20,10.0,family,1.2,True,84,ebud-0.10,1.2,1.1802671701757974,0.13540776568241752,0.8400649863461186,-0.25183865929559657,0.7308653438550473
broad,TOP20,25.0,family,1.2,True,14,ebud-0.10,1.2,1.0684163230725563,0.11776489850293959,0.7468801264812113,-0.2530928024531359,0.7308653438550473
broad,EWall,10.0,family,1.2,True,49,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.2,True,25,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.2,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.2,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.2,False,0,ddctl-8/.5/recover,1.2,0.7313256616248375,0.14082878187881254,0.8528525775320386,-0.23875603838887516,0.5822952639928969
small,TOP20,25.0,family,1.2,False,0,ddctl-8/.5/high,1.2,0.6045675464357433,0.1060856793420546,0.7025138816259944,-0.2288601933115475,0.5389594794041578
small,EWall,10.0,family,1.2,False,0,ddctl-8/.5/recover,1.05,0.8237279195551859,0.0835162271927663,0.716060612423279,-0.24254786091420188,0.5727369957759919
small,EWall,25.0,family,1.2,False,0,ddctl-8/.5/recover,1.0,0.8017717052033965,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
u56,V1u,10.0,family,1.25,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.25,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.25,True,52,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.25,False,0,control,1.25,1.0695775514341563,0.18856868381151615,1.0727458529116758,-0.2733330674057828,0.9335124490365454
u56,EWall,10.0,family,1.25,True,43,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.25,True,33,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.25,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.25,False,0,ebud-0.10,1.15,0.3496685715814081,-0.0013247243157331612,-0.0089284660622397,-0.11317182275647386,0.3105451268933376
broad,TOP20,10.0,family,1.25,True,85,ebud-0.10,1.25,1.1880025797253153,0.13863087850040112,0.8392782849247377,-0.25702394429671704,0.7458333678288387
broad,TOP20,25.0,family,1.25,True,14,ebud-0.10,1.2,1.0684163230725563,0.11776489850293959,0.7468801264812113,-0.2530928024531359,0.7308653438550473
broad,EWall,10.0,family,1.25,True,51,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.25,True,25,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.25,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.25,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.25,False,0,ddctl-8/.5/recover,1.2,0.7313256616248375,0.14082878187881254,0.8528525775320386,-0.23875603838887516,0.5822952639928969
small,TOP20,25.0,family,1.25,False,0,ddctl-8/.5/high,1.25,0.6178351955850587,0.09803235626183593,0.642932725341274,-0.23770964291395902,0.5521224616971221
small,EWall,10.0,family,1.25,False,0,ddctl-8/.5/high,1.25,0.8290014611179793,0.09644029772324347,0.7374223022087557,-0.27124401288505284,0.6407995143409045
small,EWall,25.0,family,1.25,False,0,ddctl-8/.5/recover,1.0,0.8017717052033965,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
u56,V1u,10.0,family,1.3,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.3,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.3,True,52,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.3,False,0,control,1.25,1.0695775514341563,0.18856868381151615,1.0727458529116758,-0.2733330674057828,0.9335124490365454
u56,EWall,10.0,family,1.3,True,45,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.3,True,33,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.3,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.3,False,0,ebud-0.10,1.15,0.3496685715814081,-0.0013247243157331612,-0.0089284660622397,-0.11317182275647386,0.3105451268933376
broad,TOP20,10.0,family,1.3,True,85,ebud-0.10,1.25,1.1880025797253153,0.13863087850040112,0.8392782849247377,-0.25702394429671704,0.7458333678288387
broad,TOP20,25.0,family,1.3,True,14,ebud-0.10,1.2,1.0684163230725563,0.11776489850293959,0.7468801264812113,-0.2530928024531359,0.7308653438550473
broad,EWall,10.0,family,1.3,True,52,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.3,True,25,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.3,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.3,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.3,False,0,ddctl-8/.5/high,1.3,0.7425377075075156,0.1404263938419157,0.836508706637107,-0.22658135252367673,0.5921207312186646
small,TOP20,25.0,family,1.3,False,0,ddctl-8/.5/high,1.3,0.6462304386492093,0.10153815976638914,0.6431502372317736,-0.24650225703789064,0.5712004878912014
small,EWall,10.0,family,1.3,False,0,ddctl-8/.5/high,1.3,0.9053018059431873,0.09361059551019069,0.7092682704514944,-0.2779307856877651,0.646965881019211
small,EWall,25.0,family,1.3,False,0,ddctl-8/.5/high,1.3,0.8708517575609397,0.08777733886383787,0.6786770534613412,-0.2804943735346105,0.6409048611807933
u56,V1u,10.0,family,1.3333,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,1.3333,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,1.3333,True,52,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,1.3333,False,0,control,1.25,1.0695775514341563,0.18856868381151615,1.0727458529116758,-0.2733330674057828,0.9335124490365454
u56,EWall,10.0,family,1.3333,True,47,abs12-rw,1.05,1.1323179640854153,0.12646100573884556,1.0313175674329862,-0.20806055164726855,0.7877282553484951
u56,EWall,25.0,family,1.3333,True,33,control,1.05,1.0996318667936313,0.14361550326139993,1.1250391407859102,-0.23572108591750274,0.7877039243282762
broad,V1u,10.0,family,1.3333,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,1.3333,False,0,ebud-0.10,1.15,0.3496685715814081,-0.0013247243157331612,-0.0089284660622397,-0.11317182275647386,0.3105451268933376
broad,TOP20,10.0,family,1.3333,True,85,ebud-0.10,1.25,1.1880025797253153,0.13863087850040112,0.8392782849247377,-0.25702394429671704,0.7458333678288387
broad,TOP20,25.0,family,1.3333,True,14,ebud-0.10,1.2,1.0684163230725563,0.11776489850293959,0.7468801264812113,-0.2530928024531359,0.7308653438550473
broad,EWall,10.0,family,1.3333,True,53,vol60-dg,1.1,1.1569852684981041,0.13220761864068997,1.1218954021690963,-0.20462718746139164,0.7955815798355131
broad,EWall,25.0,family,1.3333,True,25,vol60-dg,1.05,1.139486816059577,0.12361264380278714,1.101812442104073,-0.19595120991932746,0.7594502315696804
small,V1u,10.0,family,1.3333,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,1.3333,False,0,ebud-0.20,1.05,0.3399207491989955,-0.012710621140710088,-0.08228085148475031,-0.38523268093964835,0.5089855285378396
small,TOP20,10.0,family,1.3333,False,0,ddctl-8/.5/high,1.3,0.7425377075075156,0.1404263938419157,0.836508706637107,-0.22658135252367673,0.5921207312186646
small,TOP20,25.0,family,1.3333,False,0,ddctl-8/.5/high,1.3333,0.6462492280481119,0.10385297611857225,0.6432934492899557,-0.2523265420776051,0.585814131720577
small,EWall,10.0,family,1.3333,False,0,ddctl-8/.5/high,1.3333,0.9462392704018631,0.09582401094039295,0.7091518473791244,-0.2842534607413293,0.6511888244071935
small,EWall,25.0,family,1.3333,False,0,ddctl-8/.5/high,1.3333,0.889572570628542,0.09005758580376444,0.6836018596397484,-0.2868580434897777,0.6411620234354181
