panel,book,cost,mode,ceil,screened,n_adm,arm,m,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross
u56,EWall,10.0,family,0.8,False,0,ddctl-8/.5/high,0.5,1.166140141073278,0.045818033308010486,0.8838026428416288,-0.11605130872215796,0.30279555100294714
u56,EWall,25.0,family,0.8,False,0,ddctl-8/.5/high,0.45,1.1477706090207123,0.04913267576684133,0.9827695380955158,-0.10516677946603947,0.2880516329613564
broad,V1u,10.0,family,0.8,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,0.8,False,0,ebud-0.10,0.8,0.33686427893751136,-2.349953456548537e-05,0.020574393313300424,-0.11309236055959337,0.2970278322124249
broad,TOP20,10.0,family,0.8,True,24,g200-rw,0.8,1.1036771013624986,0.11485099288438416,0.9143179086171295,-0.1956311692546696,0.5940977024412046
broad,TOP20,25.0,family,0.8,False,0,ebud-0.10,0.8,0.9704039706153835,0.09212746881484057,0.7706322499701005,-0.19768533401408572,0.5637180077412379
broad,EWall,10.0,family,0.8,True,10,control,0.8,1.1444116838732654,0.11134004131189368,1.102992438780043,-0.20704738484975105,0.6002885198156853
broad,EWall,25.0,family,0.8,True,8,control,0.8,1.1341883284684873,0.1101046522321023,1.0918701890462827,-0.20723900471516998,0.6002885198156853
small,V1u,10.0,family,0.8,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,0.8,False,0,ebud-0.10,0.55,0.3345266507133192,-0.0051370045036592815,-0.08032899661556017,-0.21615856687247348,0.25720349749242327
small,TOP20,10.0,family,0.8,False,0,ebud-0.10,0.55,0.7215547596671987,0.0912221901498882,0.7812637673835188,-0.17234949340241323,0.403366427178002
small,TOP20,25.0,family,0.8,False,0,ebud-0.10,0.55,0.5879712300097495,0.07681903526773048,0.6716221500328897,-0.1731025959817878,0.403366427178002
small,EWall,10.0,family,0.8,False,0,control,0.8,0.7736611084959488,0.08265595494803013,0.6375116489498205,-0.29726841512498503,0.6001428421641761
small,EWall,25.0,family,0.8,False,0,control,0.8,0.7568539061089433,0.0802101132255939,0.621341901341555,-0.29957736474599017,0.6001428421641761
u56,V1u,10.0,family,0.85,False,0,ebud-0.10,0.8,0.599836488309743,0.027218385269575762,0.5695479818607977,-0.0909047518676167,0.36947505325454116
u56,V1u,25.0,family,0.85,False,0,ebud-0.10,0.85,0.30165615292272896,0.010885355937885866,0.24179529909872366,-0.1091659616966637,0.374514670087127
u56,TOP20,10.0,family,0.85,True,13,ebud-0.20,0.75,1.187557621456552,0.1243113943211902,1.167124733493759,-0.17014210377791916,0.560313375886336
u56,TOP20,25.0,family,0.85,False,0,ebud-0.20,0.75,1.0690687277640532,0.11302931306425279,1.0712042196541898,-0.17118080543662506,0.560313375886336
u56,EWall,10.0,family,0.85,True,3,control,0.85,1.1091677030025366,0.11725298978966259,1.1358300608166059,-0.193968011993224,0.6377878318792576
u56,EWall,25.0,family,0.85,True,3,control,0.85,1.0983293189909233,0.11601508786259962,1.124967227940952,-0.19417247982806085,0.6377878318792576
broad,V1u,10.0,family,0.85,False,0,ebud-0.20,0.75,0.7275112288082732,0.029470785411441325,0.4483970115983604,-0.17188349870939013,0.48048548572220634
broad,V1u,25.0,family,0.85,False,0,ebud-0.10,0.85,0.33774560274869764,-0.0002876577353976284,0.014453776255509228,-0.1132408264180641,0.29944987095141434
broad,TOP20,10.0,family,0.85,True,38,ebud-0.10,0.85,1.1114839607886222,0.11159412628875698,0.874329700494882,-0.2062558047561991,0.5902070445500303
broad,TOP20,25.0,family,0.85,True,3,ebud-0.10,0.85,0.9820235942821334,0.09569397730088869,0.7641296152778355,-0.20752485614040017,0.5902070445500303
broad,EWall,10.0,family,0.85,True,17,vol60-dg,0.85,1.1558432498132958,0.10197811624957542,1.1232422105279551,-0.16011425937357204,0.6148974249904974
broad,EWall,25.0,family,0.85,True,15,vol60-dg,0.85,1.1382763221562433,0.09993885618939591,1.1026313160997379,-0.16023438096880416,0.6148974249904974
small,V1u,10.0,family,0.85,False,0,ddctl-8/.5/high,0.65,0.6521534153031082,0.025205730279263205,0.4431321705944808,-0.15878404235998755,0.31441689518961186
small,V1u,25.0,family,0.85,False,0,ebud-0.10,0.55,0.3345266507133192,-0.0051370045036592815,-0.08032899661556017,-0.21615856687247348,0.25720349749242327
small,TOP20,10.0,family,0.85,False,0,ebud-0.10,0.55,0.7215547596671987,0.0912221901498882,0.7812637673835188,-0.17234949340241323,0.403366427178002
small,TOP20,25.0,family,0.85,False,0,ebud-0.10,0.55,0.5879712300097495,0.07681903526773048,0.6716221500328897,-0.1731025959817878,0.403366427178002
