panel,pick_n,pick_gate,is_sharpe,oos_pick,oos_pick_cagr,oos_pick_mdd,oos_mean,oos_worst,oos_best,oos_anchor,oos_spy,pick_pass4b,anchor_pass4b,is_oos_rank_corr,n_pass4b,n_cells
U56,5,NONE,1.278080059451384,1.0186720310838409,0.22676746284023142,-0.27059556095716475,1.1063089188102937,0.8979211902800313,1.2337000757375343,1.1759465345181017,0.8685843027246067,False,True,-0.0546237744022685,13,32
B136,10,NONE,1.3281232120591662,0.9676671937299041,0.19342076960539645,-0.24923198310724226,1.004364799225164,0.7546439359925252,1.0852602162038765,1.024015074035567,0.8769078511614361,False,False,-0.7615292963152211,2,32
SMALL663,25,BOTH,0.7423823191510686,0.4088136544221219,0.060150899982084116,-0.3544633971172021,0.524243386811927,0.1972593474555165,0.6905986989846924,0.4534302580652866,0.8768940791478297,False,False,-0.23042321630312898,0,32
