K,ratio,target,rel_err,sd_raw_subset
1,0.9714690400190857,1.0,0.02853095998091426,0.0689669840462801
2,0.6929022948005985,0.7071067811865475,0.020088177293553004,0.0779953333571827
4,0.4953832619798535,0.5,0.00923347604029301,0.07750183430385063
8,0.34902771115393805,0.35355339059327373,0.012800554484123178,0.07713129201909916
16,0.2445368464914941,0.25,0.02185261403402361,0.07693917736610134
