claimset,defn,n,passes,infail_L1_H1,sole_L1_H1,soleN_L1_H1,infail_L2_H2,sole_L2_H2,soleN_L2_H2,infail_L3_OOS,sole_L3_OOS,soleN_L3_OOS,infail_L4_DD,sole_L4_DD,soleN_L4_DD,infail_L5_CAGR,sole_L5_CAGR,soleN_L5_CAGR,nest_H1_given_H2,famsole_SHARPE,famsole_DD,famsole_CAGR,flip_pct_of_PASS
ALLROWS,STRICT,896542,114655.0,0.4671839133024443,0.007416272745727473,6649,0.5432171610476698,0.002924570181876588,2622,0.4959812256425243,0.00012827062201213105,115,0.588218956836378,0.17526786252066273,157135,0.6921248530464831,0.18667390930932404,167361,0.7152789327682607,0.013891150665557218,0.17526786252066273,0.18667390930932404,0.022868605817452356
REALROWS,STRICT,651674,82669.0,0.5157164471806456,0.008206557266363244,5348,0.5797837569091294,0.00371351319831695,2420,0.5348870754395603,0.00015805448736638258,103,0.5588177524344995,0.14349966394240066,93515,0.7125786819790263,0.18001025052403502,117308,0.731680914697086,0.016367079245144044,0.14349966394240066,0.18001025052403502,0.029273367283987953
ALLROWS,RECOMP,107945,15493.0,0.25748297744221593,0.005613970077354208,606,0.3388577516327759,0.000407614989114827,44,0.28176386122562413,2.7791931076010933e-05,3,0.6191301125573209,0.30900921765714023,33356,0.6638658576126731,0.25113715317986013,27109,0.6537536223959757,0.006299504377229145,0.30900921765714023,0.25113715317986013,0.0028399922545665783
REALROWS,RECOMP,2954,604.0,0.28368314150304674,0.011509817197020988,34,0.4346648612051456,0.01117129316181449,33,0.3808395396073121,0.0006770480704129993,2,0.530467163168585,0.23832092078537576,704,0.6289776574136764,0.27657413676371023,817,0.5700934579439252,0.028097494922139473,0.23832092078537576,0.27657413676371023,0.054635761589403975
FILEWT,STRICT,441,,0.4165811377434357,0.0185214462473593,236,0.5115072344147156,0.01239080314704672,237,0.45403040247541526,0.00011972072199440975,17,0.6135448128421834,0.20971624505218425,389,0.6096805526455807,0.20193695748862697,369,,,,,
FRESH,STRICT,10474,1646.0,0.41054038571701357,0.008974603780790529,94,0.5137483291961047,0.0006683215581439755,7,0.4516898987970212,0.0,0,0.6713767424097766,0.20822990261600152,2181,0.7576856979186557,0.16774871109413786,1757,0.7190113361828656,0.009738399847240786,0.20822990261600152,0.16774871109413786,0.00425273390036452
FRESH,RECOMP,10474,1646.0,0.41054038571701357,0.008974603780790529,94,0.5137483291961047,0.0006683215581439755,7,0.4516898987970212,0.0,0,0.6713767424097766,0.20822990261600152,2181,0.7576856979186557,0.16774871109413786,1757,0.7190113361828656,0.009738399847240786,0.20822990261600152,0.16774871109413786,0.00425273390036452
