panel,anchor,ladder,chooser,pick,anchor_rung,is_anchor,P_pick,obs_margin,margin_over_q95,gap_pctrank,B_RESOLVED,GAPEX_50,GAPEX_55,GAPEX_60,GAPEX_65,GAPEX_70,GAPEX_75,GAPEX_80,GAPEX_82.5,GAPEX_85,GAPEX_87.5,GAPEX_90,GAPEX_92.5,GAPEX_95,GAPEX_96,GAPEX_97,GAPEX_97.5,GAPEX_98,GAPEX_99,GAPEX_99.5,d_OOS_Sharpe,d_OOS_CAGR,d_full_Sharpe,pick_OOS_Sharpe,anchor_OOS_Sharpe
U56,A,N,CH_ISSHARPE,40,20,0.0,0.418,0.010075690077960164,0.05805290255980073,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06704226473877983,-0.029803786750378647,-0.013582461473349072,1.0944875184055334,1.1615297831443132
U56,A,N,CH_ISCAGR,5,20,0.0,0.786,0.023520397408231863,0.37428155735521845,0.521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26379268742086137,0.0008103275277087096,-0.15361152458120708,0.8977370957234518,1.1615297831443132
U56,A,N,CH_ISDD,40,20,0.0,0.925,0.013708522069097118,0.4199692222855758,0.443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06704226473877983,-0.029803786750378647,-0.013582461473349072,1.0944875184055334,1.1615297831443132
U56,A,H,CH_ISSHARPE,252,126,0.0,0.42,0.009654230005583075,0.06335731526685823,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028139942521604455,0.003281950827976665,0.0247172074012183,1.1896697256659177,1.1615297831443132
U56,A,H,CH_ISCAGR,252,126,0.0,0.502,0.0026572189032110227,0.1317038780582777,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028139942521604455,0.003281950827976665,0.0247172074012183,1.1896697256659177,1.1615297831443132
U56,A,H,CH_ISDD,21,126,0.0,0.523,0.00979552595790334,0.293021851899323,0.553,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049839932596138725,-0.016108604655922898,-0.025777567781018584,1.1116898505481745,1.1615297831443132
U56,A,GROSS,CH_ISSHARPE,0.75,0.75,1.0,0.725,0.00010871918089216948,0.23828040011413176,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1615297831443132,1.1615297831443132
U56,A,GROSS,CH_ISCAGR,0.75,0.75,1.0,1.0,0.009332336480988523,0.6634434267045388,0.469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1615297831443132,1.1615297831443132
U56,A,GROSS,CH_ISDD,0.3,0.75,0.0,1.0,0.009343501791207132,0.5961772389879612,0.363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002107330864489887,-0.10226868129989408,-0.0017831352358612662,1.1594224522798233,1.1615297831443132
U56,A,CADENCE,CH_ISSHARPE,W,W,1.0,0.296,0.00784528187974276,0.04993007098450085,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1615297831443132,1.1615297831443132
