cadence,panel,SET,window,chooser,ndays,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
QUARTER,U56,ALL4,L252,H_RUNNERUP,4194,0.15139804115906408,1.1069179722670144,-0.19127561830465023,1.1420299153982756,1.085382845727189,0.17161758073680455,1.1791447990821458,-0.19127561830465023,False,True,True
QUARTER,U56,ALL4,L252,H_NARROWEST,4194,0.14205945503885498,1.0217682980558689,-0.2207393564442267,0.9733906229216064,1.0682178697454459,0.16753755077167676,1.1491856138608991,-0.2207393564442267,False,False,False
QUARTER,U56,ALL4,L252,H_ANY,4194,0.14205945503885498,1.0217682980558689,-0.2207393564442267,0.9733906229216064,1.0682178697454459,0.16753755077167676,1.1491856138608991,-0.2207393564442267,False,False,False
QUARTER,U56,ALL4,L252,CH_RAW,4194,0.14118914912178915,0.953264085988625,-0.258535970580156,1.041567195257322,0.8987472255535623,0.1575488593824499,0.9850451740802763,-0.258535970580156,False,False,False
QUARTER,U56,ALL4,L252,CH_ANCHOR,4194,0.15139919988279793,1.1049778162626345,-0.19127561830465023,1.1420299153982756,1.082200379294429,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
QUARTER,U56,ALL4,L504,H_RUNNERUP,4194,0.15400114267398335,1.1186792444943017,-0.19127561830465034,1.1552370840188615,1.0970482052684623,0.17455411232059137,1.188512837674466,-0.19127561830465023,False,True,True
QUARTER,U56,ALL4,L504,H_NARROWEST,4194,0.15268920612275227,1.1065181361438765,-0.2307735785481959,1.167868718898782,1.0563426984097646,0.1622478494150048,1.1324163713378586,-0.2307735785481957,False,False,False
QUARTER,U56,ALL4,L504,H_ANY,4194,0.15268920612275227,1.1065181361438765,-0.2307735785481959,1.167868718898782,1.0563426984097646,0.1622478494150048,1.1324163713378586,-0.2307735785481957,False,False,False
QUARTER,U56,ALL4,L504,CH_RAW,4194,0.1504231164389136,1.0401385976879964,-0.20192300816867648,1.0287469984748352,1.0524849820251956,0.1670099270113654,1.1253725801649785,-0.2019230081686766,False,True,True
QUARTER,U56,ALL4,L504,CH_ANCHOR,4194,0.15139919988279793,1.1049778162626345,-0.19127561830465023,1.1420299153982756,1.082200379294429,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
QUARTER,U56,ALL4,L756,H_RUNNERUP,4194,0.1515418483431601,1.1007642254309464,-0.19127561830465023,1.1396250512564394,1.0749539685094092,0.17054290406347827,1.1695362536735456,-0.19127561830465023,False,True,True
QUARTER,U56,ALL4,L756,H_NARROWEST,4194,0.16195840166698527,1.1154626236954068,-0.2307735785481958,1.163243511660985,1.0719777977216443,0.1728027730391124,1.1663364505894296,-0.2307735785481958,False,False,False
QUARTER,U56,ALL4,L756,H_ANY,4194,0.16195840166698527,1.1154626236954068,-0.2307735785481958,1.163243511660985,1.0719777977216443,0.1728027730391124,1.1663364505894296,-0.2307735785481958,False,False,False
QUARTER,U56,ALL4,L756,CH_RAW,4194,0.1529471310549757,0.9889225843394445,-0.2585359705801561,1.1801953029163335,0.8483398184528673,0.1589533186748251,0.9645817259629579,-0.258535970580156,False,False,False
