panel,n,drop_year,gap,base_gap,flips
U56,ALL,2009,0.08315335083610775,0.1106017093079078,False
U56,ALL,2010,0.1297338352214863,0.1106017093079078,False
U56,ALL,2011,0.11505487659932734,0.1106017093079078,False
U56,ALL,2012,0.15437132670166998,0.1106017093079078,False
U56,ALL,2013,0.0743015788798902,0.1106017093079078,False
U56,ALL,2014,0.1302954277407773,0.1106017093079078,False
U56,ALL,2015,0.08175737537982597,0.1106017093079078,False
U56,ALL,2016,0.14325886955221767,0.1106017093079078,False
U56,ALL,2017,0.06937044171095741,0.1106017093079078,False
U56,20,2009,0.12456282999896429,0.1115488260319194,False
U56,20,2010,0.1575404866870629,0.1115488260319194,False
U56,20,2011,0.07964572834259154,0.1115488260319194,False
U56,20,2012,0.17261957013873275,0.1115488260319194,False
U56,20,2013,0.06700473237861482,0.1115488260319194,False
U56,20,2014,0.15069536327063515,0.1115488260319194,False
U56,20,2015,0.03894976668850525,0.1115488260319194,False
U56,20,2016,0.11731243783138812,0.1115488260319194,False
U56,20,2017,0.07730267102132382,0.1115488260319194,False
B136,ALL,2009,0.18595989464630625,0.1866915644485253,False
B136,ALL,2010,0.21725238959031368,0.1866915644485253,False
B136,ALL,2011,0.17699538386822744,0.1866915644485253,False
B136,ALL,2012,0.22528624653389828,0.1866915644485253,False
B136,ALL,2013,0.13396559500112137,0.1866915644485253,False
B136,ALL,2014,0.1927711108472434,0.1866915644485253,False
B136,ALL,2015,0.20960836270279404,0.1866915644485253,False
B136,ALL,2016,0.19758360711469913,0.1866915644485253,False
B136,ALL,2017,0.13382267012702398,0.1866915644485253,False
B136,20,2009,0.17612502934510388,0.14814827234976036,False
B136,20,2010,0.17354491968081998,0.14814827234976036,False
B136,20,2011,0.09757011144139227,0.14814827234976036,False
B136,20,2012,0.13711078758117612,0.14814827234976036,False
B136,20,2013,0.10709966259574633,0.14814827234976036,False
B136,20,2014,0.22700832961681305,0.14814827234976036,False
B136,20,2015,0.11930520827007562,0.14814827234976036,False
B136,20,2016,0.15657332029362425,0.14814827234976036,False
B136,20,2017,0.12393980536350213,0.14814827234976036,False
SMALL439,ALL,2011,-0.4762264885642733,-0.4563968510994929,False
SMALL439,ALL,2012,-0.384208685640597,-0.4563968510994929,False
SMALL439,ALL,2013,-0.5996940407921079,-0.4563968510994929,False
SMALL439,ALL,2014,-0.3963639720162613,-0.4563968510994929,False
SMALL439,ALL,2015,-0.4296993378017504,-0.4563968510994929,False
SMALL439,ALL,2016,-0.5158947278414094,-0.4563968510994929,False
SMALL439,ALL,2017,-0.34728576536829,-0.4563968510994929,False
SMALL439,ALL,2018,-0.528732704768168,-0.4563968510994929,False
SMALL439,20,2011,-0.3362526052247109,-0.28506033796720587,False
SMALL439,20,2012,-0.14639948312761863,-0.28506033796720587,False
SMALL439,20,2013,-0.3960029872282663,-0.28506033796720587,False
SMALL439,20,2014,-0.1721474146904015,-0.28506033796720587,False
SMALL439,20,2015,-0.3318848940504976,-0.28506033796720587,False
SMALL439,20,2016,-0.2544228214969434,-0.28506033796720587,False
SMALL439,20,2017,-0.27183705339564534,-0.28506033796720587,False
SMALL439,20,2018,-0.40921673869820774,-0.28506033796720587,False
