site,panel,m,n,key,dir,cost,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oosH1,oosH2,TO
S2,u56,0.05,2,NONE,NONE,0.0,0.22296882912064642,0.9510448629005493,-0.25247653238630174,0.24258489943138023,0.9826356986687711,0.9241559063414884,0.23798434879437735,1.040556900939756,-0.21002148223178319,0.21071458241932306,0.8848713468880153,-0.25247653238630186,1.0159845867526613,0.7751753950314858,23.259224259277154
S2,u56,0.05,2,NONE,NONE,1.0,0.22013358217927004,0.941510831871033,-0.25321178906529385,0.24257097450666026,0.9734051640654203,0.9143269922308196,0.23529285439307301,1.0311398011753443,-0.21044326862363005,0.20776365091791038,0.8752304341680212,-0.2532117890652942,1.0069398984561486,0.7650096575924743,23.259224259277154
S2,u56,0.05,2,NONE,NONE,2.0,0.2173046669986629,0.9319728952231299,-0.25394639383131756,0.24255778116324214,0.9641707328924963,0.9044941637757763,0.23260698530134127,1.0217189211206013,-0.210864863617666,0.20481965848469574,0.8655855218550336,-0.2539463938313179,0.9978889225117747,0.7548418729989225,23.259224259277154
S2,u56,0.05,2,NONE,NONE,5.0,0.2088557760915173,0.9033365043742723,-0.2576735242634879,0.24252259178164742,0.9364448869388544,0.8749730692460885,0.22458301709781803,0.9934344713661999,-0.2121285009311762,0.1960291584940137,0.8366276281209429,-0.2576735242634889,0.9706990025953502,0.7243271458795454,23.259224259277154
S2,u56,0.05,2,NONE,NONE,10.0,0.19489966198497477,0.8555390521446696,-0.2649401532800352,0.24247858428221006,0.8901649490922787,0.8257011616028349,0.21132119353263445,0.9462262727315729,-0.21423074186482505,0.18151564540227727,0.7882923472267235,-0.26494015328003506,0.9252636010763909,0.6734368194636381,23.259224259277154
S2,u56,0.05,2,NONE,NONE,15.0,0.1810988068763162,0.8076632476432813,-0.2721389057517737,0.24245288689802105,0.8438063020329629,0.7763512274984233,0.1981974831257789,0.8989432787559029,-0.21632821399645674,0.16717210282636086,0.7398761015395617,-0.2721389057517719,0.879687715529859,0.6225158071977654,23.259224259277154
S2,u56,0.05,2,NONE,NONE,20.0,0.1674515481313199,0.7597198948277454,-0.27973925373184283,0.24244550545128035,0.7973794239284591,0.7269343745747288,0.18521050428553454,0.8515965163417754,-0.21842092627640763,0.15299661154178867,0.6913895572198939,-0.27973925373184316,0.8339808167529602,0.5715755080102632,23.259224259277154
S2,u56,0.05,2,NONE,NONE,25.0,0.15395624023534138,0.7117198480021901,-0.28898376530160097,0.2424564416148426,0.7508948423763742,0.6774617615420333,0.17235888867854565,0.8041970527204636,-0.22050888764164633,0.13898727319674542,0.6428434375343194,-0.28898376530159975,0.7881525035358687,0.5206273156242851,23.259224259277154
S2,u56,0.05,2,VOL,NEG,0.0,0.08810181125418182,0.7921261979824153,-0.17401495147741342,0.11494883546186964,0.8211021347387967,0.7686648244275269,0.08672561304366688,0.81326170404902,-0.1559813479267126,0.08923882675848582,0.7771078675877712,-0.17401495147741297,0.9494840273805635,0.5919113195503936,32.09024078244285
S2,u56,0.05,2,VOL,NEG,1.0,0.0846173134120638,0.7642412597364314,-0.17463973218705453,0.11494401643398366,0.7907572679937992,0.7428876787537595,0.0832069184015225,0.783678529432665,-0.15775423882628492,0.08578262022439898,0.7504735827817703,-0.17463973218705442,0.9235118984882352,0.5645145804683148,32.09024078244285
S2,u56,0.05,2,VOL,NEG,2.0,0.08114363641184053,0.736338829071949,-0.17526411526114527,0.11494156290399635,0.7603916359205888,0.7170955355749975,0.07969927317887437,0.7540777006619497,-0.15952359403051053,0.08233704751446247,0.7238220273720796,-0.17526411526114505,0.8975221687577715,0.5371010147481156,32.09024078244285
S2,u56,0.05,2,VOL,NEG,5.0,0.07078720531269322,0.6525438036525797,-0.177134880739798,0.11494839608595994,0.6691920056958799,0.6396429388578901,0.06924229825889827,0.6651897665418524,-0.16481051221650622,0.07206381577578536,0.6437787956370766,-0.17713488073979833,0.8194612459196435,0.45477585982270224,32.09024078244285
S2,u56,0.05,2,VOL,NEG,10.0,0.05373988308794164,0.5126966371229795,-0.18024488979756192,0.11500708010364942,0.5169817464981884,0.5103845528905516,0.05203187606874726,0.5168815066742247,-0.17355194979179112,0.055151498522853615,0.5101688924956821,-0.1802448897975618,0.6891374635637263,0.317385165922433,32.09024078244285
S2,u56,0.05,2,VOL,NEG,15.0,0.036955844840938834,0.3728008552778646,-0.1878666684834278,0.11512479710182978,0.3647456237649492,0.3810631523501038,0.03509021686278402,0.36859327560645166,-0.18220648681237883,0.03849798041448782,0.37646751392942607,-0.18786666848342704,0.5586870525817951,0.17994682843599988,32.09024078244285
S2,u56,0.05,2,VOL,NEG,20.0,0.020431148809255006,0.23307184729087935,-0.2123571399774381,0.11530136627137363,0.2127565170670601,0.2518518145191126,0.018413251570433165,0.22057968740149755,-0.2123571399774381,0.02209942278856869,0.24286377130636633,-0.20309626533677905,0.42828417238445526,0.04266814648512883,32.09024078244285
S2,u56,0.05,2,VOL,NEG,25.0,0.004161910393672974,0.09372259306405277,-0.27507208840477304,0.11553651778936036,0.061283503153371804,0.12292205945822987,0.0019969708019031973,0.0730914654485938,-0.27507208840477304,0.005952042128963164,0.10954520356013442,-0.2180468948749955,0.29810161744239366,-0.09424542738227353,32.09024078244285
S2,u56,0.05,2,VOL,POS,0.0,0.23543119439803317,0.9203822183719057,-0.2918800875167141,0.2690069579910003,0.771672941861457,1.0550386377825345,0.18843643922127873,0.8102388978783649,-0.27721053484786873,0.27560985600705523,1.0039735511097918,-0.2918800875167141,1.272605293084824,0.7589566060570809,26.203677058949832
S2,u56,0.05,2,VOL,POS,1.0,0.23220456039558957,0.9106844235028925,-0.29376009363759004,0.26899422755588814,0.7621814315475657,1.0451233330765144,0.1854785940433541,0.8003782022807979,-0.27857999340296125,0.27214893156434306,0.9943705396645648,-0.2937600936375897,1.26429337675223,0.7481956407778241,26.203677058949832
S2,u56,0.05,2,VOL,POS,2.0,0.22898606024987989,0.9009830721564557,-0.2956352889083561,0.26898228482961006,0.7526867903574681,1.0352041050619731,0.18252785270912475,0.7905141339938027,-0.27994700911868564,0.2686970727567879,0.9847638405742644,-0.295635288908356,1.2559761752383887,0.737432766066975,26.203677058949832
S2,u56,0.05,2,VOL,POS,5.0,0.21937916546758562,0.8718585239424048,-0.3012321280160736,0.26895118391851636,0.724184905430012,1.005423746240831,0.17371808747838502,0.7609025881160285,-0.28403344010533027,0.2583956613722327,0.9559224304640908,-0.30123212801607424,1.2309934790071069,0.7051336663763258,26.203677058949832
S2,u56,0.05,2,VOL,POS,10.0,0.20352851501922742,0.8232543805858393,-0.3104650770250418,0.2689151116775644,0.6766268505723916,0.9557194401520632,0.15917569440734858,0.7114909284214298,-0.29079568217603347,0.24140582822149614,0.9077872650972231,-0.31046507702504167,1.1892557537530917,0.6512728058208757,26.203677058949832
S2,u56,0.05,2,VOL,POS,15.0,0.1878768060795435,0.7745804165574376,-0.31958039532417104,0.2688987491970309,0.6290091383113917,0.9059366085050142,0.14480723141597207,0.662015176964755,-0.29749776761959656,0.22463753494196492,0.8595782877256608,-0.31958039532417215,1.147399968916223,0.5973863032836116,26.203677058949832
S2,u56,0.05,2,VOL,POS,20.0,0.1724216300931669,0.7258473123898229,-0.3285795264539122,0.268902100074886,0.581342175574804,0.8560861976682752,0.13061069244101864,0.6124866426328777,-0.3041401990356192,0.20808799412653012,0.8113057842249339,-0.3285795264539134,1.1054340684007717,0.5434864389451375,26.203677058949832
S2,u56,0.05,2,VOL,POS,25.0,0.15716060660380782,0.6770657891804253,-0.33746389691013434,0.26892516357422896,0.5336364038294287,0.8061791993604195,0.11658409370747802,0.562916672110914,-0.31072347509256704,0.19175445217456688,0.7629800826617117,-0.3374638969101338,1.0633660809913148,0.48958548033397453,26.203677058949832
S2,u56,0.05,2,VOLR,NEG,0.0,0.04033654991115987,0.6214791669055744,-0.12581959699727052,0.0672846163038174,0.6818810081771685,0.5774863070779345,0.03544333274784006,0.6151249119730101,-0.08936451132941314,0.044392072074906475,0.6309288037418519,-0.12581959699727052,0.6502673435484616,0.6107197035392191,29.436372935381726
S2,u56,0.05,2,VOLR,NEG,1.0,0.03727901793763433,0.5777184854004893,-0.1276528912590531,0.06728597227691646,0.6358658845464981,0.5352021280607955,0.03260981450192402,0.5690560049857909,-0.08970440275047076,0.04114815954152995,0.5883529797076398,-0.12765289125905288,0.6100988591418953,0.5655338025770335,29.436372935381726
