panel,book,cadence,n_phases,rho_IS_OOS_CAGR,rho_IS_OOS_Sharpe,spread_OOS_CAGR_pp,n_phases_pass4b_REC,canon_OOS_CAGR,fam_OOS_CAGR_mean
U56,TOP05,W,5,-0.7,-0.7,4.495073923136328,0,0.1846107376424957,0.18050492405872798
U56,TOP10,W,5,0.3,0.3,1.932731326112891,1,0.14271058156461325,0.15178747843191848
U56,TOP20,W,5,0.09999999999999999,0.39999999999999997,1.7502029261416752,5,0.14242367360152275,0.1452150859919326
U56,EWELIG,W,5,0.49999999999999994,0.49999999999999994,1.1475253886324754,5,0.11237410933899694,0.11667740530301733
U56,BAND03,W,5,-0.39999999999999997,-0.3,0.40567412908036893,0,0.09464348447629667,0.094367689065563
U56,TOP05,M,21,-0.44415584415584414,-0.4285714285714285,8.750528920919765,4,0.15560200936364366,0.19706536142828499
U56,TOP10,M,21,-0.08311688311688312,0.051948051948051945,3.1510161408411674,3,0.1723647981507921,0.17002018942395633
U56,TOP20,M,21,0.03506493506493507,0.34545454545454546,2.6473725945197923,5,0.16666929967619315,0.1551184016844343
U56,EWELIG,M,21,-0.39090909090909093,-0.18181818181818182,1.719169927132791,17,0.12981950345104698,0.12336779431460876
U56,BAND03,M,21,0.03506493506493507,-0.29480519480519485,0.6810542789466467,0,0.09558547679902274,0.0950749795525922
U56,TOP05,Q,63,-0.11275921658986175,-0.10416666666666667,16.35406591410955,2,0.09325745539696073,0.19361424160805943
U56,TOP10,Q,63,-0.5720046082949309,-0.6639784946236559,8.892827263627812,1,0.14048928715823017,0.17633299966799976
U56,TOP20,Q,63,-0.22883064516129037,-0.21529377880184336,5.874646714612863,1,0.15295719591895263,0.15416548510965278
U56,EWELIG,Q,63,-0.36333525345622125,-0.3530625960061444,4.229339229006923,26,0.11530400897488247,0.12279215263947187
U56,BAND03,Q,63,-0.6987327188940093,-0.6876920122887865,3.488335037105239,16,0.08423175369873559,0.09630996726146236
B136,TOP05,W,5,-0.3,-0.39999999999999997,2.9069084275342494,0,0.15464805648870827,0.15392179591784977
B136,TOP10,W,5,-0.3,-0.3,2.4741435699281666,0,0.12639489607157284,0.12761787118155227
B136,TOP20,W,5,0.19999999999999998,0.19999999999999998,1.0448257795402593,0,0.12355081955533231,0.1186369554949489
B136,EWELIG,W,5,0.7,0.8999999999999998,1.1896185600104747,3,0.1048601354934191,0.10781848816589998
B136,BAND03,W,5,-0.3,-0.39999999999999997,0.4904707424489896,0,0.07884939392053303,0.0796657030275885
B136,TOP05,M,21,-0.33766233766233766,-0.3090909090909091,11.313464948602348,0,0.26112926505659795,0.1864656705161563
B136,TOP10,M,21,-0.09220779220779221,-0.1077922077922078,5.674700345474681,0,0.18056146448965493,0.15131341799429646
B136,TOP20,M,21,0.06363636363636363,-0.016883116883116882,3.0683061862066374,1,0.15548074428192016,0.13747735413956771
B136,EWELIG,M,21,-0.548051948051948,-0.461038961038961,1.7377868405466623,3,0.12023571188334992,0.11339058804881413
B136,BAND03,M,21,-0.3987012987012987,-0.503896103896104,0.8911140197817025,0,0.08248365266580482,0.08014678921675865
B136,TOP05,Q,63,0.1842357910906298,0.20137288786482335,13.462367821602083,0,0.17605813389690383,0.19060587383332592
B136,TOP10,Q,63,0.03393817204301076,-0.05510752688172044,8.329407774880227,0,0.14135772498500287,0.16416945363418153
B136,TOP20,Q,63,-0.14309715821812596,-0.2391513056835638,6.528207274987352,0,0.11696758306423094,0.14869783172054185
B136,EWELIG,Q,63,-0.5980222734254993,-0.6061827956989247,3.618178387470161,3,0.10969651952700232,0.11968930587743426
B136,BAND03,Q,63,-0.6570660522273427,-0.6825076804915514,3.068964179057998,0,0.07639104563374732,0.08715966665143753
SMALL,TOP05,W,5,0.09999999999999999,0.09999999999999999,6.684019217230519,0,0.042709667584934996,0.04999632272007677
SMALL,TOP10,W,5,0.3,0.3,4.774203661073817,0,0.06859874709675728,0.04819901725957112
SMALL,TOP20,W,5,-0.7,-0.49999999999999994,3.895415128604496,0,0.07342827760749282,0.06329841478140966
SMALL,EWELIG,W,5,-0.19999999999999998,0.19999999999999998,0.9700251262440007,0,0.03608733084683213,0.03392895265516906
SMALL,BAND03,W,5,0.39999999999999997,0.39999999999999997,0.1389724758698918,0,0.03752405319533958,0.03768515945595552
SMALL,TOP05,M,21,-0.5532467532467533,-0.5662337662337662,15.343226379444342,0,0.07783818657804642,0.08106719263429511
SMALL,TOP10,M,21,-0.03766233766233767,-0.0025974025974025974,6.90364297668864,0,0.08961903105281221,0.07146428564975141
SMALL,TOP20,M,21,0.0025974025974025974,0.04805194805194805,4.87318157507497,0,0.06450289263547271,0.06681210478065247
SMALL,EWELIG,M,21,0.45454545454545453,0.49610389610389616,3.087241444054234,0,0.04764719682183172,0.047863076723771804
SMALL,BAND03,M,21,0.2701298701298701,0.4051948051948052,1.4159147110104353,0,0.04124823918077247,0.034828422716474204
SMALL,TOP05,Q,63,-0.0024961597542242702,0.0004320276497695853,25.493208862125382,0,0.042984476078124834,0.09334781653876799
SMALL,TOP10,Q,63,-0.16268241167434716,-0.14650537634408603,15.690912424438109,0,0.038836924685866636,0.0792067676437801
SMALL,TOP20,Q,63,-0.25571236559139787,-0.12768817204301075,12.269985562931263,0,0.017363782926391957,0.06738568142504808
SMALL,EWELIG,Q,63,0.4210829493087558,0.5853494623655914,4.065610908882289,0,0.046151418379713816,0.06058845443488925
SMALL,BAND03,Q,63,-0.3866647465437788,-0.31053187403993854,2.516131995988413,0,0.034974438559640886,0.037706200520013
