pool,N,coinflip_mean,pool_sd,score_IS_SHARPE,score_IS_LEGS,score_IS_CAGR
GRID18,18,1.24313837496563,0.02147911196954075,1.1556956251247201,1.1556956251247201,1.261756730745027
GRIDSHELF,24,1.2312323539498433,0.022648248675964208,1.1995690068094311,1.2031919997845655,1.1995690068094311
WIDE10,10,1.2133055452742973,0.018427586969877986,1.1379594093818561,1.1338877112098014,1.1305304485989098
WIDE20,20,1.2096762592296177,0.020106049987585466,1.1424946498323725,1.1444492751047444,1.1360443496806463
WIDE40,40,1.1987534265383837,0.018101990315035264,1.142414661587693,1.142414661587693,1.1701792882550672
WIDE80,80,1.2095285735890047,0.01960592642993922,1.142414661587693,1.142414661587693,1.1674781114248045
