panel,chooser,n_distinct_picks,pick_invariant,band,pick
U56,IS_SHARPE,2,False,0.26655350655183496,U56-band0.03-g1.00
U56,IS_LEGS,2,False,0.26655350655183496,U56-band0.03-g1.00
U56,IS_CAGR,4,False,0.22845023589784774,U56-qroll-q0.12-w1008-d0.50
B136,IS_SHARPE,1,True,0.195490815232244,B136-band0.08-g1.00
B136,IS_LEGS,1,True,0.195490815232244,B136-band0.08-g1.00
B136,IS_CAGR,1,True,0.17470522083181828,B136-qroll-q0.12-w1008-d0.50
