panel,N,sd253_H1,sd253_H2,sd253_OOS,sd253_DD,sd253_CAGR,sdB_H1,sdB_H2,sdB_OOS,sdB_DD,sdB_CAGR,ratio253,ratioB
B136,8059,0.1257396991390909,0.11341763293367559,0.10882892903490177,0.042085850812898784,0.019974303177615272,0.05918142018678819,0.06658368778673618,0.06353250697341202,0.006178669164931513,0.005040268948376593,2.106999700498358,1.2258610062706246
U56,17092,0.15212201420632,0.15313376774407023,0.14650633032911506,0.05658170509850989,0.02521575152000157,0.12448737785500104,0.09465561770777696,0.09007313195560188,0.012119312896433303,0.011812619802963031,2.2439031830412945,1.0259631731644612
