who,cadence,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,pass4a,fail_legs
SUBJECT tranche,Q,0.11589382719804786,1.1067336122112046,-0.2014241242500171,1.2030371858555937,1.0332665535912993,0.12293569323649489,1.1201440614016787,-0.2014241242500171,True,False,-
SUBJECT canonical (phase 0),Q,0.11552919982149779,1.075076621870595,-0.2220595606403195,1.2280142683217072,0.9517901628377754,0.1151706555831351,1.032801696452597,-0.2220595606403195,False,False,L4_DD
NULL tranche (median),Q,0.1311333218930777,1.1247323982624788,-0.21869881708835903,1.1989133626714596,1.0642926860672843,0.13530445888017373,1.1320903651887888,-0.2186988170883593,0.000,0.000,-
SUBJECT tranche,M,0.11305733195860213,1.1107820397717765,-0.17634925264877466,1.1433872646768521,1.0869919761044582,0.12348441947732969,1.1706865014558034,-0.17634925264877477,True,False,-
SUBJECT canonical (phase 0),M,0.1177995585525069,1.1382409382987597,-0.17012400036038466,1.146418578596604,1.1349228536716975,0.1297058584778965,1.2151616590386312,-0.1701240003603841,True,False,-
NULL tranche (median),M,0.12552293780653356,1.078225136355491,-0.22023749298087075,1.1483008469595288,1.0213296679636203,0.13057819582914132,1.0908504220007864,-0.22023749298087053,0.000,0.000,-
SPY buy-and-hold,-,0.15096593960776228,0.8830147217977079,-0.3371725677562024,0.9590596328123037,0.8208445635190935,0.15210156343930548,0.8713084695230762,-0.3371725677562022,-,-,-
RULES v2 baseline (live),W,0.08617736292500311,1.2008675709231258,-0.12054949323437114,1.2324764783489404,1.1762227180358507,,,,-,-,-
