panel,fold,chooser,ladder_set,ladder,rung,raw_widest,med_widest,runner_up,MULTIPLE,INFLATION,V,null_median,call_IID95,call_BOOT95,moved,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
U56,2013,CH_RAW/ALL4,ALL4,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_POINT/ALL4,ALL4,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_MED/ALL4,ALL4,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_IID90/ALL4,ALL4,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_IID95/ALL4,ALL4,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_BOOT95/ALL4,ALL4,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_ANCHOR/ALL4,ALL4,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_RAW/NG,NG,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_POINT/NG,NG,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_MED/NG,NG,N,40,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,True,2.704749985343767,0.2430801996607761,-0.041469469357626076
U56,2013,CH_IID90/NG,NG,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_IID95/NG,NG,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_BOOT95/NG,NG,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2013,CH_ANCHOR/NG,NG,CADENCE,W,N,N,CADENCE,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,TIE,TIE,False,2.5568857038167834,0.28451848252154854,-0.04356963494483568
U56,2014,CH_RAW/ALL4,ALL4,N,5,N,N,CADENCE,3.4793359086595093,2.2460653734250635,1.5490804274115184,1.34305897535513,TIE,TIE,True,0.8885729905166772,0.13891628282910418,-0.12355354011261654
U56,2014,CH_POINT/ALL4,ALL4,N,5,N,N,CADENCE,3.4793359086595093,2.2460653734250635,1.5490804274115184,1.34305897535513,TIE,TIE,True,0.8885729905166772,0.13891628282910418,-0.12355354011261654
U56,2014,CH_MED/ALL4,ALL4,N,5,N,N,CADENCE,3.4793359086595093,2.2460653734250635,1.5490804274115184,1.34305897535513,TIE,TIE,True,0.8885729905166772,0.13891628282910418,-0.12355354011261654
