panel,p,b0,dSharpe,dSharpe_se,dMaxDD_pp,dMaxDD_se_pp,dCAGR_pp,t_Sharpe,t_MaxDD
U56,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,
U56,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
U56,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,
U56,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,
U56,0.0,0.7,0.0,0.0,0.0,0.0,0.0,,
U56,0.5,0.3,0.0009614267010515931,0.012412627641385914,0.13582583848851248,1.0255092256437188,-0.2643407723194935,0.07745553389888415,0.1324472126550141
U56,0.5,0.4,0.004360741878722818,0.01738148063175995,0.6209051624068485,1.1656116381052581,-0.33714579058403693,0.25088437349547443,0.5326861384261323
U56,0.5,0.5,0.009803312584850454,0.023342461085041826,1.1457971369755793,1.2853507069839332,-0.3807336971879849,0.41997767712388107,0.8914276319683867
U56,0.5,0.6,0.021564452770478804,0.029010234833113758,1.6508022053504101,1.4732585371177636,-0.3427869794129901,0.7433394763790068,1.1205108701287334
U56,0.5,0.7,0.0246263648393239,0.03412175059809712,1.9199996226871296,1.619955082361992,-0.3901610009723111,0.7217204395338745,1.1852178147357362
U56,1.0,0.3,-0.0044174076539174045,0.020128031410717204,0.197871684216544,1.3482743359163385,-0.4157278320244151,-0.21946545907938858,0.14675921579569554
U56,1.0,0.4,-0.0025743302180005756,0.028537649183541514,1.0068583974034984,1.6359405101433533,-0.5298036887309232,-0.09020820886274214,0.6154614982394867
U56,1.0,0.5,0.0033297153435167814,0.03873208294178702,0.6857816922462345,1.8813097006663222,-0.582641087101865,0.08596788735894294,0.3645235508025842
U56,1.0,0.6,0.020675609562762487,0.04792413448208096,1.7193480814004403,2.1865558439382857,-0.49162472379955524,0.4314237447625306,0.7863270842896285
U56,1.0,0.7,0.019444429554601683,0.05651442736127275,2.2156928975366585,2.397857510160907,-0.5782528195099612,0.34406133906837094,0.9240302595745048
U56,1.5,0.3,-0.00944290797892089,0.025606987970509188,0.2294230123675134,1.574913047853716,-0.4998172130074696,-0.3687629325946499,0.1456734469754822
U56,1.5,0.4,-0.00992240804540101,0.03655370399281014,0.7531646961910887,1.9772940257170666,-0.6416543957185938,-0.2714474037255617,0.3809067778465336
U56,1.5,0.5,-0.004171907170684719,0.04970872860364511,0.38686099705281807,2.279774082049984,-0.6876099280495929,-0.08392705442035377,0.16969269020943986
U56,1.5,0.6,0.016661553786900596,0.06136642588849032,1.9320785922348649,2.6502681727034267,-0.543530732107933,0.2715092747486469,0.7290124871642831
U56,1.5,0.7,0.008675642336415157,0.07237376721346993,2.5372195407122433,2.886151341956505,-0.670408218212093,0.11987274768806673,0.8791013498939655
U56,2.0,0.3,-0.01323340210777424,0.029714810144167828,0.23976565787452442,1.7548144419837157,-0.5478291936598545,-0.4453470186607125,0.136633054833697
U56,2.0,0.4,-0.016190694682174156,0.042627030388720254,0.5603385627742541,2.22526494157925,-0.7133545992486612,-0.3798222520905058,0.2518075723498286
U56,2.0,0.5,-0.010349334053017412,0.05788638183453236,0.19222942035196366,2.570376282628588,-0.7444156599704543,-0.17878702598135912,0.07478649007583466
U56,2.0,0.6,0.012906919283409035,0.07144919192029837,2.214545810521251,2.9993233502862515,-0.5529509783149589,0.18064472020630706,0.7383484712676603
U56,2.0,0.7,-0.002704452206987229,0.08416741026207712,2.1305446095336356,3.2053796477464127,-0.7237954201251728,-0.032131821551432,0.6646777741387186
U56,3.0,0.3,-0.017918503099684013,0.03551403046993839,0.2253211005838085,2.0251884973826915,-0.5923764051107394,-0.5045471567878367,0.11125932271243318
U56,3.0,0.4,-0.025882791360941404,0.05131563841669847,0.28401476994249775,2.5710540097125065,-0.8026072759355518,-0.5043840856225021,0.11046627914839334
U56,3.0,0.5,-0.018513594893348584,0.06916902445198186,-0.0041137917256905965,2.976289235794032,-0.7897910961861543,-0.26765730816690914,-0.0013821881543690411
U56,3.0,0.6,0.007519906178842906,0.08557187427517893,2.162363082336083,3.413472394545985,-0.5249577145457485,0.08787824553965785,0.6334790009701227
U56,3.0,0.7,-0.023824238839428302,0.10038880548240188,1.7841137460500867,3.5572210775344275,-0.7928061670648079,-0.2373196764813053,0.501547052365575
B136,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,
B136,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
B136,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,
B136,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,
B136,0.0,0.7,0.0,0.0,0.0,0.0,0.0,,
B136,0.5,0.3,-0.008967278962844771,0.015314398064385015,1.6419498174538916,1.2533588988498963,-0.26232849547715986,-0.58554563654049,1.3100396215007313
B136,0.5,0.4,-0.015248120917480401,0.019148224561726063,1.2763971646435168,1.3647129326672895,-0.44659160572240175,-0.796320351702931,0.9352861939608338
B136,0.5,0.5,-0.016455571730689345,0.023322540448837466,1.1032632391072994,1.514915579827769,-0.5477566075631213,-0.7055651491649396,0.7282671416137456
B136,0.5,0.6,-0.009604554015762545,0.026697280561558238,1.7184382411495447,1.6336076369525654,-0.5688942196404811,-0.35975776609967786,1.0519283837061557
B136,0.5,0.7,-0.007713625718147599,0.03019734576663295,2.0450248039604824,1.71696101414141,-0.6559106495929168,-0.25544052042715937,1.1910723581473543
B136,1.0,0.3,-0.019004299299194116,0.023311583129541295,1.450739222889541,1.5734749102700272,-0.4280171387134102,-0.8152298878024792,0.9219970483295324
B136,1.0,0.4,-0.0324960711754243,0.02962527413662764,0.8000296631720749,1.804772559968268,-0.7449828644570777,-1.0969036446905756,0.4432855867368358
B136,1.0,0.5,-0.03584160650933832,0.03671635100667427,0.5824181214614699,2.117973374196909,-0.884104920294182,-0.9761756145871648,0.2749884056886742
B136,1.0,0.6,-0.024617162232566603,0.04215927374872487,1.8325340062208761,2.2921444394299333,-0.8831047357401145,-0.583908593380624,0.7994845240540931
B136,1.0,0.7,-0.025157063041064687,0.04851144350339088,2.429348618871363,2.415597778615274,-1.0235887596979243,-0.5185799725647464,1.0056925206579597
B136,1.5,0.3,-0.027463493456106436,0.028142169323291704,1.3246280961269785,1.7597134261320293,-0.5569459685245803,-0.9758840244549462,0.7527521677427909
B136,1.5,0.4,-0.047233406103361464,0.036624194899644275,0.439315131655571,2.1297927168111275,-0.9694433024293181,-1.2896776634350053,0.20627130902830015
B136,1.5,0.5,-0.051507936399899146,0.045924286282231795,0.2558702298740667,2.5595306513761997,-1.1061458479181718,-1.121583819144244,0.09996763654168052
B136,1.5,0.6,-0.03629761524376951,0.05276919098935343,2.1143077424581658,2.7325676546486632,-1.0624018451763417,-0.6878562009997996,0.7737439689228885
B136,1.5,0.7,-0.040989557354617734,0.06157578589739454,2.903159680033429,2.8582971617060693,-1.2426981623946398,-0.6656765603108953,1.0156955403127441
B136,2.0,0.3,-0.03474990956906798,0.03143915198269181,1.2346168716731332,1.8987604422802526,-0.667777736423858,-1.1053068348726087,0.6502225579286145
B136,2.0,0.4,-0.059696144671046,0.04192149043650906,0.1496083882524868,2.396176823018504,-1.1476047837557513,-1.4239986233661472,0.06243628884784162
B136,2.0,0.5,-0.06352417792958032,0.052795325800318205,0.05283737365490149,2.8895970268525564,-1.2560754609617586,-1.2032159469919863,0.018285377913907146
B136,2.0,0.6,-0.044504119745185866,0.060638079059967,1.5964441085116743,3.021449347181241,-1.163136203097137,-0.73393023715633,0.5283703034773768
B136,2.0,0.7,-0.05432346879788441,0.07161922105711407,3.3780612096890206,3.135596487408257,-1.3808074409800364,-0.758504043971145,1.0773265065369346
B136,3.0,0.3,-0.04681494159731914,0.03580336395264036,1.111927540335822,2.115372228499124,-0.8513422928418724,-1.3075570680800992,0.5256415515697419
B136,3.0,0.4,-0.07913121055042605,0.04975432797877583,-0.2976448648001173,2.8160732576802032,-1.4085051639387114,-1.5904387369915194,-0.10569500064970193
B136,3.0,0.5,-0.07891790767173779,0.06226310309961644,-0.12179608769243844,3.337325145781464,-1.4201706237794154,-1.2674907568528164,-0.03649512180327842
B136,3.0,0.6,-0.05338549928105851,0.07164841813984181,1.0818527321423521,3.3933046143665853,-1.2376356679647538,-0.7451036696562074,0.3188198099168581
B136,3.0,0.7,-0.07532637101512196,0.08641146961565985,3.480986938045394,3.444614928567655,-1.5385801521697662,-0.8717172772336579,1.0105590930283936
SMALL,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,
SMALL,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
SMALL,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,
SMALL,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,
SMALL,0.0,0.7,0.0,0.0,0.0,0.0,0.0,,
SMALL,0.5,0.3,-0.052660774569262325,0.045535298091518406,8.326396803316216,4.306047395359985,-1.2959968802269017,-1.1564824823024742,1.93365191760044
SMALL,0.5,0.4,-0.05632083737308635,0.050711327530468066,8.130945566817582,4.598055862575164,-1.37999814534302,-1.1106165055380972,1.7683442328305699
SMALL,0.5,0.5,-0.060834159643377905,0.05400728630101718,7.796914282358913,4.633346832737541,-1.444929768916503,-1.1264065241921284,1.6827823523308805
SMALL,0.5,0.6,-0.05399768595512544,0.05647104799604073,7.841838223181929,4.54772877169077,-1.2947876714460405,-0.9562012371173153,1.7243416696256633
SMALL,0.5,0.7,-0.05432309454268569,0.05786281824553291,7.766526594159218,4.411886704586775,-1.2272731253297975,-0.9388255911105662,1.7603640152601436
SMALL,1.0,0.3,-0.07502317158492638,0.06588737641894216,9.24068099827543,5.73338391209871,-1.690155087437506,-1.1386577469391808,1.6117324672390323
SMALL,1.0,0.4,-0.0820861397655781,0.07459419116210433,8.336543256876006,6.002816711917388,-1.7792448175089515,-1.1004360860645657,1.3887719144123576
SMALL,1.0,0.5,-0.09193168904086785,0.07987176118474296,6.6069337034677655,5.870122893842338,-1.8448451066999771,-1.1509911347545017,1.1255188047933937
SMALL,1.0,0.6,-0.078778919838971,0.0851367683447797,6.85193451330246,5.5514354976644835,-1.513354516560761,-0.9253219422181822,1.2342635551084224
SMALL,1.0,0.7,-0.08165164634067762,0.08884104481097053,6.879449154084427,5.157272749413544,-1.3621799894742992,-0.9190757100438205,1.3339316123753042
SMALL,1.5,0.3,-0.0884907609799746,0.07881460497100205,8.983317720921525,6.539645070057038,-1.8905829877397418,-1.1227711033067116,1.3736705317622342
