book,family,stride,h,IC,t,obs,IC_over_sqrt_h,IC_IS
SMALL439,SMALL,21,5,0.015012581228355783,1.5461722889798963,187,0.0067138304288681646,0.015366731055932994
SMALL439,SMALL,21,10,0.009330552704760475,1.0433926970506393,186,0.0029505798375287695,0.0017761927785455032
SMALL439,SMALL,21,21,0.006393339915616792,0.7549822793827002,186,0.001395141147947454,0.003768211757814069
SMALL439,SMALL,21,30,-0.0011998984542540658,-0.14206274876288857,185,-0.0002190704833701775,-0.0014796955694640135
SMALL439,SMALL,21,42,-0.006647259664193124,-0.8203385070400366,185,-0.0010256944342528892,-0.003295805712638653
SMALL439,SMALL,21,63,-0.003488163647990879,-0.41409141350870393,184,-0.00043946731166093873,-0.0034579975573653097
SMALL439,SMALL,21,90,-0.009397969209862326,-1.2721837010573644,183,-0.0009906329361099302,-0.002482299433391934
SMALL439,SMALL,21,126,-0.012207903048327052,-1.524833132586435,181,-0.0010875664432807863,-0.014752180292171459
SMALL439,SMALL,63,5,0.024863990440855976,1.5192300615693994,63,0.011119514563531784,0.05192839672160301
SMALL439,SMALL,63,10,0.01088703018662965,0.8592803938209586,63,0.003442781234475772,-0.009196712656794356
SMALL439,SMALL,63,21,0.018045985528788545,1.3244565107701705,63,0.003937956889321486,0.010880940226701928
SMALL439,SMALL,63,30,0.014459135557486508,1.0787397770804616,62,0.0026398649022867987,0.02117808077553131
SMALL439,SMALL,63,42,0.0009638527954595663,0.09215056039661419,62,0.00014872571520973806,0.0009896918465324169
SMALL439,SMALL,63,63,-0.006474989537270576,-0.49979208835024636,62,-0.0008157720027315776,-0.0008954450732336379
SMALL439,SMALL,63,90,-0.010020782118511254,-0.8532109745059228,62,-0.0010562831810260968,-0.0023524536526921534
SMALL439,SMALL,63,126,-0.010496253032978969,-0.7097632596600142,61,-0.0009350805403403367,-0.01575665050913958
U56,U56,21,5,0.0636114055763602,3.101725237792606,211,0.02844788540261012,0.05828335410100135
U56,U56,21,10,0.06948272497319835,3.2430816773284277,210,0.021972366895036868,0.07684620751861047
U56,U56,21,21,0.06616310080304427,3.287348405735386,210,0.014437972268711616,0.06533478544282836
U56,U56,21,30,0.08250575114101903,4.1937982246169465,209,0.01506342034128124,0.07540365117067377
U56,U56,21,42,0.07843543152715224,4.232499769773459,209,0.01210284984036187,0.06115993581374384
U56,U56,21,63,0.10044504897369395,5.289884523132421,208,0.012654886667242751,0.06636626595891133
U56,U56,21,90,0.12165965927337302,6.647982128519093,207,0.012824054088796144,0.09162656749764231
U56,U56,21,126,0.1504569932875897,7.8429683174297145,205,0.013403774293483509,0.11163408107226083
U56,U56,63,5,0.039561632171023396,1.0732571480871735,71,0.01769249976705018,0.006993000249903432
U56,U56,63,10,0.02524856348973746,0.6638823983285862,71,0.007984296827493974,-0.019512271281022436
U56,U56,63,21,0.03918363404592601,1.1380223873690878,71,0.008550569953281175,-0.029139794756192463
U56,U56,63,30,0.08669763317511384,2.3152109493417874,70,0.015828749790772693,0.03305944422726456
U56,U56,63,42,0.08453468384207483,2.6831915425720028,70,0.013043984904818468,0.08550479617142837
U56,U56,63,63,0.11490627865767272,3.5281981778548093,70,0.014476830352766227,0.04505608232345165
U56,U56,63,90,0.14607875934890602,4.340526002508525,70,0.015398053243805276,0.0836096175183975
U56,U56,63,126,0.17117017858967162,5.244363407458101,69,0.015249051502749036,0.12188715831128917
ETF36,ETF,21,5,0.07194265282074118,2.8287136822972916,207,0.03217373243776885,0.07443903101429998
ETF36,ETF,21,10,0.07097266306235164,2.682181901972181,206,0.02244352668847321,0.07694713151895173
ETF36,ETF,21,21,0.0428776901509928,1.7203468507377933,206,0.009356679082942238,0.034389591652571314
ETF36,ETF,21,30,0.05255160477143508,2.053667327027116,205,0.00959456645547037,0.045657976055321514
ETF36,ETF,21,42,0.0544988424929165,2.22923783073191,205,0.00840935396571342,0.02858843169404513
ETF36,ETF,21,63,0.07569404197117263,2.9954722462843333,204,0.009536552894524196,0.025262738749297284
ETF36,ETF,21,90,0.09028987162639455,3.544146467631989,203,0.009517388132787278,0.027836970280117963
ETF36,ETF,21,126,0.11153405151263948,4.338887941668517,201,0.00993624304093078,0.04222272021801528
ETF36,ETF,63,5,0.06749782981335574,1.5815742730693152,69,0.030185947159275073,0.08368487681116385
ETF36,ETF,63,10,0.017407742694506213,0.37980025880714213,69,0.005504811583679631,-0.012947777538641597
ETF36,ETF,63,21,0.028959656168244138,0.6810099007581144,69,0.006319515070993979,-0.009814592090221036
ETF36,ETF,63,30,0.05772867908350303,1.1932468525402353,68,0.010539766583003755,0.029278824922380903
ETF36,ETF,63,42,0.05570375458171823,1.2066090039675779,68,0.008595275937425349,0.05614457766436706
ETF36,ETF,63,63,0.07273849291211829,1.5386456421745864,68,0.009164188713671398,-0.01685111350878312
ETF36,ETF,63,90,0.11584800427990694,2.4524818307864917,68,0.012211451863648016,0.029187143867553743
ETF36,ETF,63,126,0.13664476243257234,3.0088240010621616,67,0.012173282969519158,0.037408313409194816
