panel,chooser,cell,stat,win,q,threshold,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_CAGR,anchor_OOS_Sharpe,anchor_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD,odSharpe,odSharpe_t,odMaxDD_pp,odMaxDD_t,keep4a_OOS,keep4b_OOS
U56,ARGMAX-IS (all 80 cells),SEMIM/w10/q0.8000,SEMIM,10,0.8,0.2093316170256553,1.2142384719679664,0.1487554440984522,1.093715893738864,-0.2151048192473458,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.09196181046283192,-1.0472334923823803,-2.3829197616483944,-1.1253810904571766,False,False
U56,ARGMAX-IS (downside statistics only: SEMI0 / SEMIM),SEMIM/w10/q0.8000,SEMIM,10,0.8,0.2093316170256553,1.2142384719679664,0.1487554440984522,1.093715893738864,-0.2151048192473458,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.09196181046283192,-1.0472334923823803,-2.3829197616483944,-1.1253810904571766,False,False
U56,ARGMAX-IS (VOL control only),VOL/w20/q0.9000,VOL,20,0.9,0.42816372201399433,1.1661899931384387,0.15234814605076918,1.0901207523550045,-0.19615027522245188,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.09555695184669144,-1.6495370091357537,-0.4874653591590006,-0.3513671895737782,False,True
U56,ARGMAX-IS (UPM placebo only),UPM/w20/q0.9668,UPM,20,0.966767,0.425711743833603,1.1375379077083618,0.16403367942862013,1.1304115133937298,-0.19127562163086165,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,-0.05526619080796613,-1.1969789640135153,2.220446049250313e-14,2.9965393151810785e-14,False,True
U56,DO NOTHING (frozen incumbent),VOL/w20/q0.9668,VOL,20,0.966767,0.5999808611531181,1.1157631659166949,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,0.0,,0.0,,False,True
B136,ARGMAX-IS (all 80 cells),UPM/w20/q0.7000,UPM,20,0.7,0.18677493992742827,1.3117596504556812,0.14778880737215982,1.0458895239433619,-0.21750264958805876,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,0.02793575943844484,0.1946993591573619,-1.0100773276268349,-0.33475078327097435,False,False
B136,ARGMAX-IS (downside statistics only: SEMI0 / SEMIM),SEMIM/w20/q0.8000,SEMIM,20,0.8,0.2210501479594358,1.232392901066892,0.13190097691860792,0.8859065876280953,-0.2262763989593799,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,-0.13204717687682177,-1.2863078462793844,-1.8874522647589487,-0.7319007774114707,False,False
B136,ARGMAX-IS (VOL control only),VOL/w20/q0.7000,VOL,20,0.7,0.27050143199711085,1.2797564751530492,0.14423823862647156,1.0247509739112977,-0.2151014294547472,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,0.006797209406380622,0.05269553391972941,-0.7699553142956783,-0.2958540028766543,False,False
B136,ARGMAX-IS (UPM placebo only),UPM/w20/q0.7000,UPM,20,0.7,0.18677493992742827,1.3117596504556812,0.14778880737215982,1.0458895239433619,-0.21750264958805876,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,0.02793575943844484,0.1946993591573619,-1.0100773276268349,-0.33475078327097435,False,False
B136,DO NOTHING (frozen incumbent),VOL/w20/q0.9684,VOL,20,0.968423,0.5999669960519981,1.1391139987864045,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,0.0,,0.0,,False,False
SMALL,ARGMAX-IS (all 80 cells),VOL/w40/q0.7000,VOL,40,0.7,0.4132152303705285,0.9587096825064577,0.04432226954356522,0.3451633496042121,-0.35486268592855585,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,-0.0946835806613387,-0.6736871318497819,1.024248122420035,0.1659300216020206,False,False
SMALL,ARGMAX-IS (downside statistics only: SEMI0 / SEMIM),SEMI0/w10/q0.7000,SEMI0,10,0.7,0.2506475612395485,0.8956280659357624,0.052427236997338644,0.37903069785592886,-0.3313913889075335,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,-0.06081623240962192,-0.5116806661236577,3.3713778245222703,0.5577659303808015,False,False
SMALL,ARGMAX-IS (VOL control only),VOL/w40/q0.7000,VOL,40,0.7,0.4132152303705285,0.9587096825064577,0.04432226954356522,0.3451633496042121,-0.35486268592855585,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,-0.0946835806613387,-0.6736871318497819,1.024248122420035,0.1659300216020206,False,False
SMALL,ARGMAX-IS (UPM placebo only),UPM/w10/q0.8000,UPM,10,0.8,0.3182002784787177,0.9397855564778897,0.06851781888222597,0.461026843575934,-0.3731536551636925,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,0.021179913310383214,0.20473454682551684,-0.8048488010936272,-0.180842419920072,False,False
SMALL,DO NOTHING (frozen incumbent),VOL/w20/q0.8813,VOL,20,0.881267,0.6000003746095033,0.6401415772704393,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,0.0,,0.0,,False,False
