panel,kind,family,dial,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,keep4b,binding4b,keep4a,binding4a
B136,ZERO-IS (pre-stated),CASHSHARE,0.25,10,0.1402785537549709,1.1135905765468015,-0.2537112445888017,1.2326537507639095,1.0067119375579465,0.13699404154142325,1.087011747671078,-0.2537112445888019,0.27558004363212507,0.18179758312839622,0.2133396167698277,-0.05141552474444355,0.03441834869492395,False,L4_DD,False,MaxDD
B136,ZERO-IS (pre-stated),CASHSHARE,0.25,25,0.1387981696713787,1.1031367220533765,-0.2539140517346917,1.2225024927771473,0.9959556653882138,0.13544988258525348,1.0761416435829687,-0.2539140517346917,0.2654287856453629,0.17104131095866348,0.2024695126817183,-0.0516183318903336,0.03293796461133176,False,L4_DD,False,MaxDD
B136,ZERO-IS (pre-stated),CASHSHARE,0.25,50,0.1363350405095105,1.0857114497941995,-0.254251969778299,1.2055825498538817,0.9780255484298438,0.13288084378957654,1.0580213691120468,-0.254251969778299,0.24850884272209728,0.1531111940002935,0.1843492382107964,-0.05195624993394088,0.03047483544946357,False,L4_DD,False,MaxDD
U56,IS-CHOSEN (incumbent),FIXED,0.1,0,0.1286611959352315,1.2742693773800569,-0.13226642653995602,1.2817603891732263,1.2679199105697145,0.1399335529060206,1.3757492733571963,-0.13226642653995724,0.32471374247632845,0.4430112415299726,0.5020881368845217,0.07003730866408647,0.0228030065345277,True,none,False,MaxDD
U56,IS-CHOSEN (incumbent),FIXED,0.1,10,0.12524573140837925,1.2433652555867876,-0.1348766087743386,1.2520935380972456,1.2358237654238737,0.13649563303996048,1.3449748473355931,-0.1348766087743385,0.2950468914003477,0.4109150963841318,0.4713137108629185,0.06742712642970389,0.019387542007675437,True,none,False,MaxDD
U56,IS-CHOSEN (incumbent),FIXED,0.1,25,0.12014123106346997,1.1969671544087093,-0.1387775908516956,1.207556106051844,1.1876330685312926,0.13135752798341715,1.2987618251103292,-0.13877759085169428,0.2505094593549462,0.36272439949155066,0.4251006886376546,0.06352614435234688,0.014283041662766158,True,none,False,MaxDD
U56,IS-CHOSEN (incumbent),FIXED,0.1,50,0.11168335373077087,1.1195479478663186,-0.14524129749571368,1.1332500989856396,1.1072146025890537,0.12284385093243744,1.2216249172593485,-0.14524129749571357,0.17620345228874168,0.28230593354931177,0.3479637807866739,0.057062437708328806,0.005825164330067065,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),SELFQ,0.5,0,0.14910535815618942,1.26712750774947,-0.16254356162525418,1.2650446220866904,1.2697104645947948,0.15334834461598934,1.3660105874521726,-0.16254356162525363,0.30799797538979257,0.44480179555505284,0.492349450979498,0.039760173578788305,0.04324716875548561,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),SELFQ,0.5,10,0.14631744499029242,1.2458867612535096,-0.1653217592743177,1.2478267072046525,1.24425448258216,0.15027765544444716,1.3414654875696965,-0.1653217592743178,0.2907800605077546,0.41934581354241807,0.4678043510970219,0.0369819759297248,0.040459255589588614,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),SELFQ,0.5,25,0.1421477479899007,1.2139958208787072,-0.16947225477455896,1.2219842589356742,1.2060234853357545,0.14568634166946137,1.3045980443042096,-0.16947225477455952,0.2649376122387763,0.3811148162960126,0.43093690783153493,0.03283148042948353,0.0362895585891969,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),SELFQ,0.5,50,0.13523059271325577,1.1607733481565958,-0.1765737850741339,1.178876664464774,1.142193702165147,0.13807324469868454,1.243032690319078,-0.17657378507413446,0.22183001776787603,0.317285033125405,0.3693715538464034,0.025729950129908585,0.029372403312551962,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),MEDMULT,1.0,0,0.1518156950599907,1.273915048390938,-0.16166230128474635,1.300678886031185,1.2464825010987657,0.1518206587323021,1.3502572988847943,-0.16166230128474657,0.3436322393342872,0.42157383205902377,0.47659616241211966,0.040641433919296144,0.0459575056592869,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),MEDMULT,1.0,10,0.1493788129188649,1.2557011478802707,-0.16425600437652088,1.287789787987924,1.2225701637811068,0.14891687509281337,1.327178050165026,-0.164256004376521,0.3307431412910262,0.3976614947413649,0.4535169136923515,0.03804773082752161,0.04352062351816109,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),MEDMULT,1.0,25,0.14573275303942035,1.2283511543291281,-0.16813196056158364,1.2684425038870255,1.1866539948938142,0.14457438992156368,1.2925094231273038,-0.16813196056158553,0.31139585719012763,0.36174532585407226,0.41884828665462914,0.03417177464245885,0.03987456363871654,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),MEDMULT,1.0,50,0.13968060877258326,1.1826958122154747,-0.17455314714707582,1.2361627681248974,1.1266780180431775,0.13737195225565446,1.234606448511652,-0.1745531471470747,0.2791161214279996,0.30176934900343555,0.3609453120389773,0.027750588056966674,0.03382241937187945,True,none,False,MaxDD
U56,ZERO-IS (pre-stated),CASHSHARE,0.25,0,0.1328582590972338,1.126035263480134,-0.22511387545250472,1.1997535978943792,1.0673966504350914,0.13770880930159124,1.1337450102926139,-0.22511387545250494,0.2427069511974813,0.24248798139534944,0.26008387381993925,-0.02281014024846223,0.027000069696530002,False,L4_DD,False,"H1,H2,MaxDD"
U56,ZERO-IS (pre-stated),CASHSHARE,0.25,10,0.13192022053588337,1.1189188484334327,-0.22525874950578773,1.1925484167836449,1.0603191054170487,0.1367347568612569,1.126607350357278,-0.22525874950578773,0.235501770086747,0.23541043637730674,0.25294621388460337,-0.022955014301745236,0.02606203113517956,False,L4_DD,False,"H1,H2,MaxDD"
U56,ZERO-IS (pre-stated),CASHSHARE,0.25,25,0.130514586797833,1.1082430442087015,-0.225476021764613,1.1817398985165717,1.0497012991087284,0.13527520727732156,1.1158992007774058,-0.22547602176461357,0.2246932518196738,0.22479263006898653,0.24223806430473116,-0.02317228656057052,0.0246563973971292,False,L4_DD,False,"H1,H2,MaxDD"
U56,ZERO-IS (pre-stated),CASHSHARE,0.25,50,0.12817565650241436,1.0904470482751152,-0.2258380386905764,1.1637238780420824,1.0320011435011522,0.13284669661327153,1.0980480226715843,-0.22583803869057628,0.20667723134518456,0.20709247446141033,0.22438688619890967,-0.023534303486533903,0.02231746710171055,False,L4_DD,False,"H2,MaxDD"
SMALL665,IS-CHOSEN (incumbent),FIXED,0.1,0,0.06079604944816608,0.6047114832370452,-0.22224931324995767,0.8876754107664476,0.337562707989108,0.042243590189750435,0.4369824227457894,-0.222249313249958,-0.014944982272345197,-0.5015250526559591,-0.4366787137268852,-0.019945578045914902,-0.037305758924575674,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,IS-CHOSEN (incumbent),FIXED,0.1,10,0.05663731153494789,0.5680275488525847,-0.22804281794196357,0.8470732472862574,0.3045130120263312,0.03849201890086662,0.40362866692350136,-0.22804281794196402,-0.05554714575253539,-0.5345747486187359,-0.47003246954917327,-0.025739082737920804,-0.041464496837793866,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,IS-CHOSEN (incumbent),FIXED,0.1,25,0.05042899083204566,0.5129748954856114,-0.2366534983842744,0.7861359134890581,0.25491871181297693,0.03288928874621799,0.35357264197683536,-0.23665349838427274,-0.11648447954973473,-0.5841690488320901,-0.5200884944958393,-0.03434976318023164,-0.04767281754069609,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,IS-CHOSEN (incumbent),FIXED,0.1,50,0.040160726968197835,0.42117529584084845,-0.25079497391063754,0.6845152351874109,0.17222987455526942,0.023616704026290458,0.2700995626309897,-0.25079497391063676,-0.21810515785138196,-0.6668578860897977,-0.6035615738416849,-0.048491238706594775,-0.05794108140454392,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),SELFQ,0.5,0,0.09079068177736915,0.6520102741067886,-0.28877970487164617,0.9576908511155627,0.45972969091154925,0.07205568814909524,0.5047113952759853,-0.2887797048716465,0.05507045807676991,-0.3793580697335178,-0.36894974119668933,-0.0864759696676034,-0.0073111265953726,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),SELFQ,0.5,10,0.08712262466971454,0.6296551132774754,-0.29191658433899936,0.9351122419674857,0.43689976339778575,0.06808146518548996,0.48216650842208736,-0.2919165843389996,0.032491848928692835,-0.4021879972472813,-0.39149462805058727,-0.0896128491349566,-0.01097918370302721,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),SELFQ,0.5,25,0.08164304935068323,0.5961104119567859,-0.30069754175441776,0.901223870744783,0.4026471917599234,0.06214705405936116,0.4483396339305459,-0.30069754175441665,-0.0013965222940097721,-0.43644056888514365,-0.42532150254212875,-0.098393806550375,-0.016458759022058525,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),SELFQ,0.5,50,0.07257013278137547,0.540176923633828,-0.3154208379046277,0.8446957868738693,0.3455450282047309,0.0523277431583844,0.3919420658278291,-0.31542083790462894,-0.057924606164923564,-0.4935427324403362,-0.48171907064484554,-0.11311710270058495,-0.02553167559136628,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),MEDMULT,1.0,0,0.08217610462335667,0.6433330094686079,-0.2642986489062681,0.9620452234448673,0.3854643663698881,0.05603585671716238,0.4537774445854078,-0.26429864890626753,0.05942483040607449,-0.45362339427517895,-0.4198836918872668,-0.06199491370222532,-0.01592570374938508,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),MEDMULT,1.0,10,0.07836668324323215,0.6176365523503711,-0.27020974410732124,0.9407610900962992,0.3559569820809803,0.05181080459012466,0.4256243686924503,-0.2702097441073209,0.038140697057506334,-0.48313077856408676,-0.44803676778022433,-0.06790600890327847,-0.019735125129509604,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),MEDMULT,1.0,25,0.07267703245612012,0.5790843841097921,-0.27898843828557907,0.9088176986934485,0.3117000083467567,0.04550412967083828,0.3833943849621797,-0.2789884382855784,0.006197305654655705,-0.5273877522983104,-0.4902667515104949,-0.0766847030815363,-0.025424775916621636,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),MEDMULT,1.0,50,0.06325920156350451,0.5148200927613398,-0.29338812601735786,0.8555385092810193,0.2379616596465961,0.035074891332737224,0.3130214763540297,-0.29338812601735664,-0.04708188375777356,-0.601126100998471,-0.560639660118645,-0.0910843908133151,-0.034842606809237245,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",False,"H2,MaxDD"
SMALL665,ZERO-IS (pre-stated),CASHSHARE,0.25,0,0.1019591915398963,0.713913073675342,-0.349879924239051,0.9749971208051041,0.584596307000796,0.09193466288470642,0.6047867148278347,-0.34987992423905123,0.07237672776631132,-0.25449145364427106,-0.2688744216448399,-0.14757618903500824,0.003857383167154546,False,"L2_H2,L3_OOS,L4_DD",False,MaxDD
SMALL665,ZERO-IS (pre-stated),CASHSHARE,0.25,10,0.10029445503597989,0.7039686464073575,-0.350104878006926,0.963095390306335,0.5754011564703311,0.09017168323096669,0.5952272398315008,-0.3501048780069257,0.06047499726754213,-0.263686604174736,-0.2784338966411738,-0.14780114280288326,0.0021926466632381375,False,"L2_H2,L3_OOS,L4_DD",False,MaxDD
SMALL665,ZERO-IS (pre-stated),CASHSHARE,0.25,25,0.09780196743048863,0.6890509815757895,-0.3504421830873319,0.9452420797834354,0.561607393168584,0.08753243898049767,0.5808869717611463,-0.3504421830873321,0.04262168674464262,-0.2774803674764831,-0.2927741647115283,-0.14813844788328911,-0.0002998409422531184,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,MaxDD
SMALL665,ZERO-IS (pre-stated),CASHSHARE,0.25,50,0.093660104115876,0.6641858854248519,-0.35362788231138265,0.91548532099976,0.5386153459608928,0.08314759658737558,0.5569840755642042,-0.3536278823113844,0.012864927960967165,-0.3004724146841743,-0.3166770609084705,-0.15132414710733988,-0.0044417042568657555,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR",False,MaxDD
