panel,chooser,window,step,start,n_dec,n_switch,tie_rate,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,unch_full_Sharpe,unch_oos_Sharpe,spy_full_Sharpe,spy_oos_Sharpe,spy_full_MaxDD,spy_full_CAGR,live_full_Sharpe,live_oos_Sharpe,pick_share_A0,keep4a,keep4b,fail4a,fail4b
U56,CH_PCT,252,21,2010-01-13,200,45,0.115,0.13791037646402993,1.0600807393250635,-0.190892879822814,0.1329770683433913,1.130216750430506,-0.1461545389659259,0.14286279882314568,1.0119247210841265,-0.19089287982281422,0.12628149536658162,1.0974139870897202,-0.1461545389659259,0.1463487590342647,1.0461947813411108,-0.1908928798228139,1.0918351860151962,1.0780388129162155,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,0.53,False,True,"H2,DD",-
U56,CH_PCT,252,63,2010-01-13,67,24,0.05970149253731343,0.13726116190509918,1.0383465738428679,-0.19089287982281422,0.13908465383587765,1.1753293533728375,-0.1255026057567883,0.1354414561638495,0.9412134550790955,-0.190892879822814,0.13208720371298766,1.1371598423877407,-0.1255026057567883,0.140997209311577,0.9908694151264972,-0.19089287982281433,1.0547242808530255,1.010439841731043,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,0.44776119402985076,False,True,"H2,DD",-
U56,CH_PCT,252,126,2010-01-13,34,15,0.08823529411764706,0.14233653006656133,1.0747973599280503,-0.19089287982281433,0.14422286640757842,1.2087399155041325,-0.1255026057567883,0.14045420038052847,0.9778867927294635,-0.1908928798228139,0.137628631261689,1.1724290718737016,-0.1255026057567883,0.14573478579284904,1.0263799143171066,-0.19089287982281444,1.085075504148318,1.0361203261041292,0.8586775885934759,0.8747033226162612,-0.3371726770846235,0.14102364782652743,1.1525257895422025,1.2780694840193234,0.47058823529411764,False,True,"H2,DD",-
U56,CH_PCT,504,21,2011-01-12,188,36,0.20212765957446807,0.13798359103504954,1.0645887620420478,-0.20416705643786026,0.12796318853155708,1.1346077847499536,-0.12588007624396613,0.1480878618684538,1.026377810223148,-0.20416705643786015,0.1138343833085711,1.0440039561590884,-0.12588007624396613,0.15311898136403967,1.085561595407088,-0.20416705643785982,1.0918674245189535,1.110404193216305,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,0.6702127659574468,False,False,"H2,DD",DD
U56,CH_PCT,504,63,2011-01-12,63,10,0.20634920634920634,0.14729121765571662,1.116360841275527,-0.20391901663941858,0.13023286215347918,1.1492018515486464,-0.12518410773152744,0.16459818442050067,1.1094445631239769,-0.20391901663941836,0.11700998614392111,1.062420720583946,-0.12518410773152744,0.166351124862413,1.1541185686182713,-0.2039190166394187,1.1237436326940433,1.1606669102222196,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,0.7142857142857143,False,False,"H2,DD",DD
U56,CH_PCT,504,126,2011-01-12,32,8,0.21875,0.14629876278137832,1.1015874716426366,-0.20391901663941858,0.12829798375049473,1.1325040740131374,-0.12791058437728065,0.1645773774894126,1.0975044614373213,-0.20391901663941836,0.11450298441493323,1.04023478275627,-0.12791058437728065,0.16633428342867096,1.143219091047196,-0.2039190166394187,1.1074571875876085,1.1474836349666067,0.8599830205064783,0.8747033226162612,-0.3371726770846233,0.14088726162877752,1.1697401695874514,1.2780694840193234,0.6875,False,False,"H2,DD",DD
U56,CH_PCT,756,21,2012-01-12,176,19,0.5227272727272727,0.15191623993912584,1.1964731343967996,-0.19089287982281422,0.1363817094436095,1.2559527551046092,-0.1670211547454451,0.16765454181234163,1.1719466895563646,-0.19089287982281433,0.15443617779413632,1.4397152854543467,-0.09333472545286403,0.15062638921661997,1.1119641123104171,-0.1908928798228139,1.2124386511074579,1.1213546329850872,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,0.8352272727272727,False,True,"H2,DD",-
U56,CH_PCT,756,63,2012-01-12,59,11,0.4745762711864407,0.1557299913946395,1.2196224187474742,-0.1908928798228141,0.13920373027688981,1.2773464015377378,-0.14458306150667766,0.17248684868487385,1.1972175252106452,-0.190892879822814,0.15447644298161145,1.4286254714052138,-0.10046064800578502,0.1563732195615961,1.1476737603943006,-0.190892879822814,1.2284899583482318,1.1544540857600434,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,0.8135593220338984,False,True,"H2,DD",-
U56,CH_PCT,756,126,2012-01-12,30,5,0.5,0.1506154984030179,1.1793059715751986,-0.19089287982281378,0.1342191305773155,1.2464844760809017,-0.14458306150667732,0.16723981822284584,1.1530484445310587,-0.19089287982281422,0.14739299307530662,1.3913695161334139,-0.09738058356843338,0.1522712008076743,1.1103822384572148,-0.1908928798228139,1.1832810379013365,1.1148715467769685,0.9206063379990956,0.8747033226162612,-0.3371726770846233,0.14848751973526775,1.2657620383706207,1.2780694840193234,0.8333333333333334,False,True,"H2,DD",-
U56,CH_PCT,1008,21,2013-01-15,164,10,0.7560975609756098,0.15737525646000727,1.2262161361760466,-0.19089287982281422,0.13913462087923167,1.2895686187603883,-0.14458306150667688,0.17589711350447157,1.204163060135352,-0.19089287982281378,0.15702186656271122,1.453452370804428,-0.09738058356843327,0.15751997469391998,1.1628807677072128,-0.190892879822814,1.2348588520670094,1.1720994467485741,0.9044569612878481,0.8747033226162612,-0.3371726770846235,0.14744843811440456,1.2884006412023847,1.2780694840193234,0.9451219512195121,False,True,"H2,DD",-
