family,kind,block,kind_median,reduction,pass50
BREADTH-LO,YEARBLOCK,0.07253026916246938,0.023944526508897418,0.6698685006219796,True
BREADTH-LO,EPISODEFIX,0.07253026916246938,0.004056340669885139,0.9440738230158936,True
BREADTH-LO,BLOCKPOST,0.07253026916246938,0.07120281816264426,0.0183020277623898,False
BREADTH-HI,YEARBLOCK,0.012784770094437292,0.053060973319468546,-3.1503267503070393,False
BREADTH-HI,EPISODEFIX,0.012784770094437292,0.028138448274461506,-1.2009350239864434,False
BREADTH-HI,BLOCKPOST,0.012784770094437292,0.013871382830942441,-0.084992747501806,False
VOL20-HI,YEARBLOCK,0.02026343431341246,-0.01056272706722422,1.5212703288026899,True
VOL20-HI,EPISODEFIX,0.02026343431341246,-0.02788794329774172,2.3762693365005045,True
VOL20-HI,BLOCKPOST,0.02026343431341246,0.021769262118701158,-0.0743125662707621,False
VOL20-LO,YEARBLOCK,-0.01763235898155456,0.008598894348869901,-1.4876769102685192,False
VOL20-LO,EPISODEFIX,-0.01763235898155456,0.0009901386008045743,-1.0561546303498228,False
VOL20-LO,BLOCKPOST,-0.01763235898155456,-0.018604849151941272,0.05515371887584899,False
DISP-HI,YEARBLOCK,0.030552466655811933,0.0013146744381477837,0.95696994115211,True
DISP-HI,EPISODEFIX,0.030552466655811933,-0.0076038611051260085,1.2488787956398781,True
DISP-HI,BLOCKPOST,0.030552466655811933,0.02958181133017862,0.031770113247097415,False
DISP-LO,YEARBLOCK,-0.03474485103287288,-0.01634416935200056,-0.5295944905178331,False
DISP-LO,EPISODEFIX,-0.03474485103287288,-0.018113286428729933,-0.47867710206635944,False
DISP-LO,BLOCKPOST,-0.03474485103287288,-0.03380694591964023,-0.026994074959345065,False
CORR-HI,YEARBLOCK,0.0553735123417223,0.024908971557151702,0.5501645009723624,True
CORR-HI,EPISODEFIX,0.0553735123417223,-0.0062319019405978615,1.112543013384078,True
CORR-HI,BLOCKPOST,0.0553735123417223,0.05234006813685477,0.05478150250154758,False
CORR-LO,YEARBLOCK,0.03406400604928621,0.0568163530615344,-0.667929279349249,False
CORR-LO,EPISODEFIX,0.03406400604928621,0.051869883279822226,-0.522718238271013,False
CORR-LO,BLOCKPOST,0.03406400604928621,0.029418815355151992,0.13636654148702376,False
