panel,draw,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_cagr,full_dd,full_4b,pass4a,is_cagr,is_dd,is_4b,oos_cagr,oos_dd,oos_4b
U56,0,0.25,0.04308364135487475,1.0438898427139036,-0.07415245364927359,0.9410851145536427,1.1402904552204531,0.04956891120098428,1.1917060499149905,-0.07415245364927336,False,True,False,False,False,True,False,False,True,False
U56,0,0.375,0.06470904262164079,1.044710351762895,-0.10979354678619369,0.9422101460239366,1.1408004183266396,0.07464761214297844,1.192184593223541,-0.10979354678619391,False,True,False,False,False,True,False,False,True,False
U56,0,0.5,0.08636556645713922,1.0454735034423939,-0.14449697901114933,0.9432927328911485,1.1412383102158707,0.09989767217414891,1.1925895944992126,-0.144496979011149,False,True,False,False,False,True,False,False,True,False
U56,0,0.625,0.10803310787464415,1.0461731467168867,-0.17827705887658707,0.9443200189960764,1.1416041931378973,0.12529900573954844,1.1929204371296098,-0.1782770588765874,True,True,False,False,False,True,False,True,True,True
U56,0,0.75,0.12969047688408497,1.0468056160123251,-0.21114738262288002,0.9452896854076275,1.1418931161921217,0.1508299086640028,1.193173519708471,-0.2111473826228798,True,False,False,False,False,False,False,True,False,False
U56,0,0.875,0.15131494465579332,1.0473649427984613,-0.24312140161748208,0.9461913527024047,1.142103298325604,0.1764671639413633,1.193346535203246,-0.24312140161748175,True,False,False,False,True,False,False,True,False,False
U56,0,1.0,0.17288336949841687,1.0478507643189843,-0.2742167381449955,0.9470263825494585,1.142232762685944,0.2021860465684251,1.1934364944894569,-0.2742167381449956,True,False,False,False,True,False,False,True,False,False
U56,1,0.25,0.037818562480946394,1.0301042668955505,-0.08059996187929586,1.0933149850593435,0.9699620662300101,0.03788736911123647,1.047236351686645,-0.08059996187929619,False,True,False,False,False,True,False,False,True,False
U56,1,0.375,0.05677937737758487,1.0305780179019641,-0.11912820652009193,1.0944577152311896,0.9698536819144169,0.05688146623702495,1.0470843180594192,-0.11912820652009215,False,True,False,False,False,True,False,False,True,False
U56,1,0.5,0.07575629446389898,1.0309963234473474,-0.1565059575609743,1.0955627081819175,0.9696772562733312,0.07588964636074658,1.0468603872251498,-0.1565059575609744,False,True,False,False,False,True,False,False,True,False
U56,1,0.625,0.09473489788669132,1.031359050270985,-0.1927544291889468,1.096626733751555,0.9694358721152774,0.09489675404323905,1.0465680999834583,-0.19275442918894703,False,True,False,False,False,True,False,False,True,False
U56,1,0.75,0.11370053745418107,1.031668171502651,-0.2278953747411343,1.097644850196917,0.9691382844602381,0.11388779210404643,1.046215192388067,-0.2278953747411342,True,False,False,False,True,True,False,True,False,False
U56,1,0.875,0.13263683913260338,1.031916691403941,-0.2619495224668925,1.0986053632781394,0.9687821598290588,0.13284618780352342,1.0457987917030847,-0.2619495224668924,True,False,False,False,True,False,False,True,False,False
U56,1,1.0,0.1515272401591854,1.032103872685298,-0.2949407511761414,1.0995143758881738,0.9683605680831764,0.15175390282983225,1.045312649979195,-0.2949407511761415,True,False,False,False,True,False,False,True,False,False
U56,2,0.25,0.0392107390023666,1.0349991734792696,-0.07346262395032765,1.1007942491857006,0.9831565347044332,0.04128873804083821,1.0573675150843584,-0.07346262395032743,False,True,False,False,False,True,False,False,True,False
U56,2,0.375,0.05887823849158713,1.0355943375562824,-0.10879303422609798,1.101959805951184,0.983331619614506,0.06200722199823372,1.0574808010240075,-0.10879303422609765,False,True,False,False,False,True,False,False,True,False
U56,2,0.5,0.07856848651290327,1.0361436410273535,-0.14320642990219812,1.1030946828645571,0.9834527483605445,0.08275324443990084,1.057535933321825,-0.143206429902198,False,True,False,False,False,True,False,False,True,False
U56,2,0.625,0.09826615524787852,1.0366404120757298,-0.17671630410171824,1.1041874195128696,0.983517758099229,0.10350941716535322,1.0575312040330067,-0.1767163041017179,False,True,False,False,False,True,False,False,True,False
U56,2,0.75,0.11795457859813796,1.0370762646512843,-0.20933583417166202,1.1052296396721975,0.983518460498214,0.12425658999423339,1.057458258737928,-0.2093358341716618,True,False,False,False,True,False,False,True,False,False
U56,2,0.875,0.13761641007336367,1.0374469417637278,-0.24107934954141785,1.1062178613226619,0.9834503837966299,0.1449747119231508,1.057312043091214,-0.2410793495414174,True,False,False,False,True,False,False,True,False,False
U56,2,1.0,0.15723264167605455,1.0377447629443088,-0.2719580370813707,1.1071425468710572,0.9833077140026028,0.16564227118283936,1.0570871869726048,-0.27195803708137034,True,False,False,False,True,False,False,True,False,False
U56,3,0.25,0.041311050341782174,1.0581094434901355,-0.0810491797039743,1.1371527151773029,0.9870290739323105,0.042066545668170585,1.07442718164616,-0.08104917970397463,False,True,False,False,False,True,False,False,True,False
U56,3,0.375,0.062058200022927945,1.058656049691273,-0.11976327876798465,1.138212083748311,0.9871794744075907,0.0631978943169742,1.07447193643093,-0.11976327876798498,False,True,False,False,False,True,False,False,True,False
U56,3,0.5,0.08284486878425201,1.0591457724909488,-0.15730283644775267,1.139225961732186,0.987267682182599,0.08437152281154203,1.0744504424768073,-0.1573028364477531,False,True,False,False,False,True,False,False,True,False
U56,3,0.625,0.10365312100835711,1.0595697009502576,-0.1936917692262744,1.1401809412496058,0.9872893594041308,0.10556864841608427,1.0743575162592476,-0.19369176922627396,False,True,False,False,False,True,False,False,True,False
U56,3,0.75,0.12446425883562617,1.0599241567424307,-0.2289535615226309,1.1410680124580266,0.9872460742837664,0.12677007481599767,1.074194178772971,-0.22895356152263058,True,False,False,False,True,False,False,True,False,False
U56,3,0.875,0.1452589886489588,1.0602092312302416,-0.2631104712565352,1.1418912993770136,0.9871347276663849,0.14795527569751754,1.0739578413912103,-0.2631104712565354,True,False,False,False,True,False,False,True,False,False
U56,3,1.0,0.1660167507887269,1.060421756839536,-0.29618687267778565,1.1426413352110607,0.9869581101149243,0.16910344673365696,1.0736510734606561,-0.29618687267778565,True,False,False,False,True,False,False,True,False,False
U56,4,0.25,0.03785592935417448,1.1046668329130434,-0.0731804993183478,1.1487829423360965,1.0714473322710845,0.040499205923744785,1.1481907240045304,-0.07318049931834847,False,True,False,False,False,True,False,False,True,False
U56,4,0.375,0.05690090886738575,1.1050749784346108,-0.10838538025025202,1.1498908500760763,1.0713222850234807,0.06090002067160771,1.1480037146785607,-0.10838538025025224,False,True,False,False,False,True,False,False,True,False
U56,4,0.5,0.07600933309921754,1.1054248725402083,-0.14268371382044454,1.15096037033491,1.071127293115505,0.08138468463119075,1.1477423232179091,-0.1426837138204443,False,True,False,False,False,True,False,False,True,False
U56,4,0.625,0.09516972204630059,1.1057167116901216,-0.1760879768912067,1.15198672470898,1.0708671329174635,0.10194014139906837,1.1474113544522584,-0.17608797689120748,False,True,False,False,False,True,False,False,True,False
U56,4,0.75,0.1143700570995052,1.1059501754064125,-0.20861028423472272,1.1529706743095058,1.0705409193856246,0.12255244026690937,1.147010031173715,-0.20861028423472228,True,False,False,False,False,True,False,True,False,False
U56,4,0.875,0.1335980366020999,1.106125889042216,-0.24026357111210173,1.153914551149282,1.0701481368510621,0.14320702811682096,1.1465378193720215,-0.24026357111210206,True,False,False,False,True,False,False,True,False,False
U56,4,1.0,0.15283990857656304,1.1062382627416039,-0.27106227574181496,1.154811912631353,1.0696844383337667,0.16388798576815833,1.1459898525840566,-0.2710622757418151,True,False,False,False,True,False,False,True,False,False
U56,5,0.25,0.04981488272744339,1.1282275763046525,-0.08222563547754957,1.269145478874997,1.006115447864973,0.04906400367947361,1.0936542345653704,-0.0822256354775498,False,True,False,False,False,True,False,False,True,False
U56,5,0.375,0.07494745256974578,1.1289106622777048,-0.12146626206942979,1.2701624880976763,1.0066237296423621,0.07376572546221327,1.0940449277155206,-0.12146626206942934,False,True,False,False,False,True,False,False,True,False
