form,span,lo,hi
EWall,0.0028945334430364733,0.6770308933152683,0.6799254267583048
MA20,0.004635934463495639,0.743218322306324,0.7478542567698196
LOWVOL20,0.000415201556903555,0.38738067174968915,0.3877958733065927
IVOL20,0.0020813281794811456,0.5992925214884135,0.6013738496678946
VT10,0.00016113491180946848,0.3393285236928864,0.3394896586046959
