cadset,gross,n,FAMILY_MAE,CSD_MAE,ratio,ratio_539,retire
D only,0.5,54,0.07620042110884737,0.09981624800876218,1.309917275472548,1.2297,False
D only,0.75,54,0.11434698131017942,0.15078900099397982,1.3186968231802045,1.2492,False
D only,1.0,54,0.15221904212606377,0.20355407992510768,1.3372445200156338,1.271,False
W/M/Q (idea 535),0.5,162,0.13264728049076274,0.12136939687856227,0.9149784030967311,,True
W/M/Q (idea 535),0.75,162,0.203219870397598,0.18395006394988822,0.90517754779585,,True
W/M/Q (idea 535),1.0,162,0.2778922569256088,0.24972958790903477,0.8986561578644016,,True
D/W/M/Q (all),0.5,216,0.11789058538423006,0.11212947430679812,0.951131712013684,,False
D/W/M/Q (all),0.75,216,0.18159343260945907,0.17006098962770924,0.9364930613622361,,True
D/W/M/Q (all),1.0,216,0.24961718445554892,0.23106918053318812,0.9256942026534885,,True
