panel,base,freq,cost,sleeve,f,Sharpe,H1,H2,OOS,CAGR,MaxDD,k4a_v2,k4a_v1,k4b,beats_mg_EQ_ung,beats_mg_same,beats_dd_EQ_ung,beats_dd_same
u56,EQ_ung,W,0.0,S3,0.1,1.1673014760561342,1.249294211963756,1.1035438328535372,1.1676828661421237,0.12333713827539783,-0.2039558525499291,False,False,False,True,True,True,True
u56,EQ_ung,W,0.0,S3,0.25,1.2343326434890967,1.3321030162812093,1.1605673226452418,1.217923599448497,0.10819397795421226,-0.17249888674708103,False,False,True,True,True,True,True
u56,EQ_ung,W,0.0,S3,0.4,1.3042987134439872,1.4087406920898264,1.2265027052348294,1.2718247459935352,0.0928200591350905,-0.1454804709191756,False,False,False,True,True,True,True
u56,EQ_ung,W,0.0,S3,0.5,1.3353809014512563,1.423926824679774,1.2678882784529626,1.2997792564251343,0.08245030386646235,-0.1271271102547572,False,True,False,True,True,True,True
u56,EQ_ung,W,0.0,S3,0.6,1.323104487997404,1.3641882602567728,1.2895385616396529,1.3010922051696796,0.07198954976193472,-0.10897155943244552,True,True,False,True,True,True,True
u56,EQ_ung,W,0.0,S3,0.75,1.1395373855313629,1.0762144409877894,1.2068712914688624,1.174285644155292,0.056137834275839404,-0.08132713942522962,False,True,False,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.1,1.1632854003259074,1.229030425307265,1.1126815868946844,1.1759057048994843,0.12388283886262652,-0.20428948396185875,False,False,False,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.25,1.2216605594292724,1.2707208533315306,1.1867959604388612,1.2416173881413537,0.10958504778064238,-0.17335861856803114,False,False,True,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.4,1.2806424808270318,1.294306058972607,1.2760595448386847,1.317121401981861,0.09508622471174655,-0.14688913745512744,False,False,False,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.5,1.3073001832647786,1.2772249328038623,1.339198537822857,1.3660085179066543,0.08531502063018137,-0.12891587867776033,False,True,False,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.6,1.3022578070948254,1.205936495448159,1.3923226622509217,1.3987876773610664,0.07546399204825471,-0.11082841574805002,False,True,False,True,True,True,True
u56,EQ_ung,W,0.0,S4,0.75,1.172568104944695,0.9565896096281532,1.3915255305052086,1.3549671292790206,0.06054604670653441,-0.08369763401846508,False,True,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.1,1.1528953392314827,1.232728766165722,1.0908952746424356,1.1546080186582177,0.12165735198155803,-0.2041504135984229,False,False,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.25,1.2048739502123493,1.2959677964469758,1.1364959911239343,1.1926941099964126,0.10539421529308335,-0.17272316891393502,False,False,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.4,1.2532553155703139,1.3445079509300653,1.186072902496879,1.2292276856246795,0.08894334829369566,-0.14578762247927202,False,False,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.5,1.2654109206757758,1.3360621806959667,1.2126981357547262,1.241593146875175,0.0778809585350706,-0.12749037419959997,False,True,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.6,1.2313845278055937,1.2518633695258807,1.216083574041923,1.2237864838380295,0.06674813063401053,-0.10939139342270332,True,True,False,True,True,True,True
u56,EQ_ung,W,10.0,S3,0.75,1.0189135028893044,0.9392847864880661,1.1033806892786528,1.0661419554356288,0.04992669630016078,-0.0935711480924104,False,True,False,False,False,False,False
u56,EQ_ung,W,10.0,S4,0.1,1.1486397760210227,1.2121055577158057,1.099913209423104,1.1627023043672942,0.12215964940467794,-0.20448675309588205,False,False,False,True,True,True,True
u56,EQ_ung,W,10.0,S4,0.25,1.1915838590419638,1.2338597943001277,1.1623216739167654,1.2159677483588698,0.1066529555737814,-0.1735922516382431,False,False,True,True,True,True,True
u56,EQ_ung,W,10.0,S4,0.4,1.2290442145738787,1.2298159233740358,1.2351863863201824,1.2740730190881635,0.09098542476474591,-0.14721176304393557,False,False,False,True,True,True,True
