panel,cost_bps,arena,chooser,pick_kind,pick_cap,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,full4b,beats_spy_oos,beats_base_oos
U56,0.0,CAP_ONLY,C_ISSHARPE,CAP,0.020,0.75,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,0.0,CAP_ONLY,C_ISCALMAR,CAP,0.050,0.75,0.13966239847993234,1.2913112908892241,-0.17274816551070715,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,0.0,TWIN_ONLY,C_ISSHARPE,TWIN,0.015,0.75,0.11047971629748798,1.3332970325860003,-0.12615986304094506,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,0.0,TWIN_ONLY,C_ISCALMAR,TWIN,0.015,0.75,0.11047971629748798,1.3332970325860003,-0.12615986304094506,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,0.0,POOLED,C_ISSHARPE,CAP,0.020,0.75,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,0.0,POOLED,C_ISCALMAR,TWIN,0.015,0.75,0.11047971629748798,1.3332970325860003,-0.12615986304094506,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,10.0,CAP_ONLY,C_ISSHARPE,CAP,0.020,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,10.0,CAP_ONLY,C_ISCALMAR,CAP,0.050,0.75,0.13487795715215123,1.2509443606748856,-0.17392304314971807,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False
U56,10.0,TWIN_ONLY,C_ISSHARPE,TWIN,0.015,0.75,0.10676032427284787,1.291412387405562,-0.12708009327553393,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,10.0,TWIN_ONLY,C_ISCALMAR,TWIN,0.015,0.75,0.10676032427284787,1.291412387405562,-0.12708009327553393,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,10.0,POOLED,C_ISSHARPE,CAP,0.020,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,True
U56,10.0,POOLED,C_ISCALMAR,TWIN,0.015,0.75,0.10676032427284787,1.291412387405562,-0.12708009327553393,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,True
U56,25.0,CAP_ONLY,C_ISSHARPE,CAP,0.020,0.75,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False
U56,25.0,CAP_ONLY,C_ISCALMAR,CAP,0.050,0.75,0.12773709831405355,1.1903048516219097,-0.1756836938565104,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False
U56,25.0,TWIN_ONLY,C_ISSHARPE,TWIN,0.015,0.75,0.10120347890905523,1.2284798931478849,-0.12845945177819096,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,25.0,TWIN_ONLY,C_ISCALMAR,TWIN,0.015,0.75,0.10120347890905523,1.2284798931478849,-0.12845945177819096,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,25.0,POOLED,C_ISSHARPE,CAP,0.020,0.75,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False
U56,25.0,POOLED,C_ISCALMAR,TWIN,0.015,0.75,0.10120347890905523,1.2284798931478849,-0.12845945177819096,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,50.0,CAP_ONLY,C_ISSHARPE,CAP,0.020,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,50.0,CAP_ONLY,C_ISCALMAR,CAP,0.050,0.75,0.11593053693481514,1.0890739332702815,-0.1786136717523069,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,50.0,TWIN_ONLY,C_ISSHARPE,TWIN,0.015,0.75,0.09200108309574317,1.1233898805074545,-0.1337059577125711,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
U56,50.0,TWIN_ONLY,C_ISCALMAR,TWIN,0.015,0.75,0.09200108309574317,1.1233898805074545,-0.1337059577125711,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,True,False
