panel,gross,freq,cost,book,CAGR,Sharpe,MaxDD,Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Calmar,H1,H2,pass4a,pass4b,pass4a_oos,pass4b_oos
u56,0.5,W,10.0,EWall g0.50 W,0.08812441173885799,1.1233165754887682,-0.1545548520317358,0.5701821106254419,0.09174909439389745,1.135872319723237,-0.15455485203173613,0.5936345134933569,1.1883807702385605,1.0719571509894894,False,False,False,False
u56,0.5,W,25.0,EWall g0.50 W,0.08718401708063661,1.1121690008228693,-0.1547371619334078,0.5634329594215826,0.09077628225618772,1.1247252967843935,-0.15473716193340814,0.5866482305992773,1.1770764819441029,1.0608873509082664,False,False,False,False
u56,0.5,M,10.0,EWall g0.50 M,0.08806371696961857,1.133920232473714,-0.15212417451885019,0.5788936390166332,0.09223509975597532,1.1573317328028827,-0.15212417451885019,0.6063145456512974,1.1851696408384178,1.093419549233794,False,False,False,False
u56,0.5,M,25.0,EWall g0.50 M,0.08760476428878783,1.1284645470802053,-0.1521593478305583,0.5757435579070883,0.09175928080064621,1.1518478818718219,-0.15215934783055818,0.6030472797690198,1.1796598796778082,1.0879870691187377,False,False,False,False
u56,0.75,W,10.0,EWall g0.75 W,0.13269561149760745,1.124034844549441,-0.22525890947548466,0.5890804133190077,0.13817415675493705,1.1357457661990906,-0.22525890947548444,0.6134015168442203,1.1901343237555244,1.071956832491129,False,False,False,False
u56,0.75,W,25.0,EWall g0.75 W,0.13128889455610726,1.1133658809928635,-0.2254761817775679,0.5822738948348153,0.13671236509806106,1.125049412500613,-0.22547618177756779,0.6063273026014242,1.1793263208835163,1.0613518094908139,False,False,False,False
u56,0.75,M,10.0,EWall g0.75 M,0.13286143373434944,1.1339940391184753,-0.22276988770149442,0.5964066108987771,0.13908749098161088,1.1542484968884863,-0.22276988770149408,0.6243549898807892,1.1889933057541306,1.0907051734286488,False,False,False,False
u56,0.75,M,25.0,EWall g0.75 M,0.13217313855836066,1.1287700406882402,-0.2228118905510924,0.5932050494767127,0.1383728754021185,1.1490060899954286,-0.22281189055109218,0.6210300314757606,1.18369486804133,1.0855217401837516,False,False,False,False
u56,1.0,W,10.0,EWall g1.00 W,0.17741216273196692,1.1244751918745803,-0.29179000341006256,0.6080131624065389,0.1847475372703109,1.1353160287711217,-0.29179000341006256,0.6331523873718141,1.1916506331295813,1.0716667450067952,False,False,False,False
u56,1.0,W,25.0,EWall g1.00 W,0.1754869015162397,1.1139507286066104,-0.2920302228438907,0.600920342447052,0.18273997872988024,1.124746719733084,-0.2920302228438909,0.6257570772993815,1.1809983252218592,1.0611964654722894,False,False,False,False
