panel,excision,proxy,n,agree,best_agree,n_disagree,n_pairs,ddwin_agree,ddwin_best,ddwin_disagree,qualifies
U56,NONE,FULL,64,0.859375,0.984375,9,130,0.953125,0.984375,21,False
U56,NONE,DOWN,64,0.859375,0.953125,6,124,0.953125,0.984375,21,False
U56,NONE,ROLL,64,0.984375,1.0,0,146,0.953125,0.984375,21,True
U56,NONE,MAXROLL,64,0.921875,1.0,0,171,0.953125,0.984375,21,False
U56,NONE,EWMA,64,0.9375,0.984375,2,122,0.953125,0.984375,21,False
U56,NONE,SEMI,64,0.859375,0.984375,3,122,0.953125,0.984375,21,False
U56,NONE,TAIL10,64,0.890625,0.9375,6,119,0.953125,0.984375,21,False
U56,NONE,HIVOL,64,0.828125,0.9375,15,146,0.953125,0.984375,21,False
U56,NONE,SPYDD,64,0.984375,0.984375,3,205,0.953125,0.984375,21,False
U56,NONE,SPYDD10,64,0.828125,0.9375,13,137,0.953125,0.984375,21,False
U56,SPYDD,FULL,112,0.8928571428571429,0.9553571428571429,45,402,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,DOWN,112,0.8928571428571429,0.9642857142857143,35,427,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,ROLL,112,0.9285714285714286,0.9285714285714286,31,434,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,MAXROLL,112,0.8125,0.8839285714285714,32,582,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,EWMA,112,0.9107142857142857,0.9464285714285714,36,382,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,SEMI,112,0.8928571428571429,0.9642857142857143,33,368,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,TAIL10,112,0.875,0.9285714285714286,42,384,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,HIVOL,112,0.875,0.9285714285714286,51,406,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,SPYDD,112,0.8928571428571429,0.9464285714285714,39,364,0.8482142857142857,0.8928571428571429,49,False
U56,SPYDD,SPYDD10,112,0.8839285714285714,0.9375,35,358,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,FULL,112,0.8928571428571429,0.9642857142857143,28,372,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,DOWN,112,0.8928571428571429,0.9642857142857143,34,389,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,ROLL,112,0.9196428571428571,0.9285714285714286,32,416,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,MAXROLL,112,0.8125,0.8839285714285714,32,582,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,EWMA,112,0.9285714285714286,0.9553571428571429,37,377,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,SEMI,112,0.8928571428571429,0.9642857142857143,24,367,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,TAIL10,112,0.8660714285714286,0.9285714285714286,43,382,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,HIVOL,112,0.8839285714285714,0.9464285714285714,36,403,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,SPYDD,112,0.8928571428571429,0.9464285714285714,39,364,0.8482142857142857,0.8928571428571429,49,False
U56,CRASH,SPYDD10,112,0.8839285714285714,0.9375,35,358,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,FULL,112,0.8928571428571429,0.9642857142857143,33,380,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,DOWN,112,0.8928571428571429,0.9553571428571429,36,378,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,ROLL,112,0.8928571428571429,0.9196428571428571,49,418,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,MAXROLL,112,0.8125,0.8839285714285714,32,582,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,EWMA,112,0.9464285714285714,0.9553571428571429,44,373,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,SEMI,112,0.8928571428571429,0.9553571428571429,39,379,0.8482142857142857,0.8928571428571429,49,False
U56,H1_20,TAIL10,112,0.8660714285714286,0.9285714285714286,50,372,0.8482142857142857,0.8928571428571429,49,False
