panel,cadence,gross,levered,family,rung,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,4a_H1_gt_v2,4a_H2_gt_v2,4a_DD_no_worse,4b_H1_gt_SPY,4b_H2_gt_SPY,4b_OOS_gt_SPY,4b_DD_cap,4b_CAGR_floor,keep4a,keep4b,keep4b_oos,keep_BOTH,realised_gross
U56,-,,False,REF,SPY,,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.14958796071721925,0.8986378759173647,-0.22062001264433273,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,False,True,False,False,False,False,
U56,-,,False,REF,RULESv2_live,,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.07609486935133747,1.1042710247053533,-0.07887196637752447,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,True,True,True,True,True,False,False,False,False,False,
U56,-,,False,REF,RULESv1,,0.06354589291260848,0.6552748928075371,-0.13827791043318094,0.6499237971709989,0.6636051862189187,0.04966122127053474,0.5576160831256345,-0.1310365840808828,0.0750994024732099,0.728306879485473,-0.13827791043318105,False,False,False,False,False,False,True,False,False,False,False,False,
U56,D,0.25,False,BAND03,g=0.25,0.8561450553559857,0.027686232188444126,1.188171430815034,-0.03857055945386634,1.192003386770826,1.1869812073942863,0.024138517623478295,1.064522445183365,-0.02727179867417362,0.030612381761249807,1.2857961151537498,-0.03857055945386656,False,True,True,True,True,True,True,False,False,False,False,False,0.1775241929677561
U56,D,0.3,False,BAND03,g=0.30,1.022007592289616,0.03325309285103839,1.1883638908882315,-0.04614983706399545,1.1922083013199305,1.187162723112472,0.028977844929273244,1.064729345055963,-0.03267236564025211,0.036781522063671135,1.2859772422326698,-0.046149837063995114,False,True,True,True,True,True,True,False,False,False,False,False,0.21302903156130737
U56,D,0.35,False,BAND03,g=0.35,1.1863900320006837,0.03882909553767977,1.1885469016425194,-0.05368453937737794,1.1924042396905783,1.1873343380675032,0.033820367967771325,1.0649275109409437,-0.03805508267985991,0.042965464670623454,1.2861483565328886,-0.05368453937737849,False,True,True,True,True,True,True,False,False,False,False,False,0.24853387015485856
U56,D,0.4,False,BAND03,g=0.40,1.349410252322874,0.044413933466410205,1.1887208566218532,-0.061174818514473484,1.1925917174291283,1.1874963353017967,0.03866580929580876,1.0651174871557816,-0.0434199789112093,0.049163886378814636,1.2863097328957487,-0.061174818514473595,False,True,True,True,True,True,True,False,False,False,False,False,0.2840387087484098
U56,D,0.45,False,BAND03,g=0.45,1.5112307243261704,0.050007248658780146,1.1888848695640089,-0.06862084415984859,1.1927692976601398,1.1876483296302078,0.043513815109334164,1.0652978329452325,-0.04876709911183752,0.055376433588958385,1.2864609198414696,-0.06862084415984893,False,True,True,True,True,True,True,False,False,False,False,False,0.319543547341961
U56,D,0.5,False,BAND03,g=0.50,1.6720052357332666,0.05560868695156529,1.1890385972024387,-0.07602277567013838,1.1929372209343703,1.1877894418292767,0.0483640848874658,1.0654688480676946,-0.05409651676298688,0.06160271531203776,1.2866010729319086,-0.07602277567013849,False,True,True,True,True,True,True,False,False,False,False,False,0.3550483859355122
U56,D,0.55,False,BAND03,g=0.55,1.8318510885052544,0.06121792773742607,1.1891825403427703,-0.08338073613831654,1.1930954731096524,1.1879206471435695,0.05321629284991847,1.065630391821648,-0.05940820568726968,0.06784242292226983,1.2867311915941166,-0.08338073613831665,False,True,True,True,True,True,True,False,False,False,False,False,0.3905532245290635
