timing,panel,anchor,stat,window,rule,widest,width,sp_N,sp_H,sp_GROSS,sp_CADENCE
T_REC,U56,A,Sharpe,IS,M_NONE,N,0.17228315897084467,0.17228315897084467,0.09693417165532314,0.0019075194010798047,0.043779234429892844
T_REC,U56,A,Sharpe,IS,M_SUBSAMPLE,N,0.07515272057240428,0.07515272057240428,0.05833352679454932,0.0007797129136763016,0.02282689850041401
T_REC,U56,A,Sharpe,IS,M_PAIRWISE,N,0.07515272057240428,0.07515272057240428,0.05833352679454932,0.0007797129136763016,0.02282689850041401
T_REC,U56,A,Sharpe,IS,M_D2,N,0.05800728982535664,0.05800728982535664,0.04708397064789435,0.0006198265806488713,0.021264948713998363
T_REC,U56,A,Sharpe,OOS,M_NONE,N,0.27242192324644576,0.27242192324644576,0.08401433155004612,0.002425663274675527,0.10761415417019893
T_REC,U56,A,Sharpe,OOS,M_SUBSAMPLE,N,0.09077103674767668,0.09077103674767668,0.052737290092581914,0.000989297169784785,0.05494754462971896
T_REC,U56,A,Sharpe,OOS,M_PAIRWISE,N,0.09077103674767668,0.09077103674767668,0.052737290092581914,0.000989297169784785,0.05494754462971896
T_REC,U56,A,Sharpe,OOS,M_D2,N,0.09172375031277362,0.09172375031277362,0.04080839866018091,0.0007881914975525717,0.05227157347838516
T_REC,U56,A,Sharpe,FULL,M_NONE,N,0.1454909712545056,0.1454909712545056,0.07434037947928052,0.0021722739634542076,0.06224684214027354
T_REC,U56,A,Sharpe,FULL,M_SUBSAMPLE,N,0.05339065213842739,0.05339065213842739,0.037717078149860174,0.0008866912601918988,0.032406082963511995
T_REC,U56,A,Sharpe,FULL,M_PAIRWISE,N,0.05339065213842739,0.05339065213842739,0.037717078149860174,0.0008866912601918988,0.032406082963511995
T_REC,U56,A,Sharpe,FULL,M_D2,N,0.048986430170815214,0.048986430170815214,0.036109456403071824,0.0007058555431930111,0.030235245612642587
T_REC,U56,A,CAGR,IS,M_NONE,N,0.09128148405932257,0.09128148405932257,0.013568211799472873,0.08303959193879673,0.014273488176304916
T_REC,U56,A,CAGR,IS,M_SUBSAMPLE,GROSS,0.03383599357964962,0.03193385523513074,0.006983105810610753,0.03383599357964962,0.007627546344275908
T_REC,U56,A,CAGR,IS,M_PAIRWISE,GROSS,0.03383599357964962,0.03193385523513074,0.006983105810610753,0.03383599357964962,0.007627546344275908
T_REC,U56,A,CAGR,IS,M_D2,N,0.03073423736335055,0.03073423736335055,0.006590506476729276,0.026982764264817355,0.006933081356757041
T_REC,U56,A,CAGR,OOS,M_NONE,GROSS,0.09722763097310283,0.0609528138700568,0.0243430707767065,0.09722763097310283,0.021458336729543115
T_REC,U56,A,CAGR,OOS,M_SUBSAMPLE,GROSS,0.0396184807809966,0.027573849456436914,0.014118908799901408,0.0396184807809966,0.01122202738385869
T_REC,U56,A,CAGR,OOS,M_PAIRWISE,GROSS,0.0396184807809966,0.027573849456436914,0.014118908799901408,0.0396184807809966,0.01122202738385869
T_REC,U56,A,CAGR,OOS,M_D2,GROSS,0.03159300503918039,0.02052265329328996,0.011824193783855599,0.03159300503918039,0.010422987884179833
T_REC,U56,A,CAGR,FULL,M_NONE,GROSS,0.09077356131920977,0.05985714646898188,0.015820421168133203,0.09077356131920977,0.005775364880434175
T_REC,U56,A,CAGR,FULL,M_SUBSAMPLE,GROSS,0.03698801637337986,0.026801094783810778,0.008813191364810883,0.03698801637337986,0.0032522419108680367
T_REC,U56,A,CAGR,FULL,M_PAIRWISE,GROSS,0.03698801637337986,0.026801094783810778,0.008813191364810883,0.03698801637337986,0.0032522419108680367
T_REC,U56,A,CAGR,FULL,M_D2,GROSS,0.02949582903007786,0.02015374493993719,0.007684475280465293,0.02949582903007786,0.0028052760535072843
T_REC,U56,A,MaxDD,IS,M_NONE,N,0.13693300131935615,0.13693300131935615,0.05226841222920098,0.07942210308591902,0.02352057457447898
T_REC,U56,A,MaxDD,IS,M_SUBSAMPLE,N,0.04373204602333482,0.04373204602333482,0.026763605805079898,0.03235781013052608,0.013342476522328117
T_REC,U56,A,MaxDD,IS,M_PAIRWISE,N,0.04373204602333482,0.04373204602333482,0.026763605805079898,0.03235781013052608,0.013342476522328117
T_REC,U56,A,MaxDD,IS,M_D2,N,0.04610498403696,0.04610498403696,0.02538840890870289,0.02580730269680115,0.01142468155424283
T_REC,U56,A,MaxDD,OOS,M_NONE,GROSS,0.11359895039976886,0.039761913779227775,0.05534762797956805,0.11359895039976886,0.04247132686231159
T_REC,U56,A,MaxDD,OOS,M_SUBSAMPLE,GROSS,0.04627961975415287,0.017273284186113083,0.029549038128723965,0.04627961975415287,0.02547234901291658
T_REC,U56,A,MaxDD,OOS,M_PAIRWISE,GROSS,0.04627961975415287,0.017273284186113083,0.029549038128723965,0.04627961975415287,0.02547234901291658
T_REC,U56,A,MaxDD,OOS,M_D2,GROSS,0.03691267776974168,0.01338773255831019,0.02688408067783236,0.03691267776974168,0.020629656943608812
T_REC,U56,A,MaxDD,FULL,M_NONE,GROSS,0.11359895039976897,0.06692360294214361,0.05534762797956816,0.11359895039976897,0.042471326862311476
T_REC,U56,A,MaxDD,FULL,M_SUBSAMPLE,GROSS,0.046279619754153,0.02418841841812526,0.02954903812872404,0.046279619754153,0.025472349012916545
T_REC,U56,A,MaxDD,FULL,M_PAIRWISE,GROSS,0.046279619754153,0.02418841841812526,0.02954903812872404,0.046279619754153,0.025472349012916545
T_REC,U56,A,MaxDD,FULL,M_D2,GROSS,0.03691267776974171,0.02253300238521266,0.026884080677832413,0.03691267776974171,0.02062965694360876
T_REC,U56,A,Vol,IS,M_NONE,GROSS,0.07399711156022035,0.0628546051429468,0.008788784901751098,0.07399711156022035,0.009361870424399982
T_REC,U56,A,Vol,IS,M_SUBSAMPLE,GROSS,0.030146775112242185,0.02255574299428706,0.004658327912030617,0.030146775112242185,0.005259619581625556
T_REC,U56,A,Vol,IS,M_PAIRWISE,GROSS,0.030146775112242185,0.02255574299428706,0.004658327912030617,0.030146775112242185,0.005259619581625556
T_REC,U56,A,Vol,IS,M_D2,GROSS,0.02404451383839193,0.02116298144963943,0.004268988771226389,0.02404451383839193,0.004547354402936529
T_REC,U56,A,Vol,OOS,M_NONE,GROSS,0.087108816498188,0.0632989779111153,0.011846720260194454,0.087108816498188,0.006731660142325735
T_REC,U56,A,Vol,OOS,M_SUBSAMPLE,GROSS,0.03548814473542916,0.02277114706206379,0.006268954905749811,0.03548814473542916,0.0034468696291920045
T_REC,U56,A,Vol,OOS,M_PAIRWISE,GROSS,0.03548814473542916,0.02277114706206379,0.006268954905749811,0.03548814473542916,0.0034468696291920045
T_REC,U56,A,Vol,OOS,M_D2,GROSS,0.02830501217648322,0.021312600600504945,0.005754323985850865,0.02830501217648322,0.0032697786873331137
T_REC,U56,A,Vol,FULL,M_NONE,GROSS,0.08145293006815504,0.062992777148511,0.009979191873837612,0.08145293006815504,0.006189531570753942
T_REC,U56,A,Vol,FULL,M_SUBSAMPLE,GROSS,0.03318407536089254,0.022631010283381128,0.0050785220505796995,0.03318407536089254,0.0031611257915868294
T_REC,U56,A,Vol,FULL,M_PAIRWISE,GROSS,0.03318407536089254,0.022631010283381128,0.0050785220505796995,0.03318407536089254,0.0031611257915868294
T_REC,U56,A,Vol,FULL,M_D2,GROSS,0.02646719666358139,0.021209503603170813,0.0048472068131782875,0.02646719666358139,0.0030064498187269573
T_REC,U56,A,Calmar,IS,M_NONE,H,0.35056166820903745,0.318095554376844,0.35056166820903745,0.026541950922013058,0.22094187470474957
T_REC,U56,A,Calmar,IS,M_SUBSAMPLE,H,0.18522402246320033,0.12030734257184474,0.18522402246320033,0.01081771914952576,0.13043028103209833
