panel,dial,rung,L,arms,pick_S,pick_C,same,dOOS_Sharpe,dOOS_CAGR_pp,S_OOS_Sharpe,C_OOS_Sharpe,spy_oos,v2_oos,S_p4a,S_p4b,C_p4a,C_p4b
B136,cadence,10,3,3,1.0,252.0,False,-0.21908914609834118,1.3973818286799888,1.145163679604499,0.9260745335061579,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,cadence,10,4,4,10.0,42.0,False,-0.02662864448269353,0.10470890206901728,1.1681724718770323,1.1415438273943388,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,cadence,10,6,6,3.0,126.0,False,-0.19243560095718726,1.0954936363158696,1.1354684940359348,0.9430328930787475,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,cadence,10,8,8,3.0,126.0,False,-0.19243560095718726,1.0954936363158696,1.1354684940359348,0.9430328930787475,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,cadence,10,12,12,189.0,189.0,True,0.0,0.0,0.9055998257206925,0.9055998257206925,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,cadence,25,3,3,21.0,252.0,False,-0.13816212454965338,1.33714076434297,1.0584057294248725,0.9202436048752192,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,cadence,25,4,4,10.0,252.0,False,-0.21087368409638252,1.0398429108981366,1.1311172889716017,0.9202436048752192,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,cadence,25,6,6,126.0,126.0,True,0.0,0.0,0.9333601412939421,0.9333601412939421,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,cadence,25,8,8,126.0,126.0,True,0.0,0.0,0.9333601412939421,0.9333601412939421,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,cadence,25,12,12,189.0,189.0,True,0.0,0.0,0.8982768787384708,0.8982768787384708,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,gross,10,3,3,1.0,1.0,True,0.0,0.0,1.1174115114630112,1.1174115114630112,0.8820239235972316,1.1185082795688428,False,True,False,True
B136,gross,10,4,4,1.0,1.0,True,0.0,0.0,1.1174115114630112,1.1174115114630112,0.8820239235972316,1.1185082795688428,False,True,False,True
B136,gross,10,6,6,1.0,1.0,True,0.0,0.0,1.1174115114630112,1.1174115114630112,0.8820239235972316,1.1185082795688428,False,True,False,True
B136,gross,10,8,8,1.0,1.0,True,0.0,0.0,1.1174115114630112,1.1174115114630112,0.8820239235972316,1.1185082795688428,False,True,False,True
B136,gross,10,12,12,1.0,1.0,True,0.0,0.0,1.1174115114630112,1.1174115114630112,0.8820239235972316,1.1185082795688428,False,True,False,True
B136,gross,25,3,3,1.0,1.0,True,0.0,0.0,1.0731857152180366,1.0731857152180366,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,gross,25,4,4,1.0,1.0,True,0.0,0.0,1.0731857152180366,1.0731857152180366,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,gross,25,6,6,1.0,1.0,True,0.0,0.0,1.0731857152180366,1.0731857152180366,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,gross,25,8,8,1.0,1.0,True,0.0,0.0,1.0731857152180366,1.0731857152180366,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,gross,25,12,12,1.0,1.0,True,0.0,0.0,1.0731857152180366,1.0731857152180366,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,n,10,3,3,3.0,3.0,True,0.0,0.0,0.7717544587047716,0.7717544587047716,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,n,10,4,4,3.0,3.0,True,0.0,0.0,0.7717544587047716,0.7717544587047716,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,n,10,6,6,8.0,3.0,False,-0.1098419268805777,1.504331431964956,0.8815963855853493,0.7717544587047716,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,n,10,8,8,10.0,3.0,False,-0.0741666689949485,3.7294966427909193,0.84592112769972,0.7717544587047716,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,n,10,12,12,10.0,3.0,False,-0.0741666689949485,3.7294966427909193,0.84592112769972,0.7717544587047716,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,n,25,3,3,3.0,3.0,True,0.0,0.0,0.6599764218541386,0.6599764218541386,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,n,25,4,4,3.0,3.0,True,0.0,0.0,0.6599764218541386,0.6599764218541386,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,n,25,6,6,8.0,3.0,False,-0.10581360229910208,0.6513671216929584,0.7657900241532407,0.6599764218541386,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,n,25,8,8,10.0,3.0,False,-0.06454846316718188,2.717256647799693,0.7245248850213205,0.6599764218541386,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,n,25,12,12,10.0,3.0,False,-0.06454846316718188,2.717256647799693,0.7245248850213205,0.6599764218541386,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,trim,10,3,3,0.11,0.11,True,0.0,0.0,1.0875321311684438,1.0875321311684438,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,trim,10,4,4,0.11,0.11,True,0.0,0.0,1.0875321311684438,1.0875321311684438,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,trim,10,6,6,0.09,0.11,False,-0.005009865415988246,0.017425966293571626,1.092541996584432,1.0875321311684438,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,trim,10,8,8,0.09,0.11,False,-0.005009865415988246,0.017425966293571626,1.092541996584432,1.0875321311684438,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,trim,10,12,12,0.09,0.11,False,-0.005009865415988246,0.017425966293571626,1.092541996584432,1.0875321311684438,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,trim,25,3,3,0.11,0.11,True,0.0,0.0,1.0648405483128074,1.0648405483128074,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,trim,25,4,4,0.11,0.11,True,0.0,0.0,1.0648405483128074,1.0648405483128074,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,trim,25,6,6,0.09,0.11,False,-0.0027905551761600034,0.0346590949770631,1.0676311034889674,1.0648405483128074,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,trim,25,8,8,0.09,0.11,False,-0.0027905551761600034,0.0346590949770631,1.0676311034889674,1.0648405483128074,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,trim,25,12,12,0.09,0.11,False,-0.0027905551761600034,0.0346590949770631,1.0676311034889674,1.0648405483128074,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,volgate,10,3,3,1.0,1.0,True,0.0,0.0,1.1124078552288408,1.1124078552288408,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,volgate,10,4,4,1.0,1.0,True,0.0,0.0,1.1124078552288408,1.1124078552288408,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,volgate,10,6,6,1.0,1.0,True,0.0,0.0,1.1124078552288408,1.1124078552288408,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,volgate,10,8,8,1.0,1.0,True,0.0,0.0,1.1124078552288408,1.1124078552288408,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,volgate,10,12,12,1.0,1.0,True,0.0,0.0,1.1124078552288408,1.1124078552288408,0.8820239235972316,1.1185082795688428,False,False,False,False
B136,volgate,25,3,3,1.0,1.0,True,0.0,0.0,1.0672034514971451,1.0672034514971451,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,volgate,25,4,4,1.0,1.0,True,0.0,0.0,1.0672034514971451,1.0672034514971451,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,volgate,25,6,6,1.0,1.0,True,0.0,0.0,1.0672034514971451,1.0672034514971451,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,volgate,25,8,8,1.0,1.0,True,0.0,0.0,1.0672034514971451,1.0672034514971451,0.8820239235972316,1.0740236940215926,False,False,False,False
B136,volgate,25,12,12,1.0,1.0,True,0.0,0.0,1.0672034514971451,1.0672034514971451,0.8820239235972316,1.0740236940215926,False,False,False,False
SMALL439,cadence,10,3,3,21.0,21.0,True,0.0,0.0,0.6120406787503437,0.6120406787503437,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,cadence,10,4,4,42.0,42.0,True,0.0,0.0,0.6569088924639224,0.6569088924639224,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,cadence,10,6,6,126.0,126.0,True,0.0,0.0,0.455132474340408,0.455132474340408,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,cadence,10,8,8,126.0,126.0,True,0.0,0.0,0.455132474340408,0.455132474340408,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,cadence,10,12,12,126.0,126.0,True,0.0,0.0,0.455132474340408,0.455132474340408,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,cadence,25,3,3,21.0,252.0,False,-0.057204652881090556,0.4352207431135513,0.577292921754525,0.5200882688734344,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,cadence,25,4,4,42.0,42.0,True,0.0,0.0,0.6319692716555633,0.6319692716555633,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,cadence,25,6,6,126.0,126.0,True,0.0,0.0,0.4424117147377472,0.4424117147377472,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,cadence,25,8,8,126.0,126.0,True,0.0,0.0,0.4424117147377472,0.4424117147377472,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,cadence,25,12,12,126.0,126.0,True,0.0,0.0,0.4424117147377472,0.4424117147377472,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,gross,10,3,3,1.0,1.0,True,0.0,0.0,0.5656835932323707,0.5656835932323707,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,gross,10,4,4,1.0,1.0,True,0.0,0.0,0.5656835932323707,0.5656835932323707,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,gross,10,6,6,1.0,1.0,True,0.0,0.0,0.5656835932323707,0.5656835932323707,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,gross,10,8,8,1.0,1.0,True,0.0,0.0,0.5656835932323707,0.5656835932323707,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,gross,10,12,12,1.0,1.0,True,0.0,0.0,0.5656835932323707,0.5656835932323707,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,gross,25,3,3,1.0,1.0,True,0.0,0.0,0.5049703593794934,0.5049703593794934,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,gross,25,4,4,1.0,1.0,True,0.0,0.0,0.5049703593794934,0.5049703593794934,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,gross,25,6,6,1.0,1.0,True,0.0,0.0,0.5049703593794934,0.5049703593794934,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,gross,25,8,8,1.0,1.0,True,0.0,0.0,0.5049703593794934,0.5049703593794934,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,gross,25,12,12,1.0,1.0,True,0.0,0.0,0.5049703593794934,0.5049703593794934,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,n,10,3,3,20.0,20.0,True,0.0,0.0,0.7950891003859559,0.7950891003859559,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,n,10,4,4,12.0,12.0,True,0.0,0.0,0.7147186761537502,0.7147186761537502,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,n,10,6,6,12.0,12.0,True,0.0,0.0,0.7147186761537502,0.7147186761537502,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,n,10,8,8,15.0,15.0,True,0.0,0.0,0.7744315839223259,0.7744315839223259,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,n,10,12,12,15.0,15.0,True,0.0,0.0,0.7744315839223259,0.7744315839223259,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,n,25,3,3,20.0,20.0,True,0.0,0.0,0.6812090065942723,0.6812090065942723,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,n,25,4,4,12.0,12.0,True,0.0,0.0,0.6067596932184584,0.6067596932184584,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,n,25,6,6,12.0,12.0,True,0.0,0.0,0.6067596932184584,0.6067596932184584,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,n,25,8,8,15.0,15.0,True,0.0,0.0,0.6679834847960536,0.6679834847960536,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,n,25,12,12,15.0,15.0,True,0.0,0.0,0.6679834847960536,0.6679834847960536,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,trim,10,3,3,0.11,0.11,True,0.0,0.0,0.6427741410552967,0.6427741410552967,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,trim,10,4,4,0.11,0.11,True,0.0,0.0,0.6427741410552967,0.6427741410552967,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,trim,10,6,6,0.11,0.11,True,0.0,0.0,0.6427741410552967,0.6427741410552967,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,trim,10,8,8,0.11,0.11,True,0.0,0.0,0.6427741410552967,0.6427741410552967,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,trim,10,12,12,0.11,0.11,True,0.0,0.0,0.6427741410552967,0.6427741410552967,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,trim,25,3,3,0.11,0.11,True,0.0,0.0,0.6067558280350018,0.6067558280350018,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,trim,25,4,4,0.11,0.11,True,0.0,0.0,0.6067558280350018,0.6067558280350018,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,trim,25,6,6,0.11,0.11,True,0.0,0.0,0.6067558280350018,0.6067558280350018,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,trim,25,8,8,0.11,0.11,True,0.0,0.0,0.6067558280350018,0.6067558280350018,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,trim,25,12,12,0.11,0.11,True,0.0,0.0,0.6067558280350018,0.6067558280350018,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,volgate,10,3,3,1.0,1.0,True,0.0,0.0,0.4364421972202148,0.4364421972202148,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,volgate,10,4,4,1.0,1.0,True,0.0,0.0,0.4364421972202148,0.4364421972202148,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,volgate,10,6,6,0.85,0.85,True,0.0,0.0,0.3937051269094983,0.3937051269094983,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,volgate,10,8,8,0.42,0.85,False,0.3150566509244592,2.0674319594193857,0.0786484759850391,0.3937051269094983,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,volgate,10,12,12,0.42,0.93,False,0.3367352142710057,2.2802172301650714,0.0786484759850391,0.4153836902560448,0.8820107009842559,0.5680478246931873,False,False,False,False
SMALL439,volgate,25,3,3,1.0,1.0,True,0.0,0.0,0.3670966609258074,0.3670966609258074,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,volgate,25,4,4,1.0,1.0,True,0.0,0.0,0.3670966609258074,0.3670966609258074,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,volgate,25,6,6,0.85,0.85,True,0.0,0.0,0.31875899718990836,0.31875899718990836,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,volgate,25,8,8,0.85,0.85,True,0.0,0.0,0.31875899718990836,0.31875899718990836,0.8820107009842559,0.5072384570086396,False,False,False,False
SMALL439,volgate,25,12,12,0.85,0.93,False,0.024732426080573855,0.21575717875188527,0.31875899718990836,0.3434914232704822,0.8820107009842559,0.5072384570086396,False,False,False,False
U56,cadence,10,3,3,21.0,21.0,True,0.0,0.0,1.2445646104730206,1.2445646104730206,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,cadence,10,4,4,10.0,42.0,False,-0.01550399904874622,0.24942659556497215,1.2901903934821717,1.2746863944334255,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,cadence,10,6,6,3.0,42.0,False,-0.0018611530562029355,0.7138161568185808,1.2765475474896284,1.2746863944334255,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,cadence,10,8,8,5.0,21.0,False,-0.03962652689125967,0.04901966294135196,1.2841911373642803,1.2445646104730206,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,cadence,10,12,12,189.0,189.0,True,0.0,0.0,0.9583773543232236,0.9583773543232236,0.8757783801289708,1.2788365375971418,False,False,False,False
