panel,dial,rung,L,arms,pick_S,pick_C,same,dOOS_Sharpe,dOOS_CAGR_pp,S_OOS_Sharpe,C_OOS_Sharpe,spy_oos,v2_oos,S_p4a,S_p4b,C_p4a,C_p4b
U56,cadence,25,3,3,21.0,21.0,True,0.0,0.0,1.2203274180607089,1.2203274180607089,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,cadence,25,4,4,42.0,42.0,True,0.0,0.0,1.2561879028742386,1.2561879028742386,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,cadence,25,6,6,3.0,42.0,False,0.021296671827059077,0.8824153998554296,1.2348912310471796,1.2561879028742386,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,cadence,25,8,8,21.0,21.0,True,0.0,0.0,1.2203274180607089,1.2203274180607089,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,cadence,25,12,12,189.0,189.0,True,0.0,0.0,0.9511725005558126,0.9511725005558126,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,gross,10,3,3,1.0,1.0,True,0.0,0.0,1.278130070073234,1.278130070073234,0.8757783801289708,1.2788365375971418,False,True,False,True
U56,gross,10,4,4,1.0,1.0,True,0.0,0.0,1.278130070073234,1.278130070073234,0.8757783801289708,1.2788365375971418,False,True,False,True
U56,gross,10,6,6,1.0,1.0,True,0.0,0.0,1.278130070073234,1.278130070073234,0.8757783801289708,1.2788365375971418,False,True,False,True
U56,gross,10,8,8,1.0,1.0,True,0.0,0.0,1.278130070073234,1.278130070073234,0.8757783801289708,1.2788365375971418,False,True,False,True
U56,gross,10,12,12,1.0,1.0,True,0.0,0.0,1.278130070073234,1.278130070073234,0.8757783801289708,1.2788365375971418,False,True,False,True
U56,gross,25,3,3,1.0,1.0,True,0.0,0.0,1.2414728105522923,1.2414728105522923,0.8757783801289708,1.2419798947110108,False,True,False,True
U56,gross,25,4,4,1.0,1.0,True,0.0,0.0,1.2414728105522923,1.2414728105522923,0.8757783801289708,1.2419798947110108,False,True,False,True
U56,gross,25,6,6,1.0,1.0,True,0.0,0.0,1.2414728105522923,1.2414728105522923,0.8757783801289708,1.2419798947110108,False,True,False,True
U56,gross,25,8,8,1.0,1.0,True,0.0,0.0,1.2414728105522923,1.2414728105522923,0.8757783801289708,1.2419798947110108,False,True,False,True
U56,gross,25,12,12,1.0,1.0,True,0.0,0.0,1.2414728105522923,1.2414728105522923,0.8757783801289708,1.2419798947110108,False,True,False,True
U56,n,10,3,3,3.0,3.0,True,0.0,0.0,1.0214307451090523,1.0214307451090523,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,n,10,4,4,3.0,3.0,True,0.0,0.0,1.0214307451090523,1.0214307451090523,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,n,10,6,6,3.0,3.0,True,0.0,0.0,1.0214307451090523,1.0214307451090523,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,n,10,8,8,3.0,3.0,True,0.0,0.0,1.0214307451090523,1.0214307451090523,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,n,10,12,12,3.0,3.0,True,0.0,0.0,1.0214307451090523,1.0214307451090523,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,n,25,3,3,3.0,3.0,True,0.0,0.0,0.9260854784326163,0.9260854784326163,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,n,25,4,4,3.0,3.0,True,0.0,0.0,0.9260854784326163,0.9260854784326163,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,n,25,6,6,3.0,3.0,True,0.0,0.0,0.9260854784326163,0.9260854784326163,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,n,25,8,8,3.0,3.0,True,0.0,0.0,0.9260854784326163,0.9260854784326163,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,n,25,12,12,3.0,3.0,True,0.0,0.0,0.9260854784326163,0.9260854784326163,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,trim,10,3,3,0.11,0.11,True,0.0,0.0,1.168957232206572,1.168957232206572,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,trim,10,4,4,0.11,0.11,True,0.0,0.0,1.168957232206572,1.168957232206572,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,trim,10,6,6,0.09,0.11,False,0.02380456735656522,0.11178811002383604,1.1451526648500068,1.168957232206572,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,trim,10,8,8,0.09,0.11,False,0.02380456735656522,0.11178811002383604,1.1451526648500068,1.168957232206572,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,trim,10,12,12,0.1,0.1,True,0.0,0.0,1.197618386408056,1.197618386408056,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,trim,25,3,3,0.11,0.11,True,0.0,0.0,1.1487537760198265,1.1487537760198265,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,trim,25,4,4,0.11,0.11,True,0.0,0.0,1.1487537760198265,1.1487537760198265,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,trim,25,6,6,0.09,0.11,False,0.025700780547990743,0.12880146924061364,1.1230529954718358,1.1487537760198265,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,trim,25,8,8,0.09,0.11,False,0.025700780547990743,0.12880146924061364,1.1230529954718358,1.1487537760198265,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,trim,25,12,12,0.1,0.1,True,0.0,0.0,1.176499480365368,1.176499480365368,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,volgate,10,3,3,1.0,1.0,True,0.0,0.0,1.2666290016455057,1.2666290016455057,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,volgate,10,4,4,1.0,1.0,True,0.0,0.0,1.2666290016455057,1.2666290016455057,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,volgate,10,6,6,1.0,1.0,True,0.0,0.0,1.2666290016455057,1.2666290016455057,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,volgate,10,8,8,1.0,1.0,True,0.0,0.0,1.2666290016455057,1.2666290016455057,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,volgate,10,12,12,1.0,1.0,True,0.0,0.0,1.2666290016455057,1.2666290016455057,0.8757783801289708,1.2788365375971418,False,False,False,False
U56,volgate,25,3,3,1.0,1.0,True,0.0,0.0,1.2284078226726394,1.2284078226726394,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,volgate,25,4,4,1.0,1.0,True,0.0,0.0,1.2284078226726394,1.2284078226726394,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,volgate,25,6,6,1.0,1.0,True,0.0,0.0,1.2284078226726394,1.2284078226726394,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,volgate,25,8,8,1.0,1.0,True,0.0,0.0,1.2284078226726394,1.2284078226726394,0.8757783801289708,1.2419798947110108,False,False,False,False
U56,volgate,25,12,12,1.0,1.0,True,0.0,0.0,1.2284078226726394,1.2284078226726394,0.8757783801289708,1.2419798947110108,False,False,False,False
