panel,cadence,cost_bps,phi,book,gross,cal,f_bp,bill_yr_bp,flat_bill_yr_bp,bill_ratio
U56,W,0.0,0.5,CAP2,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAP0.030,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAP0.030,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAP0.030,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAP0.030,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAND,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAND,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAND,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.5,CAND,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.015,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.015,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.015,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.015,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP2,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP2,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP2,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP2,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.030,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.030,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.030,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAP0.030,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAND,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAND,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAND,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,0.75,CAND,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.015,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.015,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.015,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.015,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP2,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP2,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP2,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP2,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.030,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.030,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.030,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAP0.030,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAND,0.75,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAND,0.75,PANEL,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAND,1.0,SELF,0.0,0.0,0.0,1.0
U56,W,0.0,1.0,CAND,1.0,PANEL,0.0,0.0,0.0,1.0
U56,W,10.0,0.0,CAP0.015,0.75,SELF,0.0,30.00428784838239,30.00428784838239,1.0
U56,W,10.0,0.0,CAP0.015,0.75,PANEL,0.0,30.00428784838239,30.00428784838239,1.0
U56,W,10.0,0.0,CAP0.015,1.0,SELF,0.0,30.16150105364963,30.16150105364963,1.0
U56,W,10.0,0.0,CAP0.015,1.0,PANEL,0.0,30.16150105364963,30.16150105364963,1.0
U56,W,10.0,0.0,CAP2,0.75,SELF,0.0,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.0,CAP2,0.75,PANEL,0.0,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.0,CAP2,1.0,SELF,0.0,39.918738682526254,39.91873868252624,1.0000000000000002
U56,W,10.0,0.0,CAP2,1.0,PANEL,0.0,39.918738682526254,39.91873868252624,1.0000000000000002
U56,W,10.0,0.0,CAP0.030,0.75,SELF,0.0,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,0.0,CAP0.030,0.75,PANEL,0.0,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,0.0,CAP0.030,1.0,SELF,0.0,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,0.0,CAP0.030,1.0,PANEL,0.0,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,0.0,CAND,0.75,SELF,0.0,43.9457281063272,43.945728106327195,1.0000000000000002
U56,W,10.0,0.0,CAND,0.75,PANEL,0.0,43.9457281063272,43.945728106327195,1.0000000000000002
U56,W,10.0,0.0,CAND,1.0,SELF,0.0,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,0.0,CAND,1.0,PANEL,0.0,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,0.25,CAP0.015,0.75,SELF,0.003637995212300542,30.00428784838239,30.00428784838239,1.0
U56,W,10.0,0.25,CAP0.015,0.75,PANEL,0.004251460464667815,31.269173241494858,30.00428784838239,1.0421568210351864
U56,W,10.0,0.25,CAP0.015,1.0,SELF,0.003657057184074802,30.16150105364963,30.16150105364963,1.0
U56,W,10.0,0.25,CAP0.015,1.0,PANEL,0.004251460464667815,31.387083145445285,30.16150105364963,1.0406339886604337
U56,W,10.0,0.25,CAP2,0.75,SELF,0.004251460464667815,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.25,CAP2,0.75,PANEL,0.004251460464667815,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.25,CAP2,1.0,SELF,0.004841044932228074,39.91873868252624,39.91873868252624,1.0
U56,W,10.0,0.25,CAP2,1.0,PANEL,0.004251460464667815,38.70332606906687,39.91873868252624,0.969552830235305
U56,W,10.0,0.25,CAP0.030,0.75,SELF,0.004806087399843527,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,0.25,CAP0.030,0.75,PANEL,0.004251460464667815,38.494534776465805,39.63810322834365,0.9711497685625854
U56,W,10.0,0.25,CAP0.030,1.0,SELF,0.005765915722312486,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,0.25,CAP0.030,1.0,PANEL,0.004251460464667815,44.34623544804471,47.462841430927284,0.9343358743614586
U56,W,10.0,0.25,CAND,0.75,SELF,0.005328383371728615,43.945728106327195,43.945728106327195,1.0
U56,W,10.0,0.25,CAND,0.75,PANEL,0.004251460464667815,41.725253434953466,43.945728106327195,0.949472343113732
U56,W,10.0,0.25,CAND,1.0,SELF,0.006906646556236132,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,0.25,CAND,1.0,PANEL,0.004251460464667815,51.332220193274665,56.79032812388822,0.9038901849852551
U56,W,10.0,0.5,CAP0.015,0.75,SELF,0.007275990424601084,30.004287848382386,30.00428784838239,0.9999999999999999
U56,W,10.0,0.5,CAP0.015,0.75,PANEL,0.00850292092933563,32.53405863460733,30.00428784838239,1.0843136420703725
U56,W,10.0,0.5,CAP0.015,1.0,SELF,0.007314114368149604,30.161501053649623,30.16150105364963,0.9999999999999999
U56,W,10.0,0.5,CAP0.015,1.0,PANEL,0.00850292092933563,32.61266523724095,30.16150105364963,1.0812679773208675
U56,W,10.0,0.5,CAP2,0.75,SELF,0.00850292092933563,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.5,CAP2,0.75,PANEL,0.00850292092933563,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,0.5,CAP2,1.0,SELF,0.009682089864456149,39.918738682526254,39.91873868252624,1.0000000000000002
U56,W,10.0,0.5,CAP2,1.0,PANEL,0.00850292092933563,37.48791345560749,39.91873868252624,0.93910566047061
U56,W,10.0,0.5,CAP0.030,0.75,SELF,0.009612174799687054,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,0.5,CAP0.030,0.75,PANEL,0.00850292092933563,37.35096632458796,39.63810322834365,0.9422995371251708
U56,W,10.0,0.5,CAP0.030,1.0,SELF,0.011531831444624972,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,0.5,CAP0.030,1.0,PANEL,0.00850292092933563,41.229629465162134,47.462841430927284,0.8686717487229173
U56,W,10.0,0.5,CAND,0.75,SELF,0.01065676674345723,43.945728106327195,43.945728106327195,1.0
U56,W,10.0,0.5,CAND,0.75,PANEL,0.00850292092933563,39.50477876357972,43.945728106327195,0.8989446862274636
U56,W,10.0,0.5,CAND,1.0,SELF,0.013813293112472263,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,0.5,CAND,1.0,PANEL,0.00850292092933563,45.87411226266111,56.79032812388822,0.8077803699705103
U56,W,10.0,0.75,CAP0.015,0.75,SELF,0.010913985636901625,30.00428784838239,30.00428784838239,1.0
U56,W,10.0,0.75,CAP0.015,0.75,PANEL,0.012754381394003443,33.79894402771979,30.00428784838239,1.1264704631055587
U56,W,10.0,0.75,CAP0.015,1.0,SELF,0.010971171552224407,30.161501053649634,30.16150105364963,1.0000000000000002
U56,W,10.0,0.75,CAP0.015,1.0,PANEL,0.012754381394003443,33.838247329036605,30.16150105364963,1.1219019659813012
U56,W,10.0,0.75,CAP2,0.75,SELF,0.012754381394003443,35.063829420832256,35.06382942083226,0.9999999999999999
U56,W,10.0,0.75,CAP2,0.75,PANEL,0.012754381394003443,35.063829420832256,35.06382942083226,0.9999999999999999
U56,W,10.0,0.75,CAP2,1.0,SELF,0.014523134796684224,39.918738682526254,39.91873868252624,1.0000000000000002
U56,W,10.0,0.75,CAP2,1.0,PANEL,0.012754381394003443,36.27250084214811,39.91873868252624,0.9086584907059148
U56,W,10.0,0.75,CAP0.030,0.75,SELF,0.01441826219953058,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,0.75,CAP0.030,0.75,PANEL,0.012754381394003443,36.207397872710104,39.63810322834365,0.9134493056877558
U56,W,10.0,0.75,CAP0.030,1.0,SELF,0.017297747166937456,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,0.75,CAP0.030,1.0,PANEL,0.012754381394003443,38.11302348227956,47.462841430927284,0.8030076230843759
U56,W,10.0,0.75,CAND,0.75,SELF,0.015985150115185847,43.945728106327195,43.945728106327195,1.0
U56,W,10.0,0.75,CAND,0.75,PANEL,0.012754381394003443,37.28430409220599,43.945728106327195,0.8484170293411954
U56,W,10.0,0.75,CAND,1.0,SELF,0.020719939668708397,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,0.75,CAND,1.0,PANEL,0.012754381394003443,40.41600433204754,56.79032812388822,0.7116705549557654
U56,W,10.0,1.0,CAP0.015,0.75,SELF,0.014551980849202168,30.00428784838239,30.00428784838239,1.0
U56,W,10.0,1.0,CAP0.015,0.75,PANEL,0.01700584185867126,35.06382942083226,30.00428784838239,1.1686272841407448
U56,W,10.0,1.0,CAP0.015,1.0,SELF,0.014628228736299207,30.161501053649634,30.16150105364963,1.0000000000000002
U56,W,10.0,1.0,CAP0.015,1.0,PANEL,0.01700584185867126,35.06382942083226,30.16150105364963,1.1625359546417349
U56,W,10.0,1.0,CAP2,0.75,SELF,0.01700584185867126,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,1.0,CAP2,0.75,PANEL,0.01700584185867126,35.06382942083226,35.06382942083226,1.0
U56,W,10.0,1.0,CAP2,1.0,SELF,0.019364179728912297,39.91873868252624,39.91873868252624,1.0
U56,W,10.0,1.0,CAP2,1.0,PANEL,0.01700584185867126,35.057088228688734,39.91873868252624,0.8782113209412197
U56,W,10.0,1.0,CAP0.030,0.75,SELF,0.019224349599374108,39.63810322834365,39.63810322834365,1.0
U56,W,10.0,1.0,CAP0.030,0.75,PANEL,0.01700584185867126,35.06382942083226,39.63810322834365,0.8845990742503415
U56,W,10.0,1.0,CAP0.030,1.0,SELF,0.023063662889249943,47.462841430927284,47.462841430927284,1.0
U56,W,10.0,1.0,CAP0.030,1.0,PANEL,0.01700584185867126,34.99641749939699,47.462841430927284,0.7373434974458347
U56,W,10.0,1.0,CAND,0.75,SELF,0.02131353348691446,43.94572810632718,43.945728106327195,0.9999999999999998
U56,W,10.0,1.0,CAND,0.75,PANEL,0.01700584185867126,35.06382942083226,43.945728106327195,0.7978893724549273
U56,W,10.0,1.0,CAND,1.0,SELF,0.027626586224944526,56.79032812388822,56.79032812388822,1.0
U56,W,10.0,1.0,CAND,1.0,PANEL,0.01700584185867126,34.95789640143398,56.79032812388822,0.6155607399410205
U56,W,25.0,0.0,CAP0.015,0.75,SELF,0.0,75.01071962095595,75.01071962095597,0.9999999999999998
U56,W,25.0,0.0,CAP0.015,0.75,PANEL,0.0,75.01071962095595,75.01071962095597,0.9999999999999998
U56,W,25.0,0.0,CAP0.015,1.0,SELF,0.0,75.40375263412406,75.40375263412406,1.0
U56,W,25.0,0.0,CAP0.015,1.0,PANEL,0.0,75.40375263412406,75.40375263412406,1.0
U56,W,25.0,0.0,CAP2,0.75,SELF,0.0,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,0.0,CAP2,0.75,PANEL,0.0,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,0.0,CAP2,1.0,SELF,0.0,99.79684670631562,99.79684670631562,1.0
U56,W,25.0,0.0,CAP2,1.0,PANEL,0.0,99.79684670631562,99.79684670631562,1.0
U56,W,25.0,0.0,CAP0.030,0.75,SELF,0.0,99.09525807085913,99.09525807085913,1.0
U56,W,25.0,0.0,CAP0.030,0.75,PANEL,0.0,99.09525807085913,99.09525807085913,1.0
U56,W,25.0,0.0,CAP0.030,1.0,SELF,0.0,118.65710357731821,118.65710357731821,1.0
U56,W,25.0,0.0,CAP0.030,1.0,PANEL,0.0,118.65710357731821,118.65710357731821,1.0
U56,W,25.0,0.0,CAND,0.75,SELF,0.0,109.86432026581798,109.86432026581797,1.0000000000000002
U56,W,25.0,0.0,CAND,0.75,PANEL,0.0,109.86432026581798,109.86432026581797,1.0000000000000002
U56,W,25.0,0.0,CAND,1.0,SELF,0.0,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,0.0,CAND,1.0,PANEL,0.0,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,0.25,CAP0.015,0.75,SELF,0.009094988030751355,75.01071962095595,75.01071962095597,0.9999999999999998
U56,W,25.0,0.25,CAP0.015,0.75,PANEL,0.010628651161669535,78.17293310373712,75.01071962095597,1.042156821035186
U56,W,25.0,0.25,CAP0.015,1.0,SELF,0.009142642960187004,75.40375263412405,75.40375263412406,0.9999999999999998
U56,W,25.0,0.25,CAP0.015,1.0,PANEL,0.010628651161669535,78.46770786361321,75.40375263412406,1.0406339886604337
U56,W,25.0,0.25,CAP2,0.75,SELF,0.010628651161669535,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,0.25,CAP2,0.75,PANEL,0.010628651161669535,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,0.25,CAP2,1.0,SELF,0.012102612330570186,99.79684670631559,99.79684670631562,0.9999999999999999
U56,W,25.0,0.25,CAP2,1.0,PANEL,0.010628651161669535,96.75831517266717,99.79684670631562,0.9695528302353049
U56,W,25.0,0.25,CAP0.030,0.75,SELF,0.012015218499608817,99.0952580708591,99.09525807085913,0.9999999999999999
U56,W,25.0,0.25,CAP0.030,0.75,PANEL,0.010628651161669535,96.23633694116451,99.09525807085913,0.9711497685625853
U56,W,25.0,0.25,CAP0.030,1.0,SELF,0.014414789305781215,118.6571035773182,118.65710357731821,0.9999999999999999
U56,W,25.0,0.25,CAP0.030,1.0,PANEL,0.010628651161669535,110.86558862011178,118.65710357731821,0.9343358743614586
U56,W,25.0,0.25,CAND,0.75,SELF,0.013320958429321537,109.86432026581798,109.86432026581797,1.0000000000000002
U56,W,25.0,0.25,CAND,0.75,PANEL,0.010628651161669535,104.31313358738365,109.86432026581797,0.9494723431137319
U56,W,25.0,0.25,CAND,1.0,SELF,0.01726661639059033,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,0.25,CAND,1.0,PANEL,0.010628651161669535,128.33055048318664,141.97582030972055,0.9038901849852551
U56,W,25.0,0.5,CAP0.015,0.75,SELF,0.01818997606150271,75.01071962095595,75.01071962095597,0.9999999999999998
U56,W,25.0,0.5,CAP0.015,0.75,PANEL,0.02125730232333907,81.3351465865183,75.01071962095597,1.0843136420703723
U56,W,25.0,0.5,CAP0.015,1.0,SELF,0.018285285920374008,75.40375263412405,75.40375263412406,0.9999999999999998
U56,W,25.0,0.5,CAP0.015,1.0,PANEL,0.02125730232333907,81.53166309310235,75.40375263412406,1.0812679773208673
U56,W,25.0,0.5,CAP2,0.75,SELF,0.02125730232333907,87.65957355208066,87.65957355208066,1.0000000000000002
U56,W,25.0,0.5,CAP2,0.75,PANEL,0.02125730232333907,87.65957355208066,87.65957355208066,1.0000000000000002
U56,W,25.0,0.5,CAP2,1.0,SELF,0.024205224661140372,99.79684670631562,99.79684670631562,1.0
U56,W,25.0,0.5,CAP2,1.0,PANEL,0.02125730232333907,93.71978363901871,99.79684670631562,0.9391056604706097
U56,W,25.0,0.5,CAP0.030,0.75,SELF,0.024030436999217634,99.09525807085913,99.09525807085913,1.0
U56,W,25.0,0.5,CAP0.030,0.75,PANEL,0.02125730232333907,93.37741581146989,99.09525807085913,0.9422995371251707
U56,W,25.0,0.5,CAP0.030,1.0,SELF,0.02882957861156243,118.65710357731821,118.65710357731821,1.0
U56,W,25.0,0.5,CAP0.030,1.0,PANEL,0.02125730232333907,103.07407366290533,118.65710357731821,0.8686717487229173
U56,W,25.0,0.5,CAND,0.75,SELF,0.026641916858643075,109.86432026581798,109.86432026581797,1.0000000000000002
U56,W,25.0,0.5,CAND,0.75,PANEL,0.02125730232333907,98.76194690894931,109.86432026581797,0.8989446862274637
U56,W,25.0,0.5,CAND,1.0,SELF,0.03453323278118066,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,0.5,CAND,1.0,PANEL,0.02125730232333907,114.68528065665274,141.97582030972055,0.8077803699705102
U56,W,25.0,0.75,CAP0.015,0.75,SELF,0.027284964092254064,75.01071962095597,75.01071962095597,1.0
U56,W,25.0,0.75,CAP0.015,0.75,PANEL,0.031885953485008604,84.49736006929948,75.01071962095597,1.1264704631055584
U56,W,25.0,0.75,CAP0.015,1.0,SELF,0.02742792888056101,75.40375263412405,75.40375263412406,0.9999999999999998
U56,W,25.0,0.75,CAP0.015,1.0,PANEL,0.031885953485008604,84.59561832259152,75.40375263412406,1.1219019659813012
U56,W,25.0,0.75,CAP2,0.75,SELF,0.031885953485008604,87.65957355208066,87.65957355208066,1.0000000000000002
U56,W,25.0,0.75,CAP2,0.75,PANEL,0.031885953485008604,87.65957355208066,87.65957355208066,1.0000000000000002
U56,W,25.0,0.75,CAP2,1.0,SELF,0.03630783699171056,99.79684670631562,99.79684670631562,1.0
U56,W,25.0,0.75,CAP2,1.0,PANEL,0.031885953485008604,90.68125210537026,99.79684670631562,0.9086584907059146
U56,W,25.0,0.75,CAP0.030,0.75,SELF,0.036045655498826455,99.09525807085913,99.09525807085913,1.0
U56,W,25.0,0.75,CAP0.030,0.75,PANEL,0.031885953485008604,90.51849468177527,99.09525807085913,0.913449305687756
U56,W,25.0,0.75,CAP0.030,1.0,SELF,0.04324436791734364,118.6571035773182,118.65710357731821,0.9999999999999999
U56,W,25.0,0.75,CAP0.030,1.0,PANEL,0.031885953485008604,95.28255870569892,118.65710357731821,0.803007623084376
U56,W,25.0,0.75,CAND,0.75,SELF,0.03996287528796461,109.86432026581798,109.86432026581797,1.0000000000000002
U56,W,25.0,0.75,CAND,0.75,PANEL,0.031885953485008604,93.21076023051499,109.86432026581797,0.8484170293411956
U56,W,25.0,0.75,CAND,1.0,SELF,0.05179984917177099,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,0.75,CAND,1.0,PANEL,0.031885953485008604,101.04001083011885,141.97582030972055,0.7116705549557654
U56,W,25.0,1.0,CAP0.015,0.75,SELF,0.03637995212300542,75.01071962095597,75.01071962095597,1.0
U56,W,25.0,1.0,CAP0.015,0.75,PANEL,0.04251460464667814,87.65957355208066,75.01071962095597,1.1686272841407448
U56,W,25.0,1.0,CAP0.015,1.0,SELF,0.036570571840748016,75.40375263412405,75.40375263412406,0.9999999999999998
U56,W,25.0,1.0,CAP0.015,1.0,PANEL,0.04251460464667814,87.65957355208066,75.40375263412406,1.1625359546417349
U56,W,25.0,1.0,CAP2,0.75,SELF,0.04251460464667814,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,1.0,CAP2,0.75,PANEL,0.04251460464667814,87.65957355208066,87.65957355208066,1.0
U56,W,25.0,1.0,CAP2,1.0,SELF,0.048410449322280745,99.79684670631559,99.79684670631562,0.9999999999999999
U56,W,25.0,1.0,CAP2,1.0,PANEL,0.04251460464667814,87.64272057172184,99.79684670631562,0.8782113209412197
U56,W,25.0,1.0,CAP0.030,0.75,SELF,0.04806087399843527,99.09525807085913,99.09525807085913,1.0
U56,W,25.0,1.0,CAP0.030,0.75,PANEL,0.04251460464667814,87.65957355208066,99.09525807085913,0.8845990742503413
U56,W,25.0,1.0,CAP0.030,1.0,SELF,0.05765915722312486,118.65710357731822,118.65710357731821,1.0000000000000002
U56,W,25.0,1.0,CAP0.030,1.0,PANEL,0.04251460464667814,87.49104374849247,118.65710357731821,0.7373434974458347
U56,W,25.0,1.0,CAND,0.75,SELF,0.05328383371728615,109.86432026581797,109.86432026581797,1.0
U56,W,25.0,1.0,CAND,0.75,PANEL,0.04251460464667814,87.65957355208066,109.86432026581797,0.7978893724549273
U56,W,25.0,1.0,CAND,1.0,SELF,0.06906646556236132,141.97582030972055,141.97582030972055,1.0
U56,W,25.0,1.0,CAND,1.0,PANEL,0.04251460464667814,87.39474100358494,141.97582030972055,0.6155607399410205
U56,W,50.0,0.0,CAP0.015,0.75,SELF,0.0,150.0214392419119,150.02143924191193,0.9999999999999998
U56,W,50.0,0.0,CAP0.015,0.75,PANEL,0.0,150.0214392419119,150.02143924191193,0.9999999999999998
U56,W,50.0,0.0,CAP0.015,1.0,SELF,0.0,150.80750526824812,150.80750526824812,1.0
U56,W,50.0,0.0,CAP0.015,1.0,PANEL,0.0,150.80750526824812,150.80750526824812,1.0
U56,W,50.0,0.0,CAP2,0.75,SELF,0.0,175.31914710416132,175.31914710416132,1.0
U56,W,50.0,0.0,CAP2,0.75,PANEL,0.0,175.31914710416132,175.31914710416132,1.0
U56,W,50.0,0.0,CAP2,1.0,SELF,0.0,199.59369341263124,199.59369341263124,1.0
U56,W,50.0,0.0,CAP2,1.0,PANEL,0.0,199.59369341263124,199.59369341263124,1.0
U56,W,50.0,0.0,CAP0.030,0.75,SELF,0.0,198.19051614171826,198.19051614171826,1.0
U56,W,50.0,0.0,CAP0.030,0.75,PANEL,0.0,198.19051614171826,198.19051614171826,1.0
U56,W,50.0,0.0,CAP0.030,1.0,SELF,0.0,237.31420715463642,237.31420715463642,1.0
U56,W,50.0,0.0,CAP0.030,1.0,PANEL,0.0,237.31420715463642,237.31420715463642,1.0
U56,W,50.0,0.0,CAND,0.75,SELF,0.0,219.72864053163596,219.72864053163593,1.0000000000000002
U56,W,50.0,0.0,CAND,0.75,PANEL,0.0,219.72864053163596,219.72864053163593,1.0000000000000002
U56,W,50.0,0.0,CAND,1.0,SELF,0.0,283.9516406194411,283.9516406194411,1.0
U56,W,50.0,0.0,CAND,1.0,PANEL,0.0,283.9516406194411,283.9516406194411,1.0
U56,W,50.0,0.25,CAP0.015,0.75,SELF,0.01818997606150271,150.0214392419119,150.02143924191193,0.9999999999999998
U56,W,50.0,0.25,CAP0.015,0.75,PANEL,0.02125730232333907,156.34586620747424,150.02143924191193,1.042156821035186
U56,W,50.0,0.25,CAP0.015,1.0,SELF,0.018285285920374008,150.8075052682481,150.80750526824812,0.9999999999999998
U56,W,50.0,0.25,CAP0.015,1.0,PANEL,0.02125730232333907,156.93541572722643,150.80750526824812,1.0406339886604337
