panel,selector,arm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,CAGR,Sharpe,MaxDD,p4a,f4b
U56,ANCHOR,FWD20,0.14453585654383216,1.1306969416161394,-0.1830834869787813,0.12788458697149974,1.0635392242670008,-0.18308348697878107,False,-
U56,EWALL,EWall,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.1040491811310249,1.0490288480160836,-0.15874704847794507,False,CAGR
U56,PICK@0,FWD20_novolcap,0.15764440261888812,1.1199355914680407,-0.21368381262924052,0.14355722828655004,1.1083665984250333,-0.2136838126292403,False,DD
U56,PICK@10,FWD20_novolcap,0.15764440261888812,1.1199355914680407,-0.21368381262924052,0.14355722828655004,1.1083665984250333,-0.2136838126292403,False,DD
U56,RULES v1,-,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.06453053483847215,0.6641804017269177,-0.13827796154480831,,-
U56,SPY,-,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.15228044986566602,0.8890296069344827,-0.3371723528339826,,-
B136,ANCHOR,FWD20,0.12454335283909401,0.8836022780725372,-0.20052048331108296,0.12992958836952506,0.9431848997615343,-0.2005204833110832,True,H2
B136,EWALL,EWall,0.10583657394304091,1.0185476662771331,-0.17687931105226462,0.10716215168162102,1.0261183690583502,-0.17687931105226473,True,-
B136,PICK@0,FWD20_M,0.1641084332685605,1.040825665648853,-0.2610459352657427,0.16614674606903423,1.1091265923130587,-0.26104593526574216,False,DD
B136,PICK@10,FWD20_M,0.1641084332685605,1.040825665648853,-0.2610459352657427,0.16614674606903423,1.1091265923130587,-0.26104593526574216,False,DD
B136,RULES v1,-,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.06385177680442844,0.6349911081998837,-0.21191263611532518,,-
B136,SPY,-,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.15228333786002324,0.8890499106949826,-0.3371595330739301,,-
SMALL439,ANCHOR,FWD20,0.06952666704630439,0.46573138739537995,-0.33479416717597366,0.06404932322062762,0.44991579434596285,-0.334794167175974,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL,EWall,0.03139636424374004,0.29095981782086194,-0.39980691311185323,0.03666279912702519,0.33611343420604756,-0.3998069131118529,False,"H1,H2,OOS,DD,CAGR"
SMALL439,PICK@0,FWDVS20,0.030961051875490586,0.29186897584085436,-0.3534546769918637,0.05197386018258565,0.45435508085484183,-0.3534546769918645,False,"H1,H2,OOS,DD,CAGR"
SMALL439,PICK@10,FWDVS20,0.030961051875490586,0.29186897584085436,-0.3534546769918637,0.05197386018258565,0.45435508085484183,-0.3534546769918645,False,"H1,H2,OOS,DD,CAGR"
SMALL439,RULES v1,-,0.06352093691071903,0.49230650885687877,-0.3612439163986053,0.07414436528284951,0.5646749773759185,-0.3612439163986041,,-
SMALL439,SPY,-,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.1412985547640384,0.8615352658239138,-0.3371723528339826,,-
