claim_set,book,panel,cost_bps,gross,freq,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,spy_Sharpe,spy_CAGR,spy_MaxDD,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,pass4b,pass4a,ann_turn
CORE_W,CAND20,FULL,0.0,0.75,W,0.13976382964353928,1.1512760588609559,-0.18220027327122856,1.1699057942752582,1.1428621002079822,0.15616147038181505,1.2114074022869266,-0.18220027327122867,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,True,True,False,10.457816079665402
CORE_W,CAND20,NOMEGA,0.0,0.75,W,0.07004134923475447,0.7665217463288766,-0.2070389045384633,0.775549676191912,0.7617212250936065,0.07893136392909139,0.8308968861152072,-0.20703890453846419,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,9.10256719971014
CORE_W,CAND20,FULL,10.0,0.75,W,0.1272947407822531,1.0595867666452303,-0.1830833978748886,1.073435234533892,1.0546401116865103,0.1433509071003305,1.1232848839586205,-0.18308339787488837,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,True,True,False,10.457816079665402
CORE_W,CAND20,NOMEGA,10.0,0.75,W,0.0598402868793142,0.6645627038595466,-0.22138185948223743,0.6739711827741605,0.6590297929140982,0.06840391048947847,0.7296872593639735,-0.22138185948223732,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,9.10256719971014
CORE_W,CAND20,FULL,25.0,0.75,W,0.1088398432384754,0.9217003319373287,-0.1844070322536251,0.9283139416812233,0.9219964085288401,0.12439374762822286,0.9907580613862477,-0.1844070322536252,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,True,True,True,True,False,False,10.457816079665402
CORE_W,CAND20,NOMEGA,25.0,0.75,W,0.04471418489713863,0.511412067075367,-0.24242584824679692,0.5213040060829972,0.5048481442003067,0.05279840408875969,0.577682519765894,-0.24242584824679714,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,9.10256719971014
CORE_W,CAND20,FULL,50.0,0.75,W,0.0787335533812108,0.6913793753395103,-0.18661028410947034,0.6858243084829535,0.7004855369236355,0.09347628956822618,0.769355478234267,-0.18661028410947023,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,True,False,False,False,10.457816079665402
CORE_W,CAND20,NOMEGA,50.0,0.75,W,0.01996511024384917,0.2564536245624323,-0.2862762512604884,0.2669815977607008,0.24830529280457567,0.027276879410814026,0.32462874798157104,-0.2862762512604894,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,9.10256719971014
CORE_W,EWELIG,FULL,0.0,0.75,W,0.11265399691489231,1.128100019792783,-0.15769534506473393,1.1554520541366,1.1067273920077922,0.12171352148754289,1.187426559638536,-0.1576953450647337,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,True,True,False,7.866475333586235
CORE_W,EWELIG,NOMEGA,0.0,0.75,W,0.059454762931791416,0.7227044128440744,-0.2033455054312313,0.7692981853778035,0.684491588626236,0.06376623572679452,0.7523488055832488,-0.20334550543123087,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,8.064361352711506
CORE_W,EWELIG,FULL,10.0,0.75,W,0.10356166800306199,1.0449824470869484,-0.158746990312857,1.0736514045034153,1.022189008399874,0.11237410933899694,1.1045205259771187,-0.158746990312857,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,False,False,False,7.866475333586235
CORE_W,EWELIG,NOMEGA,10.0,0.75,W,0.05054595730385225,0.6230130698318945,-0.21774382467515208,0.6697324295681751,0.5843213005200425,0.05465163394726047,0.6534322140817178,-0.2177438246751522,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,8.064361352711506
CORE_W,EWELIG,FULL,25.0,0.75,W,0.0900571623450348,0.9199793787458974,-0.16113531120715907,0.9506518050605633,0.8950334539574073,0.09850516130821751,0.9797822069628238,-0.1611353112071594,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,True,True,True,False,False,False,7.866475333586235
CORE_W,EWELIG,NOMEGA,25.0,0.75,W,0.03731689580686903,0.4732923841220363,-0.23886970216232328,0.5201263195803758,0.43393892634552717,0.041119858346093,0.5048846743383523,-0.2388697021623234,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,8.064361352711506
CORE_W,EWELIG,FULL,50.0,0.75,W,0.06790245500120329,0.7112497507923179,-0.18486424497960352,0.7453147451077635,0.6826786295785895,0.07575924337867224,0.771357172334635,-0.18486424497960185,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,True,False,False,False,7.866475333586235
CORE_W,EWELIG,NOMEGA,50.0,0.75,W,0.015621614713169363,0.22425389576430657,-0.2825751088382005,0.27115378178592353,0.18389625641020593,0.01893568703961601,0.2577609032788035,-0.28257510883820214,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,8.064361352711506
CORE_W,CAND20_NG,FULL,0.0,0.75,W,0.1616414444056684,1.221402891930308,-0.2186692969789108,1.3414942930745624,1.1412261079200845,0.17263711632927503,1.2081453458949134,-0.2186692969789109,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,9.000797449308367
CORE_W,CAND20_NG,NOMEGA,0.0,0.75,W,0.09109967710485378,0.921192865913324,-0.20627353117744707,0.959282715986773,0.8920597788095445,0.09705398880616345,0.9481402234621918,-0.20627353117744707,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,False,False,False,6.459287928511419
CORE_W,CAND20_NG,FULL,10.0,0.75,W,0.15068955320761934,1.148373625854135,-0.21957567710331294,1.2592621820431291,1.074597871293576,0.1616417477829477,1.1409226934155883,-0.21957567710331272,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,9.000797449308367
CORE_W,CAND20_NG,NOMEGA,10.0,0.75,W,0.08372755125751286,0.8534078704296428,-0.20720610242511972,0.8922922020484191,0.8232899247715325,0.08925391955518713,0.879039253380764,-0.20720610242511972,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,True,False,False,False,False,6.459287928511419
CORE_W,CAND20_NG,FULL,25.0,0.75,W,0.1344504223292069,1.0385943617332947,-0.22093382475764478,1.1355814650892917,0.9744750043416559,0.14533715855183438,1.0398861145015201,-0.22093382475764467,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,9.000797449308367
CORE_W,CAND20_NG,NOMEGA,25.0,0.75,W,0.07276017242355093,0.7515984795385138,-0.20860353090506123,0.7916625847397756,0.7200130268478103,0.07765498984317643,0.7752501536766321,-0.208603530905061,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,6.459287928511419
CORE_W,CAND20_NG,FULL,50.0,0.75,W,0.10788091797425925,0.8551981597194702,-0.22319361414257177,0.9288456353101623,0.8072695802177773,0.11865795795386447,0.8711034839817478,-0.22319361414257188,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,True,False,False,9.000797449308367
CORE_W,CAND20_NG,NOMEGA,50.0,0.75,W,0.05472079226691595,0.5817428600113722,-0.21255752541113992,0.623742644101455,0.5477372574101209,0.05859021493734984,0.602084589013878,-0.21255752541113926,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,6.459287928511419
CORE_W,EWALL,FULL,0.0,0.75,W,0.13300882068388464,1.1268694376372532,-0.22511392615481018,1.2035884053931036,1.0656184940966087,0.13799253826263214,1.1352484924769033,-0.22511392615481018,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,0.8982442906929115
CORE_W,EWALL,NOMEGA,0.0,0.75,W,0.08016182054747412,0.82299815017774,-0.22262772013869103,0.8345544276783257,0.8142239689267455,0.0854743820155277,0.8668785750735867,-0.22262772013869103,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,0.7314181807713369
CORE_W,EWALL,FULL,10.0,0.75,W,0.1320698136046219,1.1197487040242837,-0.22525880022924216,1.1963791283666632,1.0585363796667493,0.13701664432325344,1.128103058486071,-0.22525880022924205,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,0.8982442906929115
CORE_W,EWALL,NOMEGA,10.0,0.75,W,0.07944599527668017,0.816327650289218,-0.2227727193132446,0.827933588255221,0.8074933388589447,0.08473621119651753,0.8600887498068599,-0.22277271931324494,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,0.7314181807713369
CORE_W,EWALL,FULL,25.0,0.75,W,0.13066272987106897,1.1090664220134598,-0.22547607251978363,1.1855644639386007,1.047911721267703,0.13555433795130734,1.11738324726885,-0.2254760725197834,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,0.8982442906929115
CORE_W,EWALL,NOMEGA,25.0,0.75,W,0.0783731257386533,0.8063214371691635,-0.2229901798918621,0.8180022121170712,0.7973966470103164,0.08362987397092803,0.8499031484993471,-0.22299017989186176,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,0.7314181807713369
CORE_W,EWALL,FULL,50.0,0.75,W,0.12832139031895462,1.0912596300543809,-0.22583808949858308,1.1675381938574825,1.0302001510469856,0.13312124717262752,1.0995126318292572,-0.22583808949858253,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,False,True,False,False,0.8982442906929115
CORE_W,EWALL,NOMEGA,50.0,0.75,W,0.07658732305330296,0.7896433248697161,-0.22335251238422038,0.8014497482628066,0.780566983752126,0.08178842662216335,0.8329249964408938,-0.22335251238422094,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,False,False,False,False,False,False,0.7314181807713369
CORE_W,BAND03,FULL,0.0,0.75,W,0.08815673783666811,1.2263017656913706,-0.12029818259516001,1.257426994814335,1.2019147698066743,0.09660362689074264,1.3017459795218873,-0.12029818259516023,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,False,False,False,1.6824890402820607
CORE_W,BAND03,NOMEGA,0.0,0.75,W,0.04940466871046878,0.8361964766445861,-0.1045722028445053,0.8086610629906335,0.8627234911612848,0.055502132603213905,0.9388041830697924,-0.10457220284450508,0.8845060132920908,0.15130245537273979,-0.33717267708462395,False,True,True,True,False,False,False,1.4635956681509976
CORE_W,BAND03,FULL,10.0,0.75,W,0.08622728356111953,1.201257610460695,-0.1205494795164489,1.2321996284386942,1.1769614323135538,0.09464348447629689,1.2771844071673888,-0.12054947951644879,0.8845060132920908,0.15130245537273979,-0.33717267708462395,True,True,True,True,False,False,False,1.6824890402820607
