panel,base_n,m,turn,wide_turn,sharpe,wide_sharpe,d
U56,10,5,8.065432527134961,8.213701018709864,1.0225079380214526,1.0491473622777687,-0.026639424256316158
U56,20,5,7.220757136573593,8.213701018709864,1.0871063829380787,1.0491473622777687,0.03795902066030998
U56,30,0,9.285044046945817,8.213701018709864,1.0531559958898553,1.0491473622777687,0.004008633612086587
B136,10,10,8.330298450343886,8.765870205823752,1.0407988052757289,1.0245349362525265,0.016263869023202426
B136,20,5,9.519717108439082,8.765870205823752,0.97958345776935,1.0245349362525265,-0.04495147848317649
B136,30,5,8.856058906178678,8.765870205823752,1.0000983220456758,1.0245349362525265,-0.024436614206850615
SMALL439,10,10,14.669920838373216,14.816177901746837,0.596662170874492,0.41755230006472804,0.17910987080976398
SMALL439,20,5,15.5905650041502,14.816177901746837,0.4910362604648878,0.41755230006472804,0.07348396040015975
SMALL439,30,5,15.27926979162612,14.816177901746837,0.44460901712934886,0.41755230006472804,0.027056717064620817
