score,family,arm,n,mean_d,median_d,t,wins,losses,ties,sign_p,n_changed,verdict
OOS_Sharpe,ALL,SEL-SHARPE,115,0.03884221311368123,0.046637115851607236,3.2646280032884034,84,30,1,4.253744081497795e-07,114,FITTING WINS
OOS_Sharpe,ALL,SEL-4B,115,0.024432092850338497,0.03868705123775129,1.716486094217509,77,38,0,0.0003509981791372753,115,FITTING WINS
OOS_Sharpe,ALL,RANDOM,115,-0.01588061406717878,0.0,-1.292031659636783,44,53,18,0.4167748410890993,97,(control) fitting behind (n.s.)
OOS_Sharpe,ALL,ORACLE,115,0.16294199195690537,0.1601937721872233,17.56407700716282,106,0,9,2.465190328815662e-32,106,(upper bound)
OOS_Sharpe,SMALL,SEL-SHARPE,49,0.047288337429188414,0.031240266534744765,2.27073277657835,30,18,1,0.11140289106101875,48,fitting ahead (n.s.)
OOS_Sharpe,SMALL,SEL-4B,49,0.044515274711602416,0.020827122262663277,1.9032189192411817,27,22,0,0.5681724128491652,49,fitting ahead (n.s.)
OOS_Sharpe,SMALL,RANDOM,49,-0.010356047654803208,-0.00735491576410939,-0.5629610351247246,18,25,6,0.3603776529357674,43,(control) fitting behind (n.s.)
OOS_Sharpe,SMALL,ORACLE,49,0.16399254476457478,0.14887777757845644,8.489715785498305,42,0,7,4.547473508864641e-13,42,(upper bound)
OOS_Sharpe,U56,SEL-SHARPE,33,0.000566629666289465,0.037487918664758535,0.023794684546432115,26,7,0,0.0013187271542847157,33,FITTING WINS
OOS_Sharpe,U56,SEL-4B,33,-0.032830146252796226,0.031697158718655416,-1.1313743496548796,23,10,0,0.03508203336969018,33,FITTING LOSES
OOS_Sharpe,U56,RANDOM,33,0.002523729694206606,0.0,0.13553576612054383,14,11,8,0.6900379657745361,25,(control) fitting ahead (n.s.)
OOS_Sharpe,U56,ORACLE,33,0.16427920823092576,0.16621425536632795,15.930512337424863,32,0,1,4.656612873077393e-10,32,(upper bound)
OOS_Sharpe,ETF,SEL-SHARPE,33,0.06457658166835022,0.064136128394087,5.193008988698941,28,5,0,6.618769839406013e-05,33,FITTING WINS
OOS_Sharpe,ETF,SEL-4B,33,0.051873849795838894,0.0629493287561591,2.946157590445013,27,6,0,0.0003240634687244892,33,FITTING WINS
OOS_Sharpe,ETF,RANDOM,33,-0.04248810189542487,-0.009016005615143152,-1.5608519616693286,12,17,4,0.45825831964612007,29,(control) fitting behind (n.s.)
OOS_Sharpe,ETF,ORACLE,33,0.16004486393816375,0.1601937721872233,14.000687507711996,32,0,1,4.656612873077393e-10,32,(upper bound)
OOS_margin,ALL,SEL-SHARPE,115,0.05757734188417756,0.05320264600238955,4.108318134460833,87,27,1,1.5261651463770278e-08,114,FITTING WINS
OOS_margin,ALL,SEL-4B,115,0.05833095246795196,0.04394626387951689,3.4258258593886426,82,33,0,5.57142320848034e-06,115,FITTING WINS
OOS_margin,ALL,RANDOM,115,-0.014900568118439456,0.0,-0.9698342364423707,46,51,18,0.6848587772144032,97,(control) fitting behind (n.s.)
OOS_margin,ALL,ORACLE,115,0.12325561458310104,0.12526902231796577,6.913482922141872,84,22,9,1.0168289347541836e-09,106,(upper bound)
OOS_margin,SMALL,SEL-SHARPE,49,0.09099879793071756,0.09083254818772846,2.917033655142146,33,15,1,0.013283281562245008,48,FITTING WINS
OOS_margin,SMALL,SEL-4B,49,0.10971498800622205,0.11740588828514653,2.939664028153566,31,18,0,0.08543313315739454,49,fitting ahead (n.s.)
OOS_margin,SMALL,RANDOM,49,0.0011296476487400696,0.0,0.03848165279797072,22,21,6,1.0,43,(control) fitting ahead (n.s.)
OOS_margin,SMALL,ORACLE,49,0.19915403331286005,0.1991446054465369,6.064703902231065,37,5,7,4.4337048166198656e-07,42,(upper bound)
OOS_margin,U56,SEL-SHARPE,33,0.02015949710076489,0.032076693637469164,1.6786907995245293,23,10,0,0.03508203336969018,33,FITTING WINS
OOS_margin,U56,SEL-4B,33,0.0015511877802072953,0.025599985984818024,0.10990080432225309,21,12,0,0.16275565745308995,33,fitting ahead (n.s.)
OOS_margin,U56,RANDOM,33,-0.04197334837930122,0.0,-1.4436429227112482,12,13,8,1.0,25,(control) fitting behind (n.s.)
OOS_margin,U56,ORACLE,33,0.020841540085879018,-0.060131233800858455,0.7090467294299592,15,17,1,0.860050065908581,32,(upper bound)
OOS_margin,ETF,SEL-SHARPE,33,0.04536938829545511,0.049395658507829565,8.816913489527447,31,2,0,1.3085082173347473e-07,33,FITTING WINS
OOS_margin,ETF,SEL-4B,33,0.03881320984129558,0.04570989937472253,4.916152055798224,30,3,0,1.4011748135089874e-06,33,FITTING WINS
OOS_margin,ETF,RANDOM,33,-0.0116302294512685,-0.001846003580913913,-1.017238248188858,12,17,4,0.45825831964612007,29,(control) fitting behind (n.s.)
OOS_margin,ETF,ORACLE,33,0.11297203702704452,0.10285283168703818,12.485559453737661,32,0,1,4.656612873077393e-10,32,(upper bound)
