panel,ladder,stat,L,q,rungs,peak,runner_up,gap,floor,largest_unresolved,n_pairs,n_unresolved,tie_set_verdict,P_argmax,tie_set_width,tie_set,tie_mass,spread,floor_capped
U56,CADENCE,S_OOS,126,0.95,4,Q,W,0.008308398644119697,inf,0.09704441230057848,6,6,True,0.478,4,"['D', 'W', 'M', 'Q']",1.0,0.09704441230057848,0.09704441230057848
U56,CADENCE,CAGR,126,0.8,4,W,D,0.16042241106593025,0.906597672704823,0.7461752616388928,6,5,True,0.339,4,"['D', 'W', 'M', 'Q']",1.0000000000000002,0.906597672704823,0.906597672704823
U56,CADENCE,CAGR,126,0.9,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.339,4,"['D', 'W', 'M', 'Q']",1.0000000000000002,0.906597672704823,0.906597672704823
U56,CADENCE,CAGR,126,0.95,4,W,D,0.16042241106593025,inf,0.906597672704823,6,6,True,0.339,4,"['D', 'W', 'M', 'Q']",1.0000000000000002,0.906597672704823,0.906597672704823
U56,CADENCE,DD,126,0.8,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,5,True,0.591,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,4.003291955027809,4.003291955027809
U56,CADENCE,DD,126,0.9,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.591,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,4.003291955027809,4.003291955027809
U56,CADENCE,DD,126,0.95,4,W,Q,0.8170754711183754,inf,4.003291955027809,6,6,True,0.591,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,4.003291955027809,4.003291955027809
B136,N,S_FULL,21,0.8,9,30,25,0.0013056747034598803,0.11922545505902338,0.11082845792560192,36,26,True,0.208,7,"[10, 12, 15, 20, 25, 30, 40]",0.9,0.12053112976248326,0.11922545505902338
B136,N,S_FULL,21,0.9,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,36,True,0.208,7,"[10, 12, 15, 20, 25, 30, 40]",0.9,0.12053112976248326,0.12053112976248326
B136,N,S_FULL,21,0.95,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,36,True,0.208,7,"[10, 12, 15, 20, 25, 30, 40]",0.9,0.12053112976248326,0.12053112976248326
B136,N,S_OOS,21,0.8,9,30,25,0.007302318218142201,0.1167876343312968,0.11312897147532719,36,10,True,0.217,5,"[15, 20, 25, 30, 40]",0.9770000000000001,0.3008648592605092,0.1167876343312968
B136,N,S_OOS,21,0.9,9,30,25,0.007302318218142201,0.17169880975618246,0.16804014690021285,36,19,True,0.217,5,"[15, 20, 25, 30, 40]",0.9770000000000001,0.3008648592605092,0.17169880975618246
B136,N,S_OOS,21,0.95,9,30,25,0.007302318218142201,0.293562541042367,0.28482778123150965,36,26,True,0.217,5,"[15, 20, 25, 30, 40]",0.9770000000000001,0.3008648592605092,0.293562541042367
B136,N,CAGR,21,0.8,9,5,10,0.8113364217981811,2.2867714688991754,2.1261446085284454,36,16,True,0.578,5,"[5, 8, 10, 12, 15]",0.9030000000000001,3.5944231255558456,2.2867714688991754
B136,N,CAGR,21,0.9,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,32,True,0.578,5,"[5, 8, 10, 12, 15]",0.9030000000000001,3.5944231255558456,3.5944231255558456
B136,N,CAGR,21,0.95,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,36,True,0.578,5,"[5, 8, 10, 12, 15]",0.9030000000000001,3.5944231255558456,3.5944231255558456
B136,N,DD,21,0.8,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,20,True,0.148,6,"[12, 15, 20, 25, 30, 40]",0.929,8.464152973446904,6.509181522842699
B136,N,DD,21,0.9,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,25,True,0.148,6,"[12, 15, 20, 25, 30, 40]",0.929,8.464152973446904,6.509181522842699
B136,N,DD,21,0.95,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,29,True,0.148,6,"[12, 15, 20, 25, 30, 40]",0.929,8.464152973446904,6.509181522842699
B136,N,S_FULL,63,0.8,9,30,25,0.0013056747034598803,0.11922545505902338,0.11082845792560192,36,26,True,0.201,7,"[10, 12, 15, 20, 25, 30, 40]",0.9259999999999999,0.12053112976248326,0.11922545505902338
B136,N,S_FULL,63,0.9,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,36,True,0.201,7,"[10, 12, 15, 20, 25, 30, 40]",0.9259999999999999,0.12053112976248326,0.12053112976248326
B136,N,S_FULL,63,0.95,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,36,True,0.201,7,"[10, 12, 15, 20, 25, 30, 40]",0.9259999999999999,0.12053112976248326,0.12053112976248326
B136,N,S_OOS,63,0.8,9,30,25,0.007302318218142201,0.1167876343312968,0.11312897147532719,36,10,True,0.204,5,"[15, 20, 25, 30, 40]",0.978,0.3008648592605092,0.1167876343312968
B136,N,S_OOS,63,0.9,9,30,25,0.007302318218142201,0.22338792431073118,0.1840772249292124,36,18,True,0.204,5,"[15, 20, 25, 30, 40]",0.978,0.3008648592605092,0.22338792431073118
B136,N,S_OOS,63,0.95,9,30,25,0.007302318218142201,0.293562541042367,0.28482778123150965,36,24,True,0.204,5,"[15, 20, 25, 30, 40]",0.978,0.3008648592605092,0.293562541042367
B136,N,CAGR,63,0.8,9,5,10,0.8113364217981811,2.2867714688991754,2.1261446085284454,36,17,True,0.593,7,"[5, 8, 10, 12, 15, 20, 25]",0.92,3.5944231255558456,2.2867714688991754
B136,N,CAGR,63,0.9,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,34,True,0.593,7,"[5, 8, 10, 12, 15, 20, 25]",0.92,3.5944231255558456,3.5944231255558456
B136,N,CAGR,63,0.95,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,36,True,0.593,7,"[5, 8, 10, 12, 15, 20, 25]",0.92,3.5944231255558456,3.5944231255558456
B136,N,DD,63,0.8,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,20,True,0.245,6,"[12, 15, 20, 25, 30, 40]",0.9119999999999999,8.464152973446904,6.509181522842699
B136,N,DD,63,0.9,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,23,True,0.245,6,"[12, 15, 20, 25, 30, 40]",0.9119999999999999,8.464152973446904,6.509181522842699
B136,N,DD,63,0.95,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,27,True,0.245,6,"[12, 15, 20, 25, 30, 40]",0.9119999999999999,8.464152973446904,6.509181522842699
B136,N,S_FULL,126,0.8,9,30,25,0.0013056747034598803,0.055334199702239406,0.054447651539414554,36,21,True,0.239,7,"[10, 12, 15, 20, 25, 30, 40]",0.938,0.12053112976248326,0.055334199702239406
B136,N,S_FULL,126,0.9,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,34,True,0.239,7,"[10, 12, 15, 20, 25, 30, 40]",0.938,0.12053112976248326,0.12053112976248326
B136,N,S_FULL,126,0.95,9,30,25,0.0013056747034598803,inf,0.12053112976248326,36,36,True,0.239,7,"[10, 12, 15, 20, 25, 30, 40]",0.938,0.12053112976248326,0.12053112976248326
B136,N,S_OOS,126,0.8,9,30,25,0.007302318218142201,0.1167876343312968,0.11312897147532719,36,11,True,0.24,5,"[15, 20, 25, 30, 40]",0.9870000000000001,0.3008648592605092,0.1167876343312968
B136,N,S_OOS,126,0.9,9,30,25,0.007302318218142201,0.22338792431073118,0.1840772249292124,36,18,True,0.24,5,"[15, 20, 25, 30, 40]",0.9870000000000001,0.3008648592605092,0.22338792431073118
B136,N,S_OOS,126,0.95,9,30,25,0.007302318218142201,0.22338792431073118,0.1840772249292124,36,21,True,0.24,5,"[15, 20, 25, 30, 40]",0.9870000000000001,0.3008648592605092,0.22338792431073118
B136,N,CAGR,126,0.8,9,5,10,0.8113364217981811,2.053868222735545,1.8086681687730959,36,16,True,0.591,7,"[5, 8, 10, 12, 15, 20, 25]",0.909,3.5944231255558456,2.053868222735545
B136,N,CAGR,126,0.9,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,33,True,0.591,7,"[5, 8, 10, 12, 15, 20, 25]",0.909,3.5944231255558456,3.5944231255558456
B136,N,CAGR,126,0.95,9,5,10,0.8113364217981811,inf,3.5944231255558456,36,36,True,0.591,7,"[5, 8, 10, 12, 15, 20, 25]",0.909,3.5944231255558456,3.5944231255558456
B136,N,DD,126,0.8,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,20,True,0.363,5,"[15, 20, 25, 30, 40]",0.905,8.464152973446904,6.509181522842699
B136,N,DD,126,0.9,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,22,True,0.363,5,"[15, 20, 25, 30, 40]",0.905,8.464152973446904,6.509181522842699
B136,N,DD,126,0.95,9,15,10,0.543560127681598,6.509181522842699,5.72346028834755,36,26,True,0.363,5,"[15, 20, 25, 30, 40]",0.905,8.464152973446904,6.509181522842699
B136,H,S_FULL,21,0.8,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.292,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,21,0.9,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.292,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,21,0.95,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.292,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_OOS,21,0.8,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.418,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,21,0.9,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.418,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,21,0.95,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.418,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,CAGR,21,0.8,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.404,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,21,0.9,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.404,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,21,0.95,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.404,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,DD,21,0.8,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.359,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,21,0.9,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.359,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,21,0.95,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.359,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,S_FULL,63,0.8,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.278,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,63,0.9,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.278,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,63,0.95,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.278,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_OOS,63,0.8,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.453,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,63,0.9,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.453,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,63,0.95,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.453,4,"[21, 63, 126, 252]",1.0,0.05154960186986668,0.05154960186986668
B136,H,CAGR,63,0.8,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.426,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,63,0.9,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.426,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,63,0.95,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.426,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,DD,63,0.8,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.441,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,63,0.9,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.441,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,63,0.95,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.441,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,S_FULL,126,0.8,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.265,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,126,0.9,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.265,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_FULL,126,0.95,4,21,63,0.002489675049586637,inf,0.021394727541090397,6,6,True,0.265,4,"[21, 63, 126, 252]",1.0,0.021394727541090397,0.021394727541090397
B136,H,S_OOS,126,0.8,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.479,4,"[21, 63, 126, 252]",0.9999999999999999,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,126,0.9,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.479,4,"[21, 63, 126, 252]",0.9999999999999999,0.05154960186986668,0.05154960186986668
B136,H,S_OOS,126,0.95,4,252,126,0.03755133008137168,inf,0.05154960186986668,6,6,True,0.479,4,"[21, 63, 126, 252]",0.9999999999999999,0.05154960186986668,0.05154960186986668
B136,H,CAGR,126,0.8,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.396,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,126,0.9,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.396,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,CAGR,126,0.95,4,63,252,0.564914333987776,inf,0.9107027373571412,6,6,True,0.396,4,"[21, 63, 126, 252]",1.0,0.9107027373571412,0.9107027373571412
B136,H,DD,126,0.8,4,126,252,2.7506960085619347,inf,7.954516095049858,6,5,True,0.499,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,126,0.9,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.499,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,H,DD,126,0.95,4,126,252,2.7506960085619347,inf,7.954516095049858,6,6,True,0.499,4,"[21, 63, 126, 252]",1.0,7.954516095049858,7.954516095049858
B136,GROSS,S_FULL,21,0.8,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.968,1,[0.75],0.968,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,21,0.9,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.968,1,[0.75],0.968,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,21,0.95,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.968,1,[0.75],0.968,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_OOS,21,0.8,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.934,1,[0.75],0.934,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,21,0.9,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.934,1,[0.75],0.934,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,21,0.95,10,0.75,0.7,0.00046199462908180777,inf,0.004535882691720783,45,45,True,0.934,1,[0.75],0.934,0.004535882691720783,0.004535882691720783
B136,GROSS,CAGR,21,0.8,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,21,0.9,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,21,0.95,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,DD,21,0.8,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,21,0.9,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,21,0.95,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,S_FULL,63,0.8,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.979,1,[0.75],0.979,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,63,0.9,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.979,1,[0.75],0.979,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,63,0.95,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.979,1,[0.75],0.979,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_OOS,63,0.8,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.953,1,[0.75],0.953,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,63,0.9,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.953,1,[0.75],0.953,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,63,0.95,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.953,1,[0.75],0.953,0.004535882691720783,0.00046199462908180777
B136,GROSS,CAGR,63,0.8,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,63,0.9,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,63,0.95,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,DD,63,0.8,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,63,0.9,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,63,0.95,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,S_FULL,126,0.8,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.964,1,[0.75],0.964,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,126,0.9,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.964,1,[0.75],0.964,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_FULL,126,0.95,10,0.75,0.7,0.00039966707365901577,0.00039966707365901577,0.0,45,0,False,0.964,1,[0.75],0.964,0.003989077477571934,0.00039966707365901577
B136,GROSS,S_OOS,126,0.8,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.936,1,[0.75],0.936,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,126,0.9,10,0.75,0.7,0.00046199462908180777,0.00046199462908180777,0.0,45,0,False,0.936,1,[0.75],0.936,0.004535882691720783,0.00046199462908180777
B136,GROSS,S_OOS,126,0.95,10,0.75,0.7,0.00046199462908180777,inf,0.004535882691720783,45,25,True,0.936,1,[0.75],0.936,0.004535882691720783,0.004535882691720783
B136,GROSS,CAGR,126,0.8,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,126,0.9,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,CAGR,126,0.95,10,0.75,0.7,1.0724850854269423,1.0702988360427712,0.0,45,0,False,1.0,1,[0.75],1.0,9.652220143086685,1.0702988360427712
B136,GROSS,DD,126,0.8,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,126,0.9,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,GROSS,DD,126,0.95,10,0.3,0.35,1.39601645431493,1.2864280606593717,0.0,45,0,False,1.0,1,[0.3],1.0,12.06820564370834,1.2864280606593717
B136,CADENCE,S_FULL,21,0.8,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.428,3,"['D', 'W', 'M']",0.9139999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,21,0.9,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.428,3,"['D', 'W', 'M']",0.9139999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,21,0.95,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.428,3,"['D', 'W', 'M']",0.9139999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_OOS,21,0.8,4,M,W,0.055439762951079885,0.11325529524020728,0.09093352357097295,6,5,True,0.56,3,"['W', 'M', 'Q']",0.9490000000000001,0.11325529524020728,0.11325529524020728
B136,CADENCE,S_OOS,21,0.9,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.56,3,"['W', 'M', 'Q']",0.9490000000000001,0.11325529524020728,0.11325529524020728
B136,CADENCE,S_OOS,21,0.95,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.56,3,"['W', 'M', 'Q']",0.9490000000000001,0.11325529524020728,0.11325529524020728
B136,CADENCE,CAGR,21,0.8,4,M,D,0.09001606372775939,1.7563093257908502,1.2142623414861813,6,4,True,0.383,3,"['D', 'W', 'M']",0.9730000000000001,1.8463253895186096,1.7563093257908502
B136,CADENCE,CAGR,21,0.9,4,M,D,0.09001606372775939,inf,1.8463253895186096,6,6,True,0.383,3,"['D', 'W', 'M']",0.9730000000000001,1.8463253895186096,1.8463253895186096
B136,CADENCE,CAGR,21,0.95,4,M,D,0.09001606372775939,inf,1.8463253895186096,6,6,True,0.383,3,"['D', 'W', 'M']",0.9730000000000001,1.8463253895186096,1.8463253895186096
B136,CADENCE,DD,21,0.8,4,W,Q,1.3764460187531853,inf,7.623470897118423,6,5,True,0.382,3,"['W', 'M', 'Q']",0.943,7.623470897118423,7.623470897118423
B136,CADENCE,DD,21,0.9,4,W,Q,1.3764460187531853,inf,7.623470897118423,6,6,True,0.382,3,"['W', 'M', 'Q']",0.943,7.623470897118423,7.623470897118423
B136,CADENCE,DD,21,0.95,4,W,Q,1.3764460187531853,inf,7.623470897118423,6,6,True,0.382,3,"['W', 'M', 'Q']",0.943,7.623470897118423,7.623470897118423
B136,CADENCE,S_FULL,63,0.8,4,M,W,0.008627249572870754,0.07115495315410092,0.06252770358123017,6,5,True,0.463,3,"['D', 'W', 'M']",0.913,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,63,0.9,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.463,3,"['D', 'W', 'M']",0.913,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,63,0.95,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.463,3,"['D', 'W', 'M']",0.913,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_OOS,63,0.8,4,M,W,0.055439762951079885,0.09093352357097295,0.05781553228912739,6,4,True,0.607,3,"['W', 'M', 'Q']",0.9410000000000001,0.11325529524020728,0.09093352357097295
B136,CADENCE,S_OOS,63,0.9,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.607,3,"['W', 'M', 'Q']",0.9410000000000001,0.11325529524020728,0.11325529524020728
B136,CADENCE,S_OOS,63,0.95,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.607,3,"['W', 'M', 'Q']",0.9410000000000001,0.11325529524020728,0.11325529524020728
B136,CADENCE,CAGR,63,0.8,4,M,D,0.09001606372775939,1.7563093257908502,1.2142623414861813,6,4,True,0.409,3,"['D', 'W', 'M']",0.968,1.8463253895186096,1.7563093257908502
B136,CADENCE,CAGR,63,0.9,4,M,D,0.09001606372775939,inf,1.8463253895186096,6,6,True,0.409,3,"['D', 'W', 'M']",0.968,1.8463253895186096,1.8463253895186096
B136,CADENCE,CAGR,63,0.95,4,M,D,0.09001606372775939,inf,1.8463253895186096,6,6,True,0.409,3,"['D', 'W', 'M']",0.968,1.8463253895186096,1.8463253895186096
B136,CADENCE,DD,63,0.8,4,W,Q,1.3764460187531853,7.623470897118423,6.887561370795236,6,4,True,0.496,3,"['W', 'M', 'Q']",0.95,7.623470897118423,7.623470897118423
B136,CADENCE,DD,63,0.9,4,W,Q,1.3764460187531853,inf,7.623470897118423,6,6,True,0.496,3,"['W', 'M', 'Q']",0.95,7.623470897118423,7.623470897118423
B136,CADENCE,DD,63,0.95,4,W,Q,1.3764460187531853,inf,7.623470897118423,6,6,True,0.496,3,"['W', 'M', 'Q']",0.95,7.623470897118423,7.623470897118423
B136,CADENCE,S_FULL,126,0.8,4,M,W,0.008627249572870754,0.07115495315410092,0.06252770358123017,6,5,True,0.439,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,126,0.9,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.439,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_FULL,126,0.95,4,M,W,0.008627249572870754,inf,0.07115495315410092,6,6,True,0.439,4,"['D', 'W', 'M', 'Q']",0.9999999999999999,0.07115495315410092,0.07115495315410092
B136,CADENCE,S_OOS,126,0.8,4,M,W,0.055439762951079885,0.11325529524020728,0.09093352357097295,6,5,True,0.58,3,"['W', 'M', 'Q']",0.9199999999999999,0.11325529524020728,0.11325529524020728
B136,CADENCE,S_OOS,126,0.9,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.58,3,"['W', 'M', 'Q']",0.9199999999999999,0.11325529524020728,0.11325529524020728
B136,CADENCE,S_OOS,126,0.95,4,M,W,0.055439762951079885,inf,0.11325529524020728,6,6,True,0.58,3,"['W', 'M', 'Q']",0.9199999999999999,0.11325529524020728,0.11325529524020728
