panel,tape,mean_pair_corr,med_book_Sharpe,med_book_MaxDD,med_book_CAGR,pass4b
U56,REAL,0.3240589172045164,1.1008103017748334,-0.18698286590555668,0.13869321683090152,0.2916666666666667
U56,X_PERM,0.2744107509732941,0.9465035671362304,-0.21313135491631963,0.10278744132976614,0.03333333333333333
U56,X_ROT,-0.0002164574433608115,2.091097682974482,-0.059298273548724856,0.11870541843552296,0.55
B136,REAL,0.3408598304665828,1.0354527255708104,-0.24391555052196745,0.16002219296078846,0.08333333333333333
B136,X_PERM,0.30918178031082666,0.9869452804178029,-0.2394301316459176,0.1237227400602825,0.11666666666666667
B136,X_ROT,-0.00014105516731493804,1.7006749220658357,-0.09150222775041922,0.11184406225593813,0.4
SMALL,REAL,0.20702148289309374,0.4510290222691467,-0.35644626788016787,0.06510719199462778,0.0
SMALL,X_PERM,0.16927640729082588,0.621649324844472,-0.38673773675383744,0.09227316363032734,0.0
SMALL,X_ROT,-2.7527675481603268e-05,0.6913448755039465,-0.18956378330042595,0.06479917527848489,0.08333333333333333
