key,gross,panel,diff_ann_ret,diff_Sharpe,ci_lo,ci_hi,P_le_0,oos_diff_Sharpe,oos_ci_lo,oos_ci_hi,oos_P_le_0
COMP,1.0,U56,0.02014010963350277,0.5595356424070449,0.11663349766235356,1.0419466920044647,0.005,0.4026790460303757,-0.152989696631744,1.0557286023131782,0.0945
COMP,1.0,B136,0.02074481838316311,0.386972832436855,-0.020202815661187413,0.9255356592212005,0.034,0.3622380785119638,-0.143860828869586,1.0457151062353311,0.0925
COMP,1.0,SMALL484,0.10444240404799361,0.6394859422748307,0.13227156414481364,1.143907619214783,0.006,0.591297916943642,-0.04419970872516549,1.2615353665758722,0.0325
COMP,0.75,U56,0.015091898411286338,0.5591918627240507,0.11654549884776214,1.0417381123539355,0.005,0.4017684132678707,-0.15526331499554005,1.0537822274140456,0.095
COMP,0.75,B136,0.015434016035248247,0.3848664292953952,-0.02355071933683006,0.9227429005197623,0.035,0.35975168402955743,-0.14889593000194978,1.044701219511794,0.0965
COMP,0.75,SMALL484,0.07848516874201082,0.6399451080981695,0.13336711887410188,1.1432944077339158,0.006,0.5912104047806773,-0.044870085893680765,1.2610665361586482,0.032
V1KEY,1.0,U56,0.008034408509891492,0.3114112111554882,-0.08430971787660216,0.8014120894426923,0.0715,0.4140463966527399,-0.12779212903588844,1.0853831382323624,0.0665
V1KEY,1.0,B136,0.003945083485440493,0.13240715452538557,-0.23304808616117847,0.6288093363991731,0.3335,0.18524986551564862,-0.45807710297709453,0.857706148961545,0.3350050150451354
V1KEY,1.0,SMALL484,0.0029046370540467886,0.08730017940363606,-0.297364493727102,0.5323532787316834,0.3605,0.071016268798246,-0.4782382731506989,0.6329729606132128,0.4395
V1KEY,0.75,U56,0.00602493772104818,0.31169412620678055,-0.08603948469486049,0.8020214077621506,0.071,0.41452379485407875,-0.126469258756699,1.0863765290989194,0.0665
V1KEY,0.75,B136,0.0029525473461784156,0.13261260531346705,-0.23647605996434545,0.629187719691028,0.3355,0.1857972494017892,-0.46117039279768773,0.8590337165416478,0.3370110330992979
V1KEY,0.75,SMALL484,0.002136110020985097,0.08589057992072895,-0.30074123890628573,0.5302445394951437,0.3635,0.06852634137371089,-0.4851157896368599,0.6305846605153663,0.4455
