panel,key,kind,dir,m,cost,CAGR_F,Sharpe_F,MaxDD_F,Sharpe_H1,Sharpe_H2,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,dSharpe_F,dSharpe_IS,p4a,p4b,p4bo
u56,CONTROL,control,-,0.0,10.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.0,0.0,0,1,1
u56,VOL,real,POS,0.2,10.0,0.12989660768160705,1.0925454950129525,-0.18297827611892903,1.0335064785174757,1.1489174489159113,0.15250591326439022,1.207672414009772,-0.1829782761189287,0.0004095895816293993,-0.052475351287419536,0,1,1
u56,VOL,real,POS,0.5,10.0,0.13368089953568263,1.0967747487195738,-0.1886207340942584,1.0261807766125202,1.1630106872737418,0.1566559659421276,1.214037108187543,-0.1886207340942585,0.004638843288250705,-0.05029198417976555,0,1,1
u56,VOL,real,POS,1.0,10.0,0.13553414457066504,1.1000879530088112,-0.18901238482152427,1.0103117072653285,1.1830387757006948,0.15990914473919982,1.2298550306458684,-0.18901238482152438,0.00795204757748813,-0.06247513971915142,0,1,1
u56,VOL,real,NEG,0.2,10.0,0.11421612455769758,1.0321211246631716,-0.17993049725446575,1.0679082045716033,1.0074767404204839,0.12636512019666823,1.0793391920908495,-0.17993049725446586,-0.06001478076815148,-0.02119114478864137,0,1,1
u56,VOL,real,NEG,0.5,10.0,0.09945570070670717,0.980668876127624,-0.16923374822773518,1.0481126122075557,0.9284154795919611,0.10501186570726362,0.9856559266831018,-0.16923374822773496,-0.11146702930369912,-0.01544925328278679,0,0,0
u56,VOL,real,NEG,1.0,10.0,0.0749929174148396,0.9360863066471594,-0.14263537206439647,1.0925925531006988,0.7987743465779038,0.07198111462318346,0.8822023674062973,-0.14263537206439603,-0.1560495987841637,0.012606909749098283,0,0,0
u56,MOM,real,POS,0.2,10.0,0.12279496612997587,1.0611777284693487,-0.18807614422709307,1.0705547752290505,1.0604096607859215,0.1387496931030685,1.1245266431950436,-0.18807614422709262,-0.03095817696197445,-0.014135308706151872,0,1,1
u56,MOM,real,POS,0.5,10.0,0.12145362877162635,1.0491803650718696,-0.1884092966857961,1.115641385684906,1.001137534764796,0.1313708987338711,1.067039795043713,-0.1884092966857961,-0.04295554035945348,0.03733566498179186,0,1,1
u56,MOM,real,POS,1.0,10.0,0.12308190578791889,1.0608674894943257,-0.18872828629752914,1.1438600531386223,0.9994131276658234,0.13161495736330253,1.067066706876131,-0.18872828629752914,-0.03126841593699736,0.06557876530736684,0,1,1
