site,panel,arm,n,cost,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oosH1,oosH2,TO
S1,u56,COMP,2,0.0,0.08810181125418182,0.7921261979824153,-0.17401495147741342,0.11494883546186964,0.8211021347387967,0.7686648244275269,0.08672561304366688,0.81326170404902,-0.1559813479267126,0.08923882675848582,0.7771078675877712,-0.17401495147741297,0.9494840273805635,0.5919113195503936,32.09024078244285
S1,u56,COMP,2,1.0,0.0846173134120638,0.7642412597364314,-0.17463973218705453,0.11494401643398366,0.7907572679937992,0.7428876787537595,0.0832069184015225,0.783678529432665,-0.15775423882628492,0.08578262022439898,0.7504735827817703,-0.17463973218705442,0.9235118984882352,0.5645145804683148,32.09024078244285
S1,u56,COMP,2,2.0,0.08114363641184053,0.736338829071949,-0.17526411526114527,0.11494156290399635,0.7603916359205888,0.7170955355749975,0.07969927317887437,0.7540777006619497,-0.15952359403051053,0.08233704751446247,0.7238220273720796,-0.17526411526114505,0.8975221687577715,0.5371010147481156,32.09024078244285
S1,u56,COMP,2,5.0,0.07078720531269322,0.6525438036525797,-0.177134880739798,0.11494839608595994,0.6691920056958799,0.6396429388578901,0.06924229825889827,0.6651897665418524,-0.16481051221650622,0.07206381577578536,0.6437787956370766,-0.17713488073979833,0.8194612459196435,0.45477585982270224,32.09024078244285
S1,u56,COMP,2,10.0,0.05373988308794164,0.5126966371229795,-0.18024488979756192,0.11500708010364942,0.5169817464981884,0.5103845528905516,0.05203187606874726,0.5168815066742247,-0.17355194979179112,0.055151498522853615,0.5101688924956821,-0.1802448897975618,0.6891374635637263,0.317385165922433,32.09024078244285
S1,u56,COMP,2,15.0,0.036955844840938834,0.3728008552778646,-0.1878666684834278,0.11512479710182978,0.3647456237649492,0.3810631523501038,0.03509021686278402,0.36859327560645166,-0.18220648681237883,0.03849798041448782,0.37646751392942607,-0.18786666848342704,0.5586870525817951,0.17994682843599988,32.09024078244285
S1,u56,COMP,2,20.0,0.020431148809255006,0.23307184729087935,-0.2123571399774381,0.11530136627137363,0.2127565170670601,0.2518518145191126,0.018413251570433165,0.22057968740149755,-0.2123571399774381,0.02209942278856869,0.24286377130636633,-0.20309626533677905,0.42828417238445526,0.04266814648512883,32.09024078244285
S1,u56,COMP,2,25.0,0.004161910393672974,0.09372259306405277,-0.27507208840477304,0.11553651778936036,0.061283503153371804,0.12292205945822987,0.0019969708019031973,0.0730914654485938,-0.27507208840477304,0.005952042128963164,0.10954520356013442,-0.2180468948749955,0.29810161744239366,-0.09424542738227353,32.09024078244285
S1,u56,COMP,3,0.0,0.09344593166684212,0.8932805593657811,-0.1294550827642854,0.10636115983352037,0.9404060041827234,0.8601320899684112,0.08393564803024112,0.8717620564501771,-0.1212909327020687,0.1013570731948008,0.9122742372416248,-0.1294550827642854,1.20048456778209,0.6009672177771416,27.873226253765534
S1,u56,COMP,3,1.0,0.09040395274366042,0.8671158469735936,-0.1297169384683372,0.10635607000769327,0.9124949656992253,0.8352429102116143,0.08107589812749261,0.844798773532989,-0.12279409007162645,0.09816248670590255,0.886574582013311,-0.12971693846833732,1.1747064750680427,0.5752444651299466,27.873226253765534
S1,u56,COMP,3,2.0,0.08737019513432265,0.8409343949506194,-0.12997874565496892,0.10635278047507976,0.8845641780112364,0.8103390023416245,0.0782234686556551,0.8178193484597007,-0.12429479023223622,0.09497691062246183,0.8608578647541223,-0.12997874565496914,1.1489127838749928,0.5495031317508859,27.873226253765534
S1,u56,COMP,3,5.0,0.07831803474032983,0.7623028808952798,-0.13076387615087404,0.10635371484990484,0.8006699003601042,0.7355500333863932,0.06970992134153087,0.7367994696093241,-0.12878218576619715,0.08547399814697876,0.7836174487807257,-0.13076387615087426,1.0714498045807426,0.47218031453732084,27.873226253765534
S1,u56,COMP,3,10.0,0.06339352437554235,0.631039807615178,-0.13621239081195768,0.10639127561673023,0.6606062533427143,0.6107112524208647,0.05566539711597307,0.6015860700156218,-0.13621239081195768,0.06981372647947004,0.6546555063807272,-0.13207145700724177,0.9421421024012844,0.34305606041236897,27.873226253765534
S1,u56,COMP,3,15.0,0.0486697449172504,0.49965831703548147,-0.14358202276203613,0.10647379450396338,0.520423501881355,0.4857556275846535,0.04179983662200848,0.46631311941927595,-0.14358202276203613,0.054373219798304895,0.5255408854679614,-0.13939997324561715,0.812708010093739,0.2137547034208381,27.873226253765534
S1,u56,COMP,3,20.0,0.03414407436570599,0.3683252717488701,-0.15537277911163638,0.10660116710677409,0.3803296909163906,0.3608230592223182,0.02811102793837139,0.33117118825811037,-0.15089155301723844,0.039149479966651635,0.3964262300503043,-0.15537277911163538,0.6832937337120918,0.08443728178673393,27.873226253765534
S1,u56,COMP,3,25.0,0.019813923962935576,0.2372063674357286,-0.17105448647559074,0.1067732329037456,0.24053094262718402,0.23605268872762483,0.014596785643089083,0.1963488283088528,-0.15814144948133824,0.024139548586908477,0.2674634550247093,-0.17105448647559018,0.5540443217639934,-0.044735377308919314,27.873226253765534
S1,u56,COMP,5,0.0,0.08992309282044597,0.8948880940589616,-0.13594394240496133,0.10206878834166895,0.8773917061188329,0.914896897809772,0.07260657232215917,0.7847264314088308,-0.11375884481440812,0.10442384778230118,0.9780477105237233,-0.135943942404961,1.2358871627357306,0.7032704983773422,23.58532168462946
