panel,anchor_N,cadence,chooser,L_dep,L_sens_IS,L_sens_OOS,distinct_picks,moved_rungs,oos_Sharpe_mean,oos_Sharpe_spread,n4b,n4a
U56,20,W,SE_IID,False,1.0980398464901808,1.128283074687892,1,0,1.159514550171988,0.0,6,0
U56,20,W,SE_BLOCK,True,2.059237843438245,1.8423269712311707,1,0,1.159514550171988,0.0,6,0
U56,20,W,SE_FOLD,True,1.7944056134367252,1.7665286336349022,1,0,1.159514550171988,0.0,6,0
U56,20,W,C_NAIVE,False,1.0,1.0,1,6,1.0486561694607455,0.0,0,0
U56,20,W,C_CALMAR,False,1.0,1.0,1,6,1.0486561694607455,0.0,0,0
U56,20,W,C_ANCHOR,False,1.0,1.0,1,0,1.159514550171988,0.0,6,0
U56,12,W,SE_IID,False,1.065911798456873,1.1068856044107818,1,0,1.0610706720577665,0.0,0,0
U56,12,W,SE_BLOCK,True,1.79628275125516,1.6886328424701085,2,1,1.0590015882915964,0.012414502597021038,0,0
U56,12,W,SE_FOLD,True,1.817655412216039,1.9186347109607287,2,1,1.0590015882915964,0.012414502597021038,0,0
U56,12,W,C_NAIVE,False,1.0,1.0,1,6,1.0486561694607455,0.0,0,0
U56,12,W,C_CALMAR,False,1.0,1.0,1,6,1.0486561694607455,0.0,0,0
U56,12,W,C_ANCHOR,False,1.0,1.0,1,0,1.0610706720577665,0.0,0,0
U56,20,M,SE_IID,False,1.044989742335936,1.077609959754187,1,6,0.8811823703552449,0.0,0,0
U56,20,M,SE_BLOCK,True,1.1995702560750796,1.9461797987073146,1,6,0.8811823703552449,0.0,0,0
U56,20,M,SE_FOLD,True,6.13121219061371,1.3181117196344652,2,2,1.1102190172338366,0.34355497031788773,0,0
U56,20,M,C_NAIVE,False,1.0,1.0,1,6,0.8811823703552449,0.0,0,0
U56,20,M,C_CALMAR,False,1.0,1.0,1,6,0.8811823703552449,0.0,0,0
U56,20,M,C_ANCHOR,False,1.0,1.0,1,0,1.2247373406731326,0.0,0,0
U56,10,M,SE_IID,False,1.0756146294496365,1.1629160473539915,1,6,0.8811823703552449,0.0,0,0
U56,10,M,SE_BLOCK,True,1.1535560811183532,1.3142046371285838,1,6,0.8811823703552449,0.0,0,0
U56,10,M,SE_FOLD,True,2.248709605502782,1.81129975920395,2,2,0.9623257839748277,0.12171512042937427,0,0
U56,10,M,C_NAIVE,False,1.0,1.0,1,6,0.8811823703552449,0.0,0,0
U56,10,M,C_CALMAR,False,1.0,1.0,1,6,0.8811823703552449,0.0,0,0
U56,10,M,C_ANCHOR,False,1.0,1.0,1,0,1.002897490784619,0.0,0,0
B136,20,W,SE_IID,False,1.0779128797274864,1.1001639453348147,1,0,0.906337607846918,0.0,0,0
B136,20,W,SE_BLOCK,True,1.378696643826159,1.4203767350669854,1,0,0.906337607846918,0.0,0,0
B136,20,W,SE_FOLD,True,1.6752968062286944,1.2037254319416444,1,0,0.906337607846918,0.0,0,0
B136,20,W,C_NAIVE,False,1.0,1.0,1,6,0.8334518272043739,0.0,0,0
B136,20,W,C_CALMAR,False,1.0,1.0,1,6,0.8334518272043739,0.0,0,0
