panel,anchor_N,cadence,chooser,L_dep,L_sens_IS,L_sens_OOS,distinct_picks,moved_rungs,oos_Sharpe_mean,oos_Sharpe_spread,n4b,n4a
B136,20,W,C_ANCHOR,False,1.0,1.0,1,0,0.906337607846918,0.0,0,0
B136,12,W,SE_IID,False,1.092743324538715,1.0657531529715203,1,0,0.8636672496824748,0.0,0,0
B136,12,W,SE_BLOCK,True,1.2553241430456032,1.5015647259032843,1,0,0.8636672496824748,0.0,0,0
B136,12,W,SE_FOLD,True,1.5908045070271724,2.68846668244826,1,0,0.8636672496824748,0.0,0,0
B136,12,W,C_NAIVE,False,1.0,1.0,1,6,0.8334518272043739,0.0,0,0
B136,12,W,C_CALMAR,False,1.0,1.0,1,6,0.8334518272043739,0.0,0,0
B136,12,W,C_ANCHOR,False,1.0,1.0,1,0,0.8636672496824748,0.0,0,0
B136,20,M,SE_IID,False,1.160630120188165,1.07574697186945,1,0,0.9733172988272601,0.0,0,0
B136,20,M,SE_BLOCK,True,1.2807300486724549,1.1378689703159863,1,0,0.9733172988272601,0.0,0,0
B136,20,M,SE_FOLD,True,1.2658154569460855,1.7884511528080491,1,0,0.9733172988272601,0.0,0,0
B136,20,M,C_NAIVE,False,1.0,1.0,1,6,0.9526564181804315,0.0,0,0
B136,20,M,C_CALMAR,False,1.0,1.0,1,0,0.9733172988272601,0.0,0,0
B136,20,M,C_ANCHOR,False,1.0,1.0,1,0,0.9733172988272601,0.0,0,0
B136,10,M,SE_IID,False,1.0956558702972414,1.0549986968420264,1,0,0.9443119892661188,0.0,0,0
B136,10,M,SE_BLOCK,True,1.7189267225146092,1.1610594131831025,1,0,0.9443119892661188,0.0,0,0
B136,10,M,SE_FOLD,True,1.1696053668740083,1.72188418407831,1,0,0.9443119892661188,0.0,0,0
B136,10,M,C_NAIVE,False,1.0,1.0,1,6,0.9526564181804315,0.0,0,0
B136,10,M,C_CALMAR,False,1.0,1.0,1,6,0.9733172988272601,0.0,0,0
B136,10,M,C_ANCHOR,False,1.0,1.0,1,0,0.9443119892661188,0.0,0,0
SMALL,20,W,SE_IID,False,,,1,0,0.7358030888961681,0.0,0,0
SMALL,20,W,SE_BLOCK,True,,,1,0,0.7358030888961681,0.0,0,0
SMALL,20,W,SE_FOLD,True,,,1,0,0.7358030888961681,0.0,0,0
SMALL,20,W,C_NAIVE,False,1.0,1.0,1,0,0.7358030888961681,0.0,0,0
SMALL,20,W,C_CALMAR,False,1.0,1.0,1,0,0.7358030888961681,0.0,0,0
SMALL,20,W,C_ANCHOR,False,1.0,1.0,1,0,0.7358030888961681,0.0,0,0
SMALL,12,W,SE_IID,False,1.0606760031120133,1.0626902926024278,1,0,0.7277411281102673,0.0,0,0
SMALL,12,W,SE_BLOCK,True,1.5108536044343106,1.2591192660704058,1,0,0.7277411281102673,0.0,0,0
SMALL,12,W,SE_FOLD,True,22.561642524747153,1.3084298418640083,2,1,0.7290847882412508,0.008061960785900824,0,0
SMALL,12,W,C_NAIVE,False,1.0,1.0,1,6,0.7358030888961681,0.0,0,0
SMALL,12,W,C_CALMAR,False,1.0,1.0,1,6,0.7358030888961681,0.0,0,0
SMALL,12,W,C_ANCHOR,False,1.0,1.0,1,0,0.7277411281102673,0.0,0,0
SMALL,20,M,SE_IID,False,1.1495246786611717,1.0718773534831674,1,0,0.687847222258405,0.0,0,0
SMALL,20,M,SE_BLOCK,True,1.7682028355096433,1.8043027168783714,1,0,0.687847222258405,0.0,0,0
SMALL,20,M,SE_FOLD,True,1.536074814752409,1.965354156198367,1,0,0.687847222258405,0.0,0,0
SMALL,20,M,C_NAIVE,False,1.0,1.0,1,6,0.6952702227555108,0.0,0,0
SMALL,20,M,C_CALMAR,False,1.0,1.0,1,6,0.623666521835989,0.0,0,0
SMALL,20,M,C_ANCHOR,False,1.0,1.0,1,0,0.687847222258405,0.0,0,0
SMALL,10,M,SE_IID,False,1.0867885907916424,1.0503703682771308,1,0,0.7450669835109252,0.0,0,0
SMALL,10,M,SE_BLOCK,True,1.3158474213339806,1.481375937072587,1,0,0.7450669835109252,0.0,0,0
SMALL,10,M,SE_FOLD,True,2.538166937389028,1.4714937416890361,1,0,0.7450669835109252,0.0,0,0
SMALL,10,M,C_NAIVE,False,1.0,1.0,1,6,0.6952702227555108,0.0,0,0
SMALL,10,M,C_CALMAR,False,1.0,1.0,1,6,0.623666521835989,0.0,0,0
SMALL,10,M,C_ANCHOR,False,1.0,1.0,1,0,0.7450669835109252,0.0,0,0
