panel,book,cost_bps,chooser,pick_age,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,anchor_OOS_CAGR,anchor_OOS_Sharpe,anchor_turnover,d_OOS_Sharpe,beats_SPY_OOS,beats_live_OOS,SPY_OOS_Sharpe,live_OOS_Sharpe,full_pass4b
U56,CAP2,0.0,C_ISSHARPE,0,0.75,0.13168913356431755,1.3693466954314062,-0.14765004422980454,3.5063829420832278,0.13168913356431755,1.3693466954314062,3.5063829420832278,0.0,True,True,0.8831406547160487,1.2839355379722956,True
U56,CAP2,0.0,C_ISCALMAR,0,0.75,0.13168913356431755,1.3693466954314062,-0.14765004422980454,3.5063829420832278,0.13168913356431755,1.3693466954314062,3.5063829420832278,0.0,True,True,0.8831406547160487,1.2839355379722956,True
U56,CAP2,10.0,C_ISSHARPE,0,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,3.5063829420832278,0.12773946456006335,1.3318413815124672,3.5063829420832278,0.0,True,True,0.8831406547160487,1.2839355379722956,True
U56,CAP2,10.0,C_ISCALMAR,0,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,3.5063829420832278,0.12773946456006335,1.3318413815124672,3.5063829420832278,0.0,True,True,0.8831406547160487,1.2839355379722956,True
U56,CAP2,25.0,C_ISSHARPE,0,0.75,0.12183969460699817,1.2754689637891052,-0.14875179387181792,3.5063829420832278,0.12183969460699817,1.2754689637891052,3.5063829420832278,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAP2,25.0,C_ISCALMAR,0,0.75,0.12183969460699817,1.2754689637891052,-0.14875179387181792,3.5063829420832278,0.12183969460699817,1.2754689637891052,3.5063829420832278,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAP2,50.0,C_ISSHARPE,0,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,3.5063829420832278,0.1120723488705766,1.181260845927782,3.5063829420832278,0.0,True,False,0.8831406547160487,1.2839355379722956,False
U56,CAP2,50.0,C_ISCALMAR,0,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,3.5063829420832278,0.1120723488705766,1.181260845927782,3.5063829420832278,0.0,True,False,0.8831406547160487,1.2839355379722956,False
U56,CAND,0.0,C_ISSHARPE,0,0.75,0.14353853330986377,1.2803390722324455,-0.17274816551070737,4.39457281063272,0.14353853330986377,1.2803390722324455,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,0.0,C_ISCALMAR,0,0.75,0.14353853330986377,1.2803390722324455,-0.17274816551070737,4.39457281063272,0.14353853330986377,1.2803390722324455,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,10.0,C_ISSHARPE,0,0.75,0.13852464950781207,1.2397071765466103,-0.17392304314971785,4.39457281063272,0.13852464950781207,1.2397071765466103,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,10.0,C_ISCALMAR,0,0.75,0.13852464950781207,1.2397071765466103,-0.17392304314971785,4.39457281063272,0.13852464950781207,1.2397071765466103,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,25.0,C_ISSHARPE,0,0.75,0.13104300062203,1.178665567851114,-0.1756836938565105,4.39457281063272,0.13104300062203,1.178665567851114,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,25.0,C_ISCALMAR,0,0.75,0.13104300062203,1.178665567851114,-0.1756836938565105,4.39457281063272,0.13104300062203,1.178665567851114,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,True
U56,CAND,50.0,C_ISSHARPE,0,0.75,0.11867736655768168,1.0767540132346374,-0.17861367175230713,4.39457281063272,0.11867736655768168,1.0767540132346374,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,False
U56,CAND,50.0,C_ISCALMAR,0,0.75,0.11867736655768168,1.0767540132346374,-0.17861367175230713,4.39457281063272,0.11867736655768168,1.0767540132346374,4.39457281063272,0.0,True,False,0.8831406547160487,1.2839355379722956,False
B136,CAP2,0.0,C_ISSHARPE,42,0.75,0.1153840782728055,1.1244381229396159,-0.1664456985900542,3.8008302403680454,0.12186816399359124,1.1392361336091135,4.675125426436814,-0.014798010669497597,True,True,0.8736721309012504,1.1016867720596069,True
B136,CAP2,0.0,C_ISCALMAR,0,0.75,0.12186816399359124,1.1392361336091135,-0.166052331814747,4.675125426436814,0.12186816399359124,1.1392361336091135,4.675125426436814,0.0,True,True,0.8736721309012504,1.1016867720596069,True
B136,CAP2,10.0,C_ISSHARPE,42,0.75,0.11109235341733092,1.0864844174183481,-0.16702765452857415,3.8008302403680454,0.11650054279398891,1.0935817708519635,4.675125426436814,-0.007097353433615394,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAP2,10.0,C_ISCALMAR,0,0.75,0.11650054279398891,1.0935817708519635,-0.17096216935248365,4.675125426436814,0.11650054279398891,1.0935817708519635,4.675125426436814,0.0,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAP2,25.0,C_ISSHARPE,42,0.75,0.1046841391875275,1.029431865028123,-0.16790032768730423,3.8008302403680454,0.10849512786676252,1.0250054022590873,4.675125426436814,0.004426462769035577,True,False,0.8736721309012504,1.1016867720596069,False
B136,CAP2,25.0,C_ISCALMAR,0,0.75,0.10849512786676252,1.0250054022590873,-0.1793470044898402,4.675125426436814,0.10849512786676252,1.0250054022590873,4.675125426436814,0.0,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAP2,50.0,C_ISSHARPE,42,0.75,0.0940816560009472,0.9340832509781118,-0.1693540876834304,3.8008302403680454,0.09527458603872074,0.9105523613820905,4.675125426436814,0.023530889596021343,True,False,0.8736721309012504,1.1016867720596069,False
B136,CAP2,50.0,C_ISCALMAR,0,0.75,0.09527458603872074,0.9105523613820905,-0.193140200371554,4.675125426436814,0.09527458603872074,0.9105523613820905,4.675125426436814,0.0,True,False,0.8736721309012504,1.1016867720596069,False
B136,CAND,0.0,C_ISSHARPE,42,0.75,0.13135209128040382,1.1690950621875633,-0.17216978884257916,4.23017030783394,0.1284803355432811,1.1445513632064948,4.906022705624988,0.024543698981068562,True,True,0.8736721309012504,1.1016867720596069,True
B136,CAND,0.0,C_ISCALMAR,0,0.75,0.1284803355432811,1.1445513632064948,-0.17966599081688406,4.906022705624988,0.1284803355432811,1.1445513632064948,4.906022705624988,0.0,True,True,0.8736721309012504,1.1016867720596069,True
B136,CAND,10.0,C_ISSHARPE,42,0.75,0.12664898409476533,1.1311959432170375,-0.17369371597656957,4.23017030783394,0.12288503690062824,1.099409263888879,4.906022705624988,0.031786679328158485,True,True,0.8736721309012504,1.1016867720596069,True
B136,CAND,10.0,C_ISCALMAR,0,0.75,0.12288503690062824,1.099409263888879,-0.18112275422094593,4.906022705624988,0.12288503690062824,1.099409263888879,4.906022705624988,0.0,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAND,25.0,C_ISSHARPE,42,0.75,0.11962907072300921,1.0742568020947127,-0.17597687008437835,4.23017030783394,0.11454169957378268,1.031598494019004,4.906022705624988,0.042658308075708806,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAND,25.0,C_ISCALMAR,0,0.75,0.11454169957378268,1.031598494019004,-0.18330532705368296,4.906022705624988,0.11454169957378268,1.031598494019004,4.906022705624988,0.0,True,False,0.8736721309012504,1.1016867720596069,True
B136,CAND,50.0,C_ISSHARPE,42,0.75,0.10802129571624075,0.9791809953386788,-0.1797748333587893,4.23017030783394,0.10076743616026462,0.9184149237563717,4.906022705624988,0.06076607158230707,True,False,0.8736721309012504,1.1016867720596069,False
B136,CAND,50.0,C_ISCALMAR,0,0.75,0.10076743616026462,0.9184149237563717,-0.19322822342170287,4.906022705624988,0.10076743616026462,0.9184149237563717,4.906022705624988,0.0,True,False,0.8736721309012504,1.1016867720596069,False
