panel,family,form,dial,gross,IS_dU_Sharpe,OOS_dU_Sharpe,OOS_dM_Sharpe,sign_holds,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,GAP,BINDREL,flip_MaxDD,pass4a,pass4b
U56,MA,DG,150.0,0.5,0.020259903249469025,0.06106993602691313,0.06112737417495073,True,0.05291788488975313,1.1652154781381459,-0.07665731162264322,1.2296615564256068,1.1068215582471856,0.05497375017389561,1.1947612144582564,-0.07665731162264344,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.3042701885244854,0.2014932986950958,False,False,False
U56,VOL,DG,0.9,0.5,-0.015727128831029447,-0.03084613405894876,-0.030845845953941797,True,0.08202217196991057,1.0982076501451061,-0.13934883487273086,1.179681794521501,1.0276163787361505,0.08346521591605138,1.1028451443723946,-0.13934883487273064,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.009109878166350449,0.12059934937248556,False,False,False
U56,BAND,DG,0.1,0.5,0.036530179959162856,0.06784798086920563,0.06790760632209825,True,0.058417881884688994,1.1762653841381665,-0.08316038825959327,1.250232086434462,1.110764412744075,0.06067361514997782,1.201539259300549,-0.08316038825959315,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.3105091990307478,0.2546753386603613,False,False,False
U56,BREADTH,DG,0.2,1.0,-0.01690229805322052,0.3231262533246959,0.322851774078073,False,0.16010885284144538,1.2579807900073614,-0.16479411280027878,1.1872946350833833,1.35726289808343,0.16390868430574468,1.4562680212774881,-0.14163065288613275,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.13783783783783787,0.34731067701364726,False,False,True
U56,SPYTR,DG,0.1,0.5,-0.058477100754995126,0.20343306805596884,0.20343888619758888,False,0.07817125752220266,1.1856777355172372,-0.11245098726711267,1.141446761899383,1.2424095568544302,0.07980449508448184,1.3371243464873122,-0.112450987267113,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.08198198198198203,0.43929461376269885,False,False,False
U56,DD,DG,0.1,0.75,-0.01094998467986441,0.21000011033853805,0.2099352217489281,False,0.11812669083852922,1.2028269940232537,-0.14935109880759,1.1851979115181848,1.2407937009571683,0.11424040171079763,1.3435679889858778,-0.14935109880759034,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,0.09572072072072069,0.5471364221364222,False,False,True
U56,MA,RS,150.0,0.5,0.10124091178517802,-0.12564790272373716,-0.12564790272373672,False,0.07658728016668759,1.0922780520489908,-0.1291363242886141,1.285528619823563,0.9373925711451753,0.0735679851456581,1.0080433757076062,-0.1291363242886142,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,3.1052216167282154e-05,-0.0007273412654987077,False,False,False
U56,VOL,RS,0.9,0.5,-0.014698534453942758,-0.017609476655197964,-0.01760947665519752,True,0.08445286297034071,1.1059286263253183,-0.14730496702949936,1.1795420638860443,1.044692268428662,0.08706415825726732,1.1160818017761454,-0.1473049670294997,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,1.1312782746353278e-05,0.00019740309694001065,False,False,False
U56,BAND,RS,0.1,0.5,0.06776954781006883,0.1253402640331034,0.12534026403310383,True,0.08955408671512965,1.2219130064745727,-0.12431162499385107,1.2647339536301307,1.195523880597697,0.09723889934032859,1.2590315424644467,-0.12431162499385096,0.095062936117426,1.2816872076393588,-0.12054946142590717,0.15378073543269455,0.8786463672717968,-0.33717235283398284,-0.00015440604105654288,-0.0018300389826115745,False,False,False
B136,MA,DG,150.0,0.5,-0.050764401360673395,-0.03120592163519298,-0.0318026863690295,True,0.04989238680257535,1.0812040627353177,-0.07991576682059442,1.2214679389688927,0.9381816499727907,0.04774351971584201,1.0722416821011185,-0.0799157668205942,0.07983337481604336,1.1185082795688426,-0.1224079386020801,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.30841666238420773,0.25131207105894193,False,False,False
