panel,fold,ladder,k,R_obs,q50,q90,q95,q99,ratio_R_over_q95,A_NONE,A_POS,A_MED,A_90,A_95,A_99
U56,2013,N,6,0.1313379995896118,0.30656019261108236,0.6056962500359311,0.7304141623044147,0.8979094221922644,0.17981305178318002,True,True,False,False,False,False
U56,2013,H,4,0.06696166932823777,0.19826173539301195,0.3635883319718857,0.4289638162758218,0.5998156634998245,0.1561009735263585,True,True,False,False,False,False
U56,2013,GROSS,10,0.00042513941117838794,0.001649145346426406,0.004066238125594801,0.004910872690842431,0.006672373636773805,0.08657105120463993,True,True,False,False,False,False
U56,2013,CADENCE,2,0.03776199610391473,0.09470147313551869,0.23059122096315043,0.2832047737672122,0.3839874785331292,0.13333813410558615,True,True,False,False,False,False
U56,2013,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2014,N,6,0.15386058928612223,0.27034102614179484,0.5263019603264802,0.6332448020904892,0.7961954916724178,0.24297173664622662,True,True,False,False,False,False
U56,2014,H,4,0.06781112552258461,0.1889691628224044,0.3283377637517182,0.39133761891544594,0.5005773742330245,0.1732803652010674,True,True,False,False,False,False
U56,2014,GROSS,10,0.0001687963801089154,0.0014359950256390697,0.0035845185821463013,0.0043505633040704095,0.00546387885249121,0.038798741291958365,True,True,False,False,False,False
U56,2014,CADENCE,2,0.04422125179209857,0.09485526033436348,0.22128144799440755,0.26790470533442096,0.35669895183332684,0.16506336361990329,True,True,False,False,False,False
U56,2014,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2015,N,6,0.1282144986274072,0.24557758960965526,0.4967226507827258,0.57927000316831,0.7371202687217864,0.22133805984452776,True,True,False,False,False,False
U56,2015,H,4,0.06593992395778137,0.1695393221219325,0.30124085769045617,0.3465460238102051,0.45120820915218457,0.19027753725979862,True,True,False,False,False,False
U56,2015,GROSS,10,0.0014702516217581785,0.0013947165303596631,0.003495004110706923,0.004132030716446744,0.00575797055640913,0.35581817335145355,True,True,True,False,False,False
U56,2015,CADENCE,2,0.05128126000764621,0.0829176868940068,0.19883910133383798,0.23287273384468515,0.30703926998511444,0.22021152567328184,True,True,False,False,False,False
U56,2015,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2016,N,6,0.051148514884976626,0.21276672133022018,0.4116334402614234,0.48896584549699396,0.5847412148591984,0.10460549618345699,True,True,False,False,False,False
U56,2016,H,4,0.06399446706077594,0.15053790798221,0.26763405369127957,0.3088593354567572,0.391204295402254,0.20719615603050368,True,True,False,False,False,False
U56,2016,GROSS,10,0.0017692094899615096,0.0013344616058707515,0.003192663640960403,0.0037942242994497416,0.004853216846916781,0.46629016903879134,True,True,True,False,False,False
U56,2016,CADENCE,2,0.015192728029082891,0.07315662524889388,0.17555761123839914,0.2106476023304834,0.26563654852860946,0.07212390675706404,True,True,False,False,False,False
U56,2016,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2017,N,6,0.04652446553293976,0.20153759104359692,0.39323223849691724,0.4477046941576332,0.6554953362553143,0.1039177523489599,True,True,False,False,False,False
U56,2017,H,4,0.01639205628639484,0.1365413424109777,0.23537190016051746,0.26656382317584526,0.36354280253596555,0.061493927011923986,True,True,False,False,False,False
U56,2017,GROSS,10,0.0011294205184011474,0.001220432754353351,0.003059402323118654,0.0036495023207370396,0.004764693100795274,0.30947247573555564,True,True,False,False,False,False
U56,2017,CADENCE,2,0.016078650374136583,0.06182871973680809,0.1512725002352945,0.18143401886429805,0.23290294214826304,0.08861982154604901,True,True,False,False,False,False
U56,2017,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2018,N,6,0.0885088854207996,0.19483719120840204,0.35428744914933424,0.40382424590114263,0.5418282812261094,0.21917674909115495,True,True,False,False,False,False
U56,2018,H,4,0.048499437688103164,0.1372911231936088,0.24085213254261023,0.2756174719369081,0.3532720013150016,0.17596648480690377,True,True,False,False,False,False
U56,2018,GROSS,10,0.00152790211000986,0.001215751448166158,0.002881921497809548,0.0033297238509502054,0.004031044011276265,0.4588675152667215,True,True,True,False,False,False
U56,2018,CADENCE,2,0.005384334735947904,0.06073674153804587,0.14625062058664096,0.1689808940673289,0.23814824946431046,0.0318635711194815,True,True,False,False,False,False
U56,2018,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2019,N,6,0.04620084976872052,0.17587887449844353,0.326353781853637,0.378372887517186,0.4926261414749013,0.12210401773732278,True,True,False,False,False,False
U56,2019,H,4,0.047919766170084754,0.12619546185067743,0.21883569099606637,0.25247292763567264,0.3131274920516767,0.18980160217112335,True,True,False,False,False,False
U56,2019,GROSS,10,0.0012455055562967665,0.0011201181910071023,0.0026462810477668524,0.0030828104609115646,0.004085722046017493,0.40401626116465156,True,True,True,False,False,False
U56,2019,CADENCE,2,0.012885330438979326,0.05706804836450119,0.1392381685288708,0.1588303256412323,0.18851786488233066,0.08112638683424254,True,True,False,False,False,False
U56,2019,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2020,N,6,0.10280911449741592,0.17638585215722224,0.3007341069331297,0.3444856892245228,0.4443324095062063,0.2984423379933464,True,True,False,False,False,False
U56,2020,H,4,0.043437162105670835,0.11954569082135041,0.21325884745411872,0.2481782027340586,0.2992366175812831,0.1750240819989215,True,True,False,False,False,False
U56,2020,GROSS,10,0.001435842069839488,0.0010182697556225806,0.0024087296709845553,0.0027811082439406104,0.003623085691895059,0.516284137076597,True,True,True,False,False,False
U56,2020,CADENCE,2,0.041300733101616416,0.05195487355951145,0.1385911910697254,0.16446724075354538,0.2069473448786189,0.25111829512301287,True,True,False,False,False,False
U56,2020,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2021,N,6,0.13495541046961113,0.18532190526353826,0.3628921803727554,0.41905614292872223,0.5504122942025583,0.32204613330907755,True,True,False,False,False,False
U56,2021,H,4,0.07815342265876457,0.12055880909843014,0.21077946396557373,0.243597437918707,0.30856740172566016,0.3208302325611726,True,True,False,False,False,False
U56,2021,GROSS,10,0.0008827607404908733,0.00107076335010714,0.0026784377209350344,0.00322839474465456,0.004381764920834087,0.27343643213163793,True,True,False,False,False,False
U56,2021,CADENCE,2,0.0270058915759106,0.04814743513450348,0.11621403629025358,0.13582701080497647,0.18043916885677228,0.19882563428187547,True,True,False,False,False,False
U56,2021,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2022,N,6,0.18870683883942208,0.18473768253071765,0.3541058886340931,0.41044391661859153,0.5003160669256148,0.45976278658012004,True,True,True,False,False,False
U56,2022,H,4,0.050091649308481756,0.11583521320228451,0.20167527676435337,0.22799909791259507,0.2859893968037297,0.2197010855178239,True,True,False,False,False,False
U56,2022,GROSS,10,0.0010554569355429866,0.0010356106920215158,0.0024897186739742286,0.003103855402526811,0.003846910299291362,0.3400470700676816,True,True,True,False,False,False
U56,2022,CADENCE,2,0.012606645292135843,0.043672870324585555,0.1169401475604681,0.13969895800454576,0.1800199294678544,0.09024151269421513,True,True,False,False,False,False
U56,2022,DEG@0.00,6,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False
U56,2023,N,6,0.14718309987016032,0.1818251333357248,0.3552929231620648,0.40087755287050786,0.4946603406970859,0.3671522608742916,True,True,False,False,False,False
U56,2023,H,4,0.06500056728001535,0.10595886503044438,0.19144743200214331,0.21809073106990248,0.26672746036111167,0.2980436947555619,True,True,False,False,False,False
