block,k,q,book,char,n,rho,p,rho_partial,partial_lo,partial_hi,partial_sd,partial_crosses_0,joint_b,joint_t,joint_R2,rho_seed_h1,rho_seed_h2,halves_same_sign
B,20,0.25,EWall,breadth,60,-0.19414265477499376,0.13299335033248338,-0.18871931705592299,-0.43087640202763045,0.04832044117258983,0.12496961330871238,True,-0.03993885645797911,-1.6931174106409217,0.13142260115951698,0.0046718576195773085,-0.4042269187986652,False
B,20,0.25,EWall,disp,60,0.28596832453459303,0.026048697565121744,0.10591397620890049,-0.1744735692873727,0.381771808404025,0.14242376892646683,True,0.01197449854254622,0.3254661236603409,0.13142260115951698,0.26629588431590656,0.35172413793103446,True
B,20,0.25,EWall,corr,60,-0.16793553764934704,0.19654017299135043,0.02202657316445422,-0.22845224128156258,0.3045215194486187,0.13835269664942204,True,0.004502241346590099,0.16902210491832023,0.13142260115951698,-0.27430478309232476,-0.09276974416017797,True
B,20,0.25,EWall,evol,60,0.302139483189775,0.019449027548622568,0.13511228902142625,-0.14358577679739512,0.4074446066167968,0.13933209079332104,True,0.04028778699687536,1.1731881453924204,0.13142260115951698,0.2582869855394883,0.3775305895439377,True
B,20,0.25,CAND10,breadth,60,-0.1566589791929891,0.22743862806859658,-0.16259754966582005,-0.4092543485645017,0.0847993160772737,0.12792131072446078,True,-0.038793860387679166,-1.64198408429925,0.14205152073948157,-0.028253615127919914,-0.2738598442714127,True
B,20,0.25,CAND10,disp,60,0.3046401778271743,0.017799110044497773,0.1296325161894928,-0.1659827723200695,0.4150126401312251,0.14319140117246248,True,0.023948757349205683,0.6498990985357749,0.14205152073948157,0.32413793103448274,0.28720800889877635,True
B,20,0.25,CAND10,corr,60,-0.14159488746874135,0.27733613319334033,0.052944174720347584,-0.1986592095042811,0.3325383417213757,0.13982173479027146,True,0.0030397391107033662,0.11393719937345645,0.14205152073948157,-0.27474972191323693,-0.04872080088987764,True
B,20,0.25,CAND10,evol,60,0.3161989441511531,0.014249287535623219,0.13506807557210232,-0.1417379138142307,0.4119576362866908,0.13927308419613663,True,0.03361257227443548,0.9772608426231126,0.14205152073948157,0.260511679644049,0.33303670745272523,True
B,20,0.25,CAND20,breadth,60,-0.18069410104505287,0.16264186790660468,-0.177156014332798,-0.42168712949213283,0.063721873844591,0.12591756217402533,True,-0.0380009713614252,-1.6207030973079957,0.12601697926926836,0.0046718576195773085,-0.3979977753058954,False
B,20,0.25,CAND20,disp,60,0.282189497082523,0.028298585070746462,0.10036682379589838,-0.18246752246825002,0.37239823979490927,0.14286165748134785,True,0.00936061497210882,0.2559588511326618,0.12601697926926836,0.24805339265850945,0.3486095661846496,True
B,20,0.25,CAND20,corr,60,-0.15687691025284806,0.22813859307034648,0.028068820681467106,-0.2230896093377764,0.30950708603987337,0.13785002067278876,True,0.00451465815954949,0.17051277415674687,0.12601697926926836,-0.26807563959955505,-0.08342602892102337,True
B,20,0.25,CAND20,evol,60,0.30430675187552103,0.018299085045747714,0.14231461309713322,-0.13541505064123455,0.41181600703506843,0.1384070881791177,True,0.041655179592238106,1.2203392483216307,0.12601697926926836,0.24716351501668518,0.38954393770856505,True
B,20,0.5,EWall,breadth,60,-0.34943039733259246,0.0071996400179991,-0.3757319184192017,-0.5712067457736831,-0.1354316604542424,0.11302062692138837,False,-0.06409534633947082,-2.6262903593347056,0.21817927273597704,-0.3882091212458286,-0.32057842046718577,True
B,20,0.5,EWall,disp,60,0.23061961656015567,0.0752462376881156,0.11616428533428784,-0.19117560911125714,0.3934786885425248,0.14834679815551338,True,0.017551945034942527,0.5137731285813795,0.21817927273597704,0.11190211345939934,0.4553948832035596,True
B,20,0.5,EWall,corr,60,-0.20705751597666022,0.11404429778511074,-0.17421286262858768,-0.4320820288184427,0.11493752446565808,0.14074775377676596,True,-0.03798218597150954,-1.4778533344601938,0.21817927273597704,-0.2146829810901001,-0.1804226918798665,True
B,20,0.5,EWall,evol,60,0.2448457904973604,0.0575971201439928,0.059114850408572096,-0.20884264413564307,0.3551798071542186,0.14637770527635602,True,0.02938545665704323,0.892042319593805,0.21817927273597704,0.08298109010011123,0.44916573971078977,True
B,20,0.5,CAND10,breadth,60,-0.3372047791053071,0.009449527523623819,-0.36278467657480096,-0.5573841348556966,-0.13203312884461313,0.10692126084140395,False,-0.06238133812611105,-2.5094273214252802,0.2389840319931349,-0.3432703003337041,-0.32057842046718577,True
B,20,0.5,CAND10,disp,60,0.20600166712975831,0.11314434278286085,0.05228795285605637,-0.23894033927985586,0.32894553211278327,0.14414252256672622,True,0.006789512236602988,0.19511398809653913,0.2389840319931349,0.0896551724137931,0.42335928809788653,True
B,20,0.5,CAND10,corr,60,-0.2528480133370381,0.05194740262986851,-0.2363772014971941,-0.48528357245188714,0.054523805113768226,0.13651338797915807,True,-0.03970975707434456,-1.5168837712532464,0.2389840319931349,-0.196440489432703,-0.2667408231368187,True
B,20,0.5,CAND10,evol,60,0.25384829119199787,0.04899755012249388,0.09825057560507419,-0.1666260706041229,0.3738102314973313,0.1383772069712902,True,0.04883460651775912,1.4554068066491421,0.2389840319931349,0.08476084538375972,0.45850945494994433,True
B,20,0.5,CAND20,breadth,60,-0.3564323423173104,0.006149692515374231,-0.3835614074011489,-0.5776371782065225,-0.14949124722928273,0.11072302834389094,False,-0.06593053434807154,-2.70825944656583,0.22275671588240253,-0.38509454949944383,-0.3419354838709677,True
