file,tier,n_cells,arm_col,ambiguous,n_alt,H_mean_med,H_mean_max,H_mean_med_lo,H_mean_med_hi,published,capped
2026-09-04_52w-high-proximity_C.grid.csv,T3,0,,,0,,,,,False,False
2026-09-04_crypto-sleeve_C.grid.csv,T3,0,,,0,,,,,False,False
2026-09-04_drawdown-control_C.grid.csv,T2,60,cost,True,4,0.08519430923692739,0.23397469404212973,0.03438575554482998,0.13194333569351535,False,False
2026-09-04_drawdown-control_C.ladder.csv,T2,38,book,True,2,0.1735643845805449,0.19219121679783635,0.0010339183627997572,0.1735643845805449,False,False
2026-09-04_drawdown-insurance-price-list_B.grid.csv,T2,52,book,True,2,0.2522905949841027,0.47718754448663503,0.04005467900049475,0.2522905949841027,False,False
2026-09-04_earnings-season-avoidance_cloud.grid.csv,T2,124,book,True,3,0.1628528832663796,0.2877201176180322,0.027128236092271052,0.1628528832663796,False,False
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,T2,1,book,False,1,0.16468493604068468,0.16468493604068468,0.16468493604068468,0.16468493604068468,False,False
2026-09-04_ensemble-plus-momentum_C.costladder.csv,T2,4,cost_bps,False,1,0.08937743841596424,0.09920423178049553,0.08937743841596424,0.08937743841596424,False,False
2026-09-04_ensemble-plus-momentum_C.grid.csv,T2,5,f,True,2,0.04673081472851526,0.20903003972947065,0.0,0.04673081472851526,False,False
2026-09-04_ensemble-plus-momentum_C.walkforward.csv,T3,0,,,0,,,,,False,False
2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,T3,0,,,1,,,,,False,False
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,T2,84,cost,True,4,0.05890645640727987,0.2431232290827734,0.03775927946576152,0.06949465953215239,False,False
2026-09-04_sector-only-universe_C.grid.csv,T2,6,n,False,1,0.13197613319380086,0.1755164057052122,0.13197613319380086,0.13197613319380086,False,False
2026-09-04_selectability-pre-test_cloud.cells.csv,T3,0,,,0,,,,,False,False
2026-09-04_selectability-pre-test_cloud.grid.csv,T2,1,grid,False,1,0.2627601974205349,0.2627601974205349,0.2627601974205349,0.2627601974205349,False,False
2026-09-04_turnover-budget_B.grid.csv,T2,44,cost,False,1,0.07830649312692983,0.09973815021372745,0.07830649312692983,0.07830649312692983,False,False
2026-09-04_vol-cap-as-a-satellite-clause_B.equitygate.csv,T2,4,spec,False,1,0.04896493178171868,0.15132415574522828,0.04896493178171868,0.04896493178171868,False,False
2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,T3,0,,,0,,,,,False,False
2026-09-04_which-4b-bar-binds_B.grid.csv,T2,128,cost,False,2,0.06586783910022898,0.08262919478622566,0.05410346591096393,0.06586783910022898,False,False
2026-09-05_2011-the-opposite-outlier_C.grid.csv,T3,0,,,0,,,,,False,False
2026-09-05_2011-the-opposite-outlier_C.l2o.csv,T2,96,window,False,2,0.0,4.440892098500626e-16,0.0,0.008163485682501359,False,False
2026-09-05_2011-the-opposite-outlier_C.recut.csv,T3,0,,,0,,,,,False,False
2026-09-05_2011-the-opposite-outlier_C.swaps.csv,T3,0,,,0,,,,,False,False
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,T2,194,grid,True,6,0.0,0.07038391624346141,0.0,0.05418398801002233,False,False
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,T3,0,,,0,,,,,False,False
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.swaps.csv,T2,10,dropped,False,1,0.0,0.0,0.0,0.0,False,False
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.walkforward.csv,T2,20,cost_bps,True,4,0.06217514449990852,0.12996148478040037,0.0019137224604043324,0.06695943089170264,False,False
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.cells.csv,T3,0,,,0,,,,,True,False
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,T2,4,grid,False,1,0.0,0.0,0.0,0.0,False,False
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.walkforward.csv,T3,0,,,0,,,,,False,False
2026-09-05_V1u-small-negative-price_cloud.walkforward.csv,T3,0,,,0,,,,,False,False
