panel,band,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,oCAGR,oSharpe,oMaxDD,ann_turn,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,pass4b,O_Sharpe,O_DDcap,O_CAGRfloor
SMALL,0.0,0.0,0.046448832688309905,0.7205185291799701,-0.11814314742599896,0.783851402014229,0.6824745291209665,0.7843493495065036,0.04517318330837705,-0.08228851457221831,0.047234540930080504,0.69179399025806,-0.11814314742599741,3.6684003241315155,False,False,False,True,False,False,False,True,False
SMALL,0.0,10.0,0.04261724718214244,0.6649091145674912,-0.12344399726372357,0.7194763807024958,0.632733533519064,0.721615422112384,0.041357916545279316,-0.08443284860009692,0.04339289724551576,0.6395034068590206,-0.1234439972637229,3.6684003241315155,False,False,False,True,False,False,False,True,False
SMALL,0.0,25.0,0.03689561294529997,0.5814587363359911,-0.1313364102786725,0.6229245916039221,0.5580654294334301,0.6275208083351063,0.03566058329156219,-0.08764029758317027,0.037656285171256965,0.5610166617961826,-0.13133641027867204,3.6684003241315155,False,False,False,True,False,False,False,True,False
SMALL,0.0,50.0,0.02742780564994418,0.4423505820600423,-0.1452194031310361,0.4621420416267028,0.4335209955725953,0.47081380353629454,0.026232808931893725,-0.09772210527937142,0.02816380436893917,0.4301310938120097,-0.14521940313103732,3.6684003241315155,False,False,False,True,False,False,False,True,False
SMALL,0.02,0.0,0.04873309475370635,0.7501065396998742,-0.12150993525277465,0.8520757682749156,0.6820644743415029,0.8659765239922844,0.050592482056396326,-0.08020204685083498,0.04759060942190141,0.6943945176091538,-0.12150993525277487,2.94789206799401,False,False,False,True,False,False,False,True,False
SMALL,0.02,10.0,0.04564644554751429,0.7056675150308819,-0.12560065977003776,0.8028736178857672,0.6406210464399678,0.8179418130362398,0.04763014061193127,-0.08191570510736501,0.04442770229431181,0.6515466027452965,-0.1256006597700391,2.94789206799401,False,False,False,True,False,False,False,True,False
SMALL,0.02,25.0,0.041033135385920794,0.6389743668503997,-0.1317015892616149,0.7290597200352295,0.5784099893706635,0.7458770829884325,0.04320195657968462,-0.08448043598433952,0.03970085431636505,0.587232075859878,-0.13170158926161668,2.94789206799401,False,False,False,True,False,False,False,True,False
SMALL,0.02,50.0,0.0333885130381002,0.5277649793507848,-0.1422643602914433,0.6060580864592263,0.4746340203306411,0.6257821017705552,0.0358623410080805,-0.09015077289743567,0.031869250260750936,0.47996209049889305,-0.1422643602914413,2.94789206799401,False,False,False,True,False,False,False,True,False
SMALL,0.03,0.0,0.04934010968028302,0.7576355963254219,-0.12120774168457493,0.8779283735442589,0.6748501569760486,0.9051364296611547,0.053222981009327874,-0.08038194518008124,0.04695801253809884,0.6853278029802972,-0.12120774168457416,2.6089132665309442,False,False,False,True,False,False,False,True,False
SMALL,0.03,10.0,0.046606435410849745,0.7183860360371869,-0.1248001579441872,0.8350645684720569,0.6378104257441356,0.8632490555637005,0.05062292708921046,-0.08194029503075007,0.04414263605247615,0.6472128112471179,-0.12480015794418675,2.6089132665309442,False,False,False,True,False,False,False,True,False
SMALL,0.03,25.0,0.04251898160901546,0.659480308829393,-0.130161688228561,0.7707559014349769,0.5822104990076155,0.8004022507684372,0.04673462006296569,-0.08427306711543203,0.03993345026380779,0.5900031470033138,-0.130161688228562,2.6089132665309442,False,False,False,True,False,False,False,True,False
SMALL,0.03,50.0,0.035741234392554055,0.5612473675920296,-0.13902579745761656,0.663574211087975,0.489459408613123,0.6956474092849532,0.04028538173459073,-0.08814837968971834,0.03295499265140989,0.49457951539130945,-0.13902579745761945,2.6089132665309442,False,False,False,True,False,False,False,True,False
SMALL,0.04,0.0,0.050064871415636425,0.7649019625457568,-0.12245239888977244,0.9008466664384522,0.6700462890472108,0.919822799151107,0.05430627408583688,-0.07806308212850421,0.04746352891956751,0.6890407304020666,-0.12245239888977033,2.356440747520707,False,False,False,True,False,False,False,True,False
