claimset,unit,statistic,n,share_below_median,median_pct,mean_pct,share_below_10,share_above_90
STRICT,CELL,OOS_Sharpe,17,0.11764705882352941,100.0,88.05882352941177,0.058823529411764705,0.7647058823529411
STRICT,CELL,Sharpe,17,0.11764705882352941,100.0,84.11764705882354,0.11764705882352941,0.7647058823529411
STRICT,CELL,CAGR,17,0.058823529411764705,100.0,87.58823529411765,0.058823529411764705,0.8235294117647058
STRICT,CELL,MaxDD,17,0.4117647058823529,56.99999999999999,55.94117647058823,0.29411764705882354,0.4117647058823529
STRICT,CLAIM,OOS_Sharpe,64,0.078125,100.0,91.8359375,0.0625,0.875
STRICT,CLAIM,Sharpe,64,0.09375,100.0,87.9296875,0.09375,0.84375
STRICT,CLAIM,CAGR,64,0.03125,100.0,91.2109375,0.03125,0.859375
STRICT,CLAIM,MaxDD,64,0.625,0.0,35.34375,0.59375,0.296875
WIDE,CELL,OOS_Sharpe,157,0.28662420382165604,92.5,71.328025477707,0.1337579617834395,0.5286624203821656
WIDE,CELL,Sharpe,157,0.25477707006369427,96.5,71.35987261146497,0.12101910828025478,0.5414012738853503
WIDE,CELL,CAGR,157,0.12101910828025478,100.0,82.61146496815287,0.050955414012738856,0.7006369426751592
WIDE,CELL,MaxDD,157,0.5605095541401274,31.5,43.06687898089172,0.3375796178343949,0.2356687898089172
WIDE,CLAIM,OOS_Sharpe,981,0.21202854230377166,99.5,77.86493374108053,0.10397553516819572,0.6289500509683996
WIDE,CLAIM,Sharpe,981,0.21100917431192662,99.0,74.83792048929664,0.127420998980632,0.6044852191641182
WIDE,CLAIM,CAGR,981,0.07849133537206932,100.0,86.68858307849133,0.03873598369011213,0.7686034658511722
WIDE,CLAIM,MaxDD,981,0.6024464831804281,23.0,40.27013251783894,0.44036697247706424,0.2599388379204893
STRUCT,CELL,OOS_Sharpe,12,0.08333333333333333,98.75,85.66666666666667,0.08333333333333333,0.5833333333333334
STRUCT,CELL,Sharpe,12,0.16666666666666666,99.75,82.75,0.16666666666666666,0.8333333333333334
STRUCT,CELL,CAGR,12,0.08333333333333333,100.0,91.54166666666667,0.08333333333333333,0.9166666666666666
STRUCT,CELL,MaxDD,12,0.6666666666666666,1.0,33.666666666666664,0.6666666666666666,0.3333333333333333
STRUCT,CLAIM,OOS_Sharpe,12,0.08333333333333333,98.75,85.66666666666667,0.08333333333333333,0.5833333333333334
STRUCT,CLAIM,Sharpe,12,0.16666666666666666,99.75,82.75,0.16666666666666666,0.8333333333333334
STRUCT,CLAIM,CAGR,12,0.08333333333333333,100.0,91.54166666666667,0.08333333333333333,0.9166666666666666
STRUCT,CLAIM,MaxDD,12,0.6666666666666666,1.0,33.666666666666664,0.6666666666666666,0.3333333333333333
