panel,arm,pick_d,pick_cost,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,pass4b,pass4a,fails,all_legs_resolved,unresolved,offset_Sharpe_width
U56,both dials,1,0,1.1321680597138346,0.0937486521752875,1.2709639558974004,-0.12535271693603067,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,CAGR,True,-,0.05203836937432449
U56,offset only @10bps,1,10,1.106464992118818,0.09180019088935776,1.2464726649916749,-0.12580634382376343,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,CAGR,True,-,0.051834806261027655
B136,both dials,1,0,1.1239988415092808,0.07959958874573125,1.119430583038281,-0.1257288041511494,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,CAGR,True,-,0.05185508153697116
B136,offset only @10bps,1,10,1.0983270404159595,0.07734130521045479,1.0898855149546973,-0.1262959243276175,0.0784728360555127,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,CAGR,True,-,0.05155609114842474
SMALL,both dials,1,0,0.9376400192935389,0.038785674468035714,0.5771893609463067,-0.1410452329788331,0.036354056040183824,0.5457546255041629,-0.14158634495022804,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,"H1,H2,CAGR",False,H1,0.022138974632968322
SMALL,offset only @10bps,1,10,0.898065678833579,0.036036143406066534,0.539444119890683,-0.144611282112045,0.036354056040183824,0.5457546255041629,-0.14158634495022804,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,"H1,H2,CAGR",False,H1,0.022115233368600995
