panel,cadence,family,cost,chooser,cell,oos_CAGR,oos_Sharpe,oos_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,bind,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos
B136,M,BAND,10,IS_MINMARG,0.0|0.75,0.1265728852210355,1.0865049316184827,-0.2178946265124928,0.12321570390534275,1.0866711164199916,-0.21789462651249303,1.1944741114258173,0.9970245217209143,L4_DD,False,False,False,False,False
B136,M,BAND,10,IS_CAGRSLACK,0.12|1.0,0.1859590013427579,1.1359864819047953,-0.3172506525783383,0.1804521397520713,1.1393582183641273,-0.3172506525783384,1.2478134628564477,1.0525146134223402,L4_DD,False,False,False,False,False
B136,M,BAND,10,IS_DD,0.0|0.25,0.04174221272273204,1.0871847218139368,-0.07627145015313963,0.04057245622077499,1.0837291306280092,-0.07627145015313985,1.1877755318908152,0.9965202877327016,L5_CAGR,False,False,False,False,False
B136,M,BAND,10,CELL_ALPHA,0.03|0.25,0.041865845437685456,1.0858894337690006,-0.07866640214294329,0.040153765703513145,1.0767423407929217,-0.07866640214294363,1.1725760865901218,0.9995285338782091,L5_CAGR,False,False,False,False,False
B136,M,BAND,25,IS_SHARPE,0.12|1.0,0.18220849551259133,1.1161175752393184,-0.31736115576341384,0.17686583056432426,1.119816441457304,-0.31736115576341395,1.2292117336506825,1.0321509640119064,L4_DD,False,False,False,False,False
B136,M,BAND,25,IS_LEGS,0.12|0.75,0.1358395525649354,1.1188386589292232,-0.2441946204685811,0.13182984434323197,1.1204909971279287,-0.24419462046858076,1.227551660614183,1.0339120948166987,L4_DD,False,False,False,False,False
B136,M,BAND,25,IS_CALMAR,0.12|1.0,0.18220849551259133,1.1161175752393184,-0.31736115576341384,0.17686583056432426,1.119816441457304,-0.31736115576341395,1.2292117336506825,1.0321509640119064,L4_DD,False,False,False,False,False
B136,M,BAND,25,IS_MINMARG,0.08|0.75,0.12844782824569712,1.0637861382711284,-0.24252775105521174,0.12390806228942841,1.068606264984866,-0.24252775105521185,1.1837564796123026,0.9786621974438697,L4_DD,False,False,False,False,False
B136,M,BAND,25,IS_CAGRSLACK,0.12|1.0,0.18220849551259133,1.1161175752393184,-0.31736115576341384,0.17686583056432426,1.119816441457304,-0.31736115576341395,1.2292117336506825,1.0321509640119064,L4_DD,False,False,False,False,False
B136,M,BAND,25,IS_DD,0.0|0.25,0.039839552015923374,1.039437750715045,-0.07666780836002218,0.0387263833960696,1.0360548449305547,-0.0766678083600224,1.140767168145744,0.9480518734986955,L5_CAGR,False,False,False,False,False
B136,M,BAND,25,CELL_ALPHA,0.03|0.25,0.04018779144897677,1.0436804317944925,-0.07892114688185203,0.038525221432379686,1.0343735093057065,-0.07892114688185181,1.1306418991974951,0.9566004196214569,L5_CAGR,False,False,False,False,False
B136,M,BAND,50,IS_SHARPE,0.12|1.0,0.17597883485733545,1.0828542557051393,-0.31754532773853994,0.17090789685920238,1.0870714655254814,-0.31754532773853994,1.1979819243147274,0.9980763146593258,L4_DD,False,False,False,False,False
B136,M,BAND,50,IS_LEGS,0.12|0.75,0.1312791543327354,1.084775753897924,-0.2443538350810074,0.1274615580552103,1.0870226698668426,-0.24435383508100716,1.1957232363538532,0.9990062159636286,L4_DD,False,False,False,False,False
B136,M,BAND,50,IS_CALMAR,0.12|1.0,0.17597883485733545,1.0828542557051393,-0.31754532773853994,0.17090789685920238,1.0870714655254814,-0.31754532773853994,1.1979819243147274,0.9980763146593258,L4_DD,False,False,False,False,False
B136,M,BAND,50,IS_MINMARG,0.12|0.75,0.1312791543327354,1.084775753897924,-0.2443538350810074,0.1274615580552103,1.0870226698668426,-0.24435383508100716,1.1957232363538532,0.9990062159636286,L4_DD,False,False,False,False,False
B136,M,BAND,50,IS_CAGRSLACK,0.12|1.0,0.17597883485733545,1.0828542557051393,-0.31754532773853994,0.17090789685920238,1.0870714655254814,-0.31754532773853994,1.1979819243147274,0.9980763146593258,L4_DD,False,False,False,False,False
B136,M,BAND,50,IS_DD,0.03|0.25,0.037396201448732125,0.9728709485872442,-0.07934572144669927,0.03581583776612107,0.9632807199190482,-0.07934572144669938,1.0601839681739091,0.8846440050293863,L5_CAGR,False,False,False,False,False
B136,M,BAND,50,CELL_ALPHA,0.03|0.25,0.037396201448732125,0.9728709485872442,-0.07934572144669927,0.03581583776612107,0.9632807199190482,-0.07934572144669938,1.0601839681739091,0.8846440050293863,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,0,IS_SHARPE,0.08|0.16,0.10080486227167129,1.042121871558909,-0.1936744174294941,0.1003113626874097,1.087713019329906,-0.19367441742949387,1.3233920300718693,0.8951552339701486,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,0,IS_LEGS,0.1|0.04,0.12560712335779334,1.0912800931789992,-0.23118803824856438,0.12357888729772615,1.1049171255182832,-0.23118803824856426,1.2727542678041035,0.9603409386017014,L4_DD,False,False,False,False,False
B136,M,DRIFT,0,IS_CALMAR,0.06|0.02,0.07794871766670264,1.0551003467617976,-0.16540803971681295,0.07609712927731227,1.08404865828794,-0.16540803971681273,1.3109698205909925,0.8960178032599022,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,0,IS_MINMARG,0.1|0.04,0.12560712335779334,1.0912800931789992,-0.23118803824856438,0.12357888729772615,1.1049171255182832,-0.23118803824856426,1.2727542678041035,0.9603409386017014,L4_DD,False,False,False,False,False
B136,M,DRIFT,0,IS_CAGRSLACK,0.12|0.04,0.1407190322161469,1.0785477632461993,-0.25437812032529517,0.13906994050720134,1.094249906949604,-0.25437812032529483,1.2436658491649404,0.966962680495145,L4_DD,False,False,False,False,False
B136,M,DRIFT,0,IS_DD,0.06|0.02,0.07794871766670264,1.0551003467617976,-0.16540803971681295,0.07609712927731227,1.08404865828794,-0.16540803971681273,1.3109698205909925,0.8960178032599022,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,0,CELL_ALPHA,0.06|0.02,0.07794871766670264,1.0551003467617976,-0.16540803971681295,0.07609712927731227,1.08404865828794,-0.16540803971681273,1.3109698205909925,0.8960178032599022,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,10,IS_SHARPE,0.08|0.16,0.09788634938313545,1.0146752926803984,-0.1939385438578488,0.09758558870611078,1.0607305382705887,-0.19393854385784837,1.2970289515252154,0.8675369955837469,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,10,IS_LEGS,0.1|0.04,0.12213374809168243,1.0643664443621972,-0.23149150201403668,0.1202681949675497,1.0784369893842332,-0.23149150201403712,1.2470506976923932,0.9331049288952332,L4_DD,False,False,False,False,False
B136,M,DRIFT,10,IS_CALMAR,0.06|0.02,0.07569296488646482,1.0267528266587718,-0.16574014521789626,0.07399492379858019,1.0561531941459157,-0.16574014521789593,1.2838285238540101,0.8673606124142764,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,10,IS_MINMARG,0.1|0.04,0.12213374809168243,1.0643664443621972,-0.23149150201403668,0.1202681949675497,1.0784369893842332,-0.23149150201403712,1.2470506976923932,0.9331049288952332,L4_DD,False,False,False,False,False
B136,M,DRIFT,10,IS_CAGRSLACK,0.12|0.04,0.1368533669344152,1.0525717876619223,-0.2547542424771785,0.13538166320662737,1.0686814849703896,-0.2547542424771786,1.2188485443668535,0.9406311059960532,L4_DD,False,False,False,False,False
B136,M,DRIFT,10,IS_DD,0.06|0.02,0.07569296488646482,1.0267528266587718,-0.16574014521789626,0.07399492379858019,1.0561531941459157,-0.16574014521789593,1.2838285238540101,0.8673606124142764,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,10,CELL_ALPHA,0.06|0.02,0.07569296488646482,1.0267528266587718,-0.16574014521789626,0.07399492379858019,1.0561531941459157,-0.16574014521789593,1.2838285238540101,0.8673606124142764,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,25,IS_SHARPE,0.08|0.16,0.09352142527287044,0.9733503063025363,-0.19433473350038033,0.09350811274919368,1.0200940533901914,-0.19433473350038044,1.2572785002522922,0.8259828535144993,L5_CAGR,False,False,False,False,False
B136,M,DRIFT,25,IS_LEGS,0.1|0.04,0.11694155698740771,1.0238360959538482,-0.23194669766224585,0.11531836355710356,1.0385554124396006,-0.23194669766224596,1.2083072807592306,0.8921130390701452,L4_DD,False,False,False,False,False
B136,M,DRIFT,25,IS_CALMAR,0.06|0.02,0.0723172081829937,0.9840647035730699,-0.16623830346952062,0.07084844340700114,1.0141390571516722,-0.1662383034695213,1.2429085931118848,0.8242364063556116,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,25,IS_MINMARG,0.1|0.04,0.11694155698740771,1.0238360959538482,-0.23194669766224585,0.11531836355710356,1.0385554124396006,-0.23194669766224596,1.2083072807592306,0.8921130390701452,L4_DD,False,False,False,False,False
B136,M,DRIFT,25,IS_CAGRSLACK,0.12|0.04,0.13107654834529514,1.0134436026846245,-0.2553184257050043,0.12986891510926135,1.0301670692913043,-0.2553184257050044,1.181443192843938,0.9009873921421074,L4_DD,False,False,False,False,False
B136,M,DRIFT,25,IS_DD,0.06|0.02,0.0723172081829937,0.9840647035730699,-0.16623830346952062,0.07084844340700114,1.0141390571516722,-0.1662383034695213,1.2429085931118848,0.8242364063556116,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,25,CELL_ALPHA,0.06|0.02,0.0723172081829937,0.9840647035730699,-0.16623830346952062,0.07084844340700114,1.0141390571516722,-0.1662383034695213,1.2429085931118848,0.8242364063556116,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,50,IS_SHARPE,0.08|0.16,0.08628068795102961,0.9041196364838606,-0.1949950495712668,0.08674205082825837,0.9519886338529429,-0.19499504957126723,1.1905318704352255,0.7564463622824747,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,50,IS_LEGS,0.1|0.04,0.10833537065149179,0.9559119876206471,-0.23270535707592743,0.1071116977480675,0.9717075888093731,-0.23270535707592732,1.1432827680506086,0.8234795040386217,L2_H2|L4_DD,False,False,False,False,False
B136,M,DRIFT,50,IS_CALMAR,0.06|0.02,0.06671188270642081,0.9125344893114372,-0.16706856722222874,0.06562247064324289,0.9437198566782072,-0.16706856722222851,1.1742103326787088,0.7520570644575889,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,50,IS_MINMARG,0.1|0.08,0.10900355476452339,0.9610343090199827,-0.23270535707592732,0.10728117628805123,0.9719889837802947,-0.23270535707592754,1.137094175639157,0.8289713876924251,L4_DD,False,False,False,False,False
B136,M,DRIFT,50,IS_CAGRSLACK,0.12|0.04,0.1215060758519162,0.947842585546959,-0.25625873108471386,0.12073323181324591,0.9655949244665004,-0.25625873108471386,1.1186707798077218,0.8345759407522246,L4_DD,False,False,False,False,False
B136,M,DRIFT,50,IS_DD,0.06|0.02,0.06671188270642081,0.9125344893114372,-0.16706856722222874,0.06562247064324289,0.9437198566782072,-0.16706856722222851,1.1742103326787088,0.7520570644575889,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,DRIFT,50,CELL_ALPHA,0.06|0.02,0.06671188270642081,0.9125344893114372,-0.16706856722222874,0.06562247064324289,0.9437198566782072,-0.16706856722222851,1.1742103326787088,0.7520570644575889,L2_H2|L5_CAGR,False,False,False,False,False
B136,M,MADIST,0,IS_SHARPE,10|1.0,0.319355790216838,1.2774883343055314,-0.2884304723505091,0.29834763910173656,1.2731414921962025,-0.28843047235050934,1.34107120287732,1.2250087868734023,L4_DD,False,False,False,False,False
B136,M,MADIST,0,IS_LEGS,10|0.5,0.15438545552632288,1.2574228656324848,-0.15474417852911349,0.1444793110509759,1.2555396434113355,-0.15474417852911304,1.3258722327392674,1.2055807689250169,none,True,True,True,False,False
B136,M,MADIST,0,IS_CALMAR,10|1.0,0.319355790216838,1.2774883343055314,-0.2884304723505091,0.29834763910173656,1.2731414921962025,-0.28843047235050934,1.34107120287732,1.2250087868734023,L4_DD,False,False,False,False,False
B136,M,MADIST,0,IS_MINMARG,10|0.5,0.15438545552632288,1.2574228656324848,-0.15474417852911349,0.1444793110509759,1.2555396434113355,-0.15474417852911304,1.3258722327392674,1.2055807689250169,none,True,True,True,False,False
B136,M,MADIST,0,IS_CAGRSLACK,5|1.0,0.4392893198899104,1.4012609760845458,-0.3127134289892932,0.38568024132472023,1.331083921948099,-0.31271342898929333,1.2770341742727016,1.3849705775885803,L4_DD,False,False,False,False,False
B136,M,MADIST,0,IS_DD,ALL|0.25,0.04084704551481222,1.1063218025878172,-0.07554320170849615,0.03963405427355826,1.09402354929041,-0.07554320170849615,1.1888412487467093,1.0125785206380213,L5_CAGR,False,False,False,False,False
B136,M,MADIST,0,CELL_ALPHA,10|0.25,0.07580482589254545,1.2467762834315324,-0.08026068007083231,0.07101399472634728,1.2463083594498563,-0.08026068007083209,1.3180978018891447,1.1952974974705473,L5_CAGR,False,False,False,True,True
B136,M,MADIST,10,IS_SHARPE,10|1.0,0.3051820017140674,1.2326420360023038,-0.2892623410316649,0.28545476811591786,1.2289882228490345,-0.2892623410316649,1.2974986573534923,1.180048165811356,L4_DD,False,False,False,False,False
B136,M,MADIST,10,IS_LEGS,10|0.5,0.14809686821688572,1.212179722357664,-0.15524483697729652,0.1387227267815414,1.2109696301234592,-0.15524483697729652,1.2818584861208129,1.1602133670410177,none,True,True,True,False,False
B136,M,MADIST,10,IS_CALMAR,10|1.0,0.3051820017140674,1.2326420360023038,-0.2892623410316649,0.28545476811591786,1.2289882228490345,-0.2892623410316649,1.2974986573534923,1.180048165811356,L4_DD,False,False,False,False,False
B136,M,MADIST,10,IS_MINMARG,10|0.5,0.14809686821688572,1.212179722357664,-0.15524483697729652,0.1387227267815414,1.2109696301234592,-0.15524483697729652,1.2818584861208129,1.1602133670410177,none,True,True,True,False,False
B136,M,MADIST,10,IS_CAGRSLACK,5|1.0,0.42171224314789213,1.359092362887419,-0.31377656823349065,0.3696102544299764,1.2885378356392858,-0.31377656823349065,1.2337444172693028,1.3427954532835027,L4_DD,False,False,False,False,False
B136,M,MADIST,10,IS_DD,ALL|0.25,0.0394578653874873,1.0704100394238298,-0.07582035410703791,0.038303278393134965,1.0587797421984746,-0.0758203541070378,1.1548765693660779,0.9760486232152223,L5_CAGR,False,False,False,False,False
B136,M,MADIST,10,CELL_ALPHA,10|0.25,0.0728470822303029,1.2012777146336129,-0.08053531142695303,0.06829618279067984,1.2014573383660399,-0.08053531142695314,1.273768112366788,1.149670630837308,L5_CAGR,False,False,False,True,True
B136,M,MADIST,25,IS_SHARPE,10|1.0,0.28418030900861657,1.1649306613497372,-0.2905101440533985,0.26633280741257703,1.1623346777062866,-0.2905101440533985,1.2317101725031583,1.1121889197441603,L4_DD,False,False,False,False,False
B136,M,MADIST,25,IS_LEGS,10|0.5,0.1387222873199121,1.1438707377879531,-0.1559958246495715,0.13013703023647727,1.143688340440101,-0.15599582464957173,1.2154055876422074,1.0917413989988862,none,True,True,True,False,False
B136,M,MADIST,25,IS_CALMAR,10|1.0,0.28418030900861657,1.1649306613497372,-0.2905101440533985,0.26633280741257703,1.1623346777062866,-0.2905101440533985,1.2317101725031583,1.1121889197441603,L4_DD,False,False,False,False,False
B136,M,MADIST,25,IS_MINMARG,10|0.5,0.1387222873199121,1.1438707377879531,-0.1559958246495715,0.13013703023647727,1.143688340440101,-0.15599582464957173,1.2154055876422074,1.0917413989988862,none,True,True,True,False,False
B136,M,MADIST,25,IS_CAGRSLACK,5|1.0,0.39571045524048953,1.2954036413642882,-0.3153712770997862,0.34582095833046433,1.224302367869227,-0.3153712770997861,1.1684059117733643,1.2791040786525403,L4_DD,False,False,False,False,False
B136,M,MADIST,25,IS_DD,ALL|0.25,0.037377122245925376,1.016177290220619,-0.07623608270484927,0.036309886819104964,1.0055822838737454,-0.07623608270485005,1.1036059639895295,0.9209179719529184,L5_CAGR,False,False,False,False,False
B136,M,MADIST,25,CELL_ALPHA,10|0.25,0.06842430950033584,1.1325834931122842,-0.08094725846113449,0.06423118237768333,1.133752207170833,-0.08094725846113426,1.2068387972557126,1.0808072931041903,L5_CAGR,False,False,False,True,True
B136,M,MADIST,50,IS_SHARPE,10|1.0,0.24985804155930125,1.0511040439431134,-0.2925898157562875,0.23503466699367404,1.0503143852412373,-0.29258981575628784,1.121109618365329,0.9981792399820079,L4_DD,False,False,False,False,False
B136,M,MADIST,50,IS_LEGS,10|0.5,0.12325229977474983,1.029046796237621,-0.15724747077003032,0.1159577877996203,1.0306199579245345,-0.15724747077002998,1.1036959189872326,0.9767088889363793,none,True,True,True,False,False
B136,M,MADIST,50,IS_CALMAR,10|1.0,0.24985804155930125,1.0511040439431134,-0.2925898157562875,0.23503466699367404,1.0503143852412373,-0.29258981575628784,1.121109618365329,0.9981792399820079,L4_DD,False,False,False,False,False
B136,M,MADIST,50,IS_MINMARG,40|0.75,0.11308074874798368,0.8906520867383657,-0.22826820272045045,0.11215663997680303,0.9104578165540487,-0.22826820272045056,1.0217494238965228,0.8165037487220866,L2_H2|L4_DD,False,False,False,False,False
B136,M,MADIST,50,IS_CAGRSLACK,5|1.0,0.3533283572542343,1.1882695566848056,-0.3180291252102787,0.3070007980520888,1.1163145760257325,-0.3180291252102786,1.058621133842765,1.1719850674349688,L4_DD,False,False,False,False,False
B136,M,MADIST,50,IS_DD,ALL|0.25,0.033917275542836745,0.9249645667212104,-0.0769289637012035,0.03299494833160188,0.916178659010184,-0.07692896370120328,1.0174257416101211,0.8282906729129893,L5_CAGR,False,False,False,False,False
B136,M,MADIST,50,CELL_ALPHA,10|0.25,0.06108979740119924,1.0171151708313164,-0.08163383685143677,0.057487320735809755,1.0199747501535328,-0.08163383685143666,1.0943321992800341,0.9651201065424801,L5_CAGR,False,False,False,False,True
B136,M,MOM,0,IS_SHARPE,20|1.0,0.2234220556039328,1.0628000937938897,-0.33629229187868737,0.2311439509563875,1.1517951672960636,-0.3362922918786876,1.3792465740441127,0.9756224800305768,L4_DD,False,False,False,False,False
B136,M,MOM,0,IS_LEGS,20|0.75,0.1665085154994579,1.0584630790028589,-0.26066677445919983,0.17166964175604305,1.147591672128324,-0.2606667744591997,1.3744605415024145,0.9707521025737154,L4_DD,False,False,False,False,False
B136,M,MOM,0,IS_CALMAR,20|1.0,0.2234220556039328,1.0628000937938897,-0.33629229187868737,0.2311439509563875,1.1517951672960636,-0.3362922918786876,1.3792465740441127,0.9756224800305768,L4_DD,False,False,False,False,False
B136,M,MOM,0,IS_MINMARG,10|0.5,0.1260178215629062,1.0268472091010448,-0.19228840132711023,0.128631658938273,1.1155219682790303,-0.19228840132711,1.3283750298394783,0.9549977735402877,none,True,True,True,False,False
B136,M,MOM,0,IS_CAGRSLACK,5|1.0,0.37747025923758515,1.2089614421244868,-0.3962330317774245,0.34824600810578143,1.212715543275965,-0.3962330317774244,1.2764724439448327,1.17777801888022,L4_DD,False,False,False,False,False
B136,M,MOM,0,IS_DD,ALL|0.25,0.04086623088952446,1.1069456194686482,-0.07554320170849627,0.03965110629296409,1.0948781444755222,-0.07554320170849671,1.1900275311500874,1.0132235360680049,L5_CAGR,False,False,False,False,False
B136,M,MOM,0,CELL_ALPHA,10|0.25,0.06248588852311565,1.0181093847986966,-0.09990152068786351,0.06360937054832583,1.1087226679989537,-0.09990152068786362,1.3235910399992656,0.9461783902051519,L5_CAGR,False,False,False,False,False
B136,M,MOM,10,IS_SHARPE,20|1.0,0.212858448514734,1.0218027872016253,-0.33675172386421526,0.2209011472633009,1.1096562277644797,-0.33675172386421526,1.3341990495513736,0.935502413467969,L4_DD,False,False,False,False,False
B136,M,MOM,10,IS_LEGS,20|0.75,0.15892392460209437,1.0171499118739928,-0.2610525610883292,0.16432765610475863,1.1051657663134113,-0.26105256108832897,1.3291819893212284,0.9303199112360657,L4_DD,False,False,False,False,False
B136,M,MOM,10,IS_CALMAR,20|1.0,0.212858448514734,1.0218027872016253,-0.33675172386421526,0.2209011472633009,1.1096562277644797,-0.33675172386421526,1.3341990495513736,0.935502413467969,L4_DD,False,False,False,False,False
B136,M,MOM,10,IS_MINMARG,10|0.5,0.11980190613903718,0.9820802949784823,-0.1926903448148639,0.12274288547585743,1.0699645151888255,-0.19269034481486425,1.2799330888802367,0.911273086926445,none,True,True,True,False,False
B136,M,MOM,10,IS_CAGRSLACK,5|1.0,0.3594987745891942,1.1659253642966734,-0.3969539109926935,0.33137555477375513,1.1676709324026064,-0.3969539109926936,1.2270758792445877,1.1355178213429131,L4_DD,False,False,False,False,False
B136,M,MOM,10,IS_DD,ALL|0.25,0.03947726558777487,1.071038172915574,-0.0758203541070378,0.03832109925082072,1.0596462802371533,-0.0758203541070378,1.156083361032754,0.9766980160294773,L5_CAGR,False,False,False,False,False
B136,M,MOM,10,CELL_ALPHA,10|0.25,0.05953002464878909,0.9730046373708657,-0.10012815891541815,0.06081226899717751,1.0628129010906004,-0.10012815891541815,1.274788053278364,0.9021114194311478,L5_CAGR,False,False,False,False,False
B136,M,MOM,25,IS_SHARPE,20|1.0,0.19716861242537442,0.9600114164708218,-0.3374408718425067,0.20568212166930855,1.046112534045918,-0.3374408718425066,1.2661693063518988,0.875064969465763,L4_DD,False,False,False,False,False
B136,M,MOM,25,IS_LEGS,20|0.75,0.14763117690645267,0.9548812255936268,-0.2616312410320226,0.15339307767376886,1.0411881005242443,-0.2616312410320223,1.2608022729545636,0.8694114092190834,L4_DD,False,False,False,False,False
B136,M,MOM,25,IS_CALMAR,20|1.0,0.19716861242537442,0.9600114164708218,-0.3374408718425067,0.20568212166930855,1.046112534045918,-0.3374408718425066,1.2661693063518988,0.875064969465763,L4_DD,False,False,False,False,False
B136,M,MOM,25,IS_MINMARG,10|0.5,0.11053652613048359,0.9145771393942027,-0.1932932600464956,0.1139619655594688,1.0012418701604326,-0.1932932600464956,1.2067613730926592,0.8453754686992773,none,True,True,True,False,False
B136,M,MOM,25,IS_CAGRSLACK,5|1.0,0.33293938794880873,1.10095447355106,-0.39803522981559647,0.30642789501170276,1.099679750982166,-0.3980352298155967,1.152501862889299,1.0717370472789565,L4_DD,False,False,False,False,False
B136,M,MOM,25,IS_DD,ALL|0.25,0.03739684333525761,1.0168112272706267,-0.07623608270485027,0.03632885676311792,1.0064653870791214,-0.07623608270485005,1.1048412875610685,0.9215732579858462,L5_CAGR,False,False,False,False,False
B136,M,MOM,25,CELL_ALPHA,10|0.25,0.055110252030972307,0.9049921207028663,-0.10046811625674978,0.056629128623812974,0.9935585334308564,-0.10046811625675,1.2010703978548025,0.8356980790808554,L5_CAGR,False,False,False,False,False
B136,M,MOM,50,IS_SHARPE,20|1.0,0.17142885285936904,0.856388637014057,-0.3385894518063256,0.18069983187335992,0.9394782241753941,-0.3385894518063255,1.1517680525457252,0.7737916928143818,L2_H2|L3_OOS|L4_DD,False,False,False,False,False
B136,M,MOM,50,IS_LEGS,20|1.0,0.17142885285936904,0.856388637014057,-0.3385894518063256,0.18069983187335992,0.9394782241753941,-0.3385894518063255,1.1517680525457252,0.7737916928143818,L2_H2|L3_OOS|L4_DD,False,False,False,False,False
B136,M,MOM,50,IS_CALMAR,20|1.0,0.17142885285936904,0.856388637014057,-0.3385894518063256,0.18069983187335992,0.9394782241753941,-0.3385894518063255,1.1517680525457252,0.7737916928143818,L2_H2|L3_OOS|L4_DD,False,False,False,False,False
B136,M,MOM,50,IS_MINMARG,10|0.5,0.09524903181908084,0.8013292392578095,-0.19429811876588077,0.09946541875881665,0.8858883295660436,-0.1942981187658811,1.0837163280614632,0.7349029881755439,L2_H2|L3_OOS|L5_CAGR,False,False,False,False,False
B136,M,MOM,50,IS_CAGRSLACK,5|1.0,0.28971593468173307,0.9917429270452071,-0.3998374278537695,0.26578704314332424,0.9854422696688264,-0.39983742785376963,1.027219086295645,0.9645664436358352,L4_DD,False,False,False,False,False
B136,M,MOM,50,IS_DD,ALL|0.25,0.03393752786080473,0.9256064611946139,-0.07692896370120328,0.0330158223294954,0.9170859682894779,-0.07692896370120317,1.0187029997737114,0.8289540674227577,L5_CAGR,False,False,False,False,False
B136,M,MOM,50,CELL_ALPHA,10|0.25,0.04778121730972451,0.7908923480823516,-0.10103471182563606,0.0496904738653321,0.8773145027423362,-0.10103471182563606,1.0771088310570127,0.7243638648184271,L2_H2|L3_OOS|L5_CAGR,False,False,False,False,False
B136,M,STOP,0,IS_SHARPE,0.3|1.0,0.1768545688802876,1.0999788170738267,-0.32030023147270115,0.17090135048505894,1.1017188600460912,-0.32030023147270104,1.2119750583006126,1.014515352126278,L4_DD,False,False,False,False,False
B136,M,STOP,0,IS_LEGS,0.3|0.75,0.13208759705756346,1.1042716280189775,-0.24627585910623373,0.12758324425655676,1.103426251336086,-0.24627585910623395,1.2105615819282722,1.0178456244531344,L4_DD,False,False,False,False,False
B136,M,STOP,0,IS_CALMAR,0.3|1.0,0.1768545688802876,1.0999788170738267,-0.32030023147270115,0.17090135048505894,1.1017188600460912,-0.32030023147270104,1.2119750583006126,1.014515352126278,L4_DD,False,False,False,False,False
B136,M,STOP,0,IS_MINMARG,0.3|0.75,0.13208759705756346,1.1042716280189775,-0.24627585910623373,0.12758324425655676,1.103426251336086,-0.24627585910623395,1.2105615819282722,1.0178456244531344,L4_DD,False,False,False,False,False
