rule,threshold,IS_accuracy,OOS_accuracy,predicted_rate
CHAR,0.05,0.42857142857142855,0.49271137026239065,0.9737609329446064
CHAR,0.1,0.4489795918367347,0.5131195335276968,0.9475218658892128
CHAR,0.15,0.4752186588921283,0.5393586005830904,0.9037900874635568
CHAR,0.2,0.5306122448979592,0.5714285714285714,0.8425655976676385
CHAR,0.25,0.5510204081632653,0.597667638483965,0.7755102040816326
CHAR,0.3,0.597667638483965,0.6151603498542274,0.7055393586005831
CHAR,0.35,0.6268221574344023,0.6501457725947521,0.6297376093294461
CHAR,0.4,0.6384839650145773,0.6268221574344023,0.5422740524781341
CHAR,0.45,0.6588921282798834,0.6064139941690962,0.446064139941691
CHAR,0.5,0.6705539358600583,0.5714285714285714,0.3294460641399417
CHAR,0.55,0.6443148688046647,0.5451895043731778,0.20408163265306123
CHAR,0.6,0.641399416909621,0.5247813411078717,0.11370262390670553
CHAR,0.65,0.641399416909621,0.5306122448979592,0.0728862973760933
CHAR,0.7,0.6326530612244898,0.5335276967930029,0.04664723032069971
CHAR,0.75,0.6122448979591837,0.5306122448979592,0.026239067055393587
CHAR,0.8,0.6122448979591837,0.5189504373177842,0.014577259475218658
CHAR,0.85,0.6005830903790087,0.5189504373177842,0.0029154518950437317
CHAR,0.9,0.597667638483965,0.521865889212828,0.0
CHAR,0.95,0.597667638483965,0.521865889212828,0.0
CHAR+s,0.05,0.4402332361516035,0.5102040816326531,0.9620991253644315
CHAR+s,0.1,0.47230320699708456,0.5422740524781341,0.924198250728863
CHAR+s,0.15,0.4956268221574344,0.565597667638484,0.8950437317784257
CHAR+s,0.2,0.5451895043731778,0.5860058309037901,0.8163265306122449
CHAR+s,0.25,0.5685131195335277,0.60932944606414,0.7696793002915452
CHAR+s,0.3,0.60932944606414,0.6443148688046647,0.6880466472303207
CHAR+s,0.35,0.6268221574344023,0.6559766763848397,0.6297376093294461
CHAR+s,0.4,0.6705539358600583,0.641399416909621,0.5393586005830904
CHAR+s,0.45,0.6997084548104956,0.6355685131195336,0.4518950437317784
CHAR+s,0.5,0.6822157434402333,0.6064139941690962,0.3294460641399417
CHAR+s,0.55,0.6763848396501457,0.5830903790087464,0.24198250728862974
CHAR+s,0.6,0.6443148688046647,0.5568513119533528,0.15160349854227406
CHAR+s,0.65,0.6384839650145773,0.5335276967930029,0.09329446064139942
CHAR+s,0.7,0.6239067055393586,0.5247813411078717,0.061224489795918366
CHAR+s,0.75,0.6151603498542274,0.5276967930029155,0.03498542274052478
CHAR+s,0.8,0.60932944606414,0.5276967930029155,0.01749271137026239
CHAR+s,0.85,0.6064139941690962,0.5247813411078717,0.008746355685131196
CHAR+s,0.9,0.6005830903790087,0.5189504373177842,0.0029154518950437317
CHAR+s,0.95,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.05,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.1,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.15,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.2,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.25,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.3,0.40233236151603496,0.478134110787172,1.0
S_ONLY,0.35,0.4897959183673469,0.4897959183673469,0.7551020408163265
S_ONLY,0.4,0.5597667638483965,0.46647230320699706,0.5102040816326531
S_ONLY,0.45,0.5947521865889213,0.4198250728862974,0.2653061224489796
S_ONLY,0.5,0.6005830903790087,0.5131195335276968,0.02040816326530612
S_ONLY,0.55,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.6,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.65,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.7,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.75,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.8,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.85,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.9,0.597667638483965,0.521865889212828,0.0
S_ONLY,0.95,0.597667638483965,0.521865889212828,0.0
R_THRESH,0.05,0.6064139941690962,0.5247813411078717,0.14285714285714285
R_THRESH,0.1,0.60932944606414,0.521865889212828,0.1457725947521866
R_THRESH,0.15,0.597667638483965,0.5451895043731778,0.2857142857142857
R_THRESH,0.2,0.6064139941690962,0.6180758017492711,0.4110787172011662
R_THRESH,0.25,0.6005830903790087,0.6180758017492711,0.42857142857142855
R_THRESH,0.3,0.6005830903790087,0.6180758017492711,0.42857142857142855
R_THRESH,0.35,0.5918367346938775,0.685131195335277,0.5539358600583091
R_THRESH,0.4,0.5918367346938775,0.6967930029154519,0.5714285714285714
R_THRESH,0.45,0.5918367346938775,0.6967930029154519,0.5714285714285714
R_THRESH,0.5,0.5947521865889213,0.6938775510204082,0.5743440233236151
R_THRESH,0.55,0.5889212827988338,0.6705539358600583,0.7142857142857143
R_THRESH,0.6,0.5889212827988338,0.6705539358600583,0.7142857142857143
R_THRESH,0.65,0.5889212827988338,0.6705539358600583,0.7142857142857143
R_THRESH,0.7,0.5889212827988338,0.6705539358600583,0.7142857142857143
R_THRESH,0.75,0.5685131195335277,0.6326530612244898,0.7813411078717201
R_THRESH,0.8,0.5160349854227405,0.6034985422740525,0.8571428571428571
R_THRESH,0.85,0.5160349854227405,0.6034985422740525,0.8571428571428571
R_THRESH,0.9,0.5160349854227405,0.6034985422740525,0.8571428571428571
R_THRESH,0.95,0.5160349854227405,0.6034985422740525,0.8571428571428571
R_THRESH,1.0,0.5160349854227405,0.6034985422740525,0.8571428571428571
