panel,family,k,IS_p4b_rate,OOS_p4b_rate,IS_Sharpe_med,OOS_Sharpe_med,OOS_CAGR_med,OOS_MaxDD_med
U56,EWALL,36,0.5,0.025,1.1071131017209872,1.1159274567081516,0.13526063277278444,-0.2265299748586992
U56,EWALL,24,0.325,0.175,1.0673869599276147,1.0843299564008682,0.1308360541852931,-0.22801364504843885
B136,EWALL,24,0.125,0.0,1.1164763136826563,1.0683767567326985,0.13869743481183927,-0.2537087748947361
U56,EWALL,12,0.125,0.125,1.048731500243588,1.054115503464457,0.1373196592768312,-0.23489216582117178
U56,BAND,12,0.1,0.125,0.9587743446820416,1.1394046795733304,0.09377555002350002,-0.11946811593901618
U56,TOP10,24,0.1,0.4,0.8517619468859403,1.1146921650406232,0.13418512221924106,-0.1790132788464014
B136,TOP10,36,0.075,0.15,0.9341633820082152,0.9131562841943734,0.11852057864805832,-0.20294915916317546
B136,EWALL,12,0.05,0.0,1.1060380977255604,1.0568525658930472,0.14192247231591604,-0.2540563766276738
B136,BAND,12,0.05,0.1,1.0415626385653485,0.9978367098238506,0.0827773342836875,-0.13242700876064478
U56,TOP10,12,0.05,0.15,0.8778446906476371,1.0895568459189753,0.0989320672904277,-0.1285443677006528
B136,EWALL,36,0.025,0.0,1.1206776543737664,1.0781338840865833,0.13907502596769816,-0.25271651393166544
B136,TOP10,12,0.025,0.075,0.9571589874175832,0.9366400062653428,0.07920994589440877,-0.15498644185578458
B136,TOP10,24,0.025,0.375,0.8824981623242956,0.9687006477420266,0.11399541251887924,-0.19006017276233073
U56,TOP10,36,0.025,0.45,0.8813005517547092,1.0574796512095177,0.14085470040476678,-0.18880810588732894
U56,BAND,36,0.0,0.0,1.0748152246942773,1.2479601480989524,0.09289588569743934,-0.11606863583429516
B136,BAND,36,0.0,0.0,1.0743477811604363,1.0844498713429145,0.08036700343189718,-0.1227113518858679
U56,BAND,24,0.0,0.0,1.06208385333144,1.2206845849963448,0.09062450787739607,-0.11537654484564819
B136,BAND,24,0.0,0.0,1.0264174988784116,1.0762056819921109,0.08082635849621289,-0.12637329807877362
SMALL439,EWALL,24,0.0,0.0,0.7169150934728317,0.5569884702067487,0.09166382006184925,-0.39042363652081685
SMALL439,EWALL,36,0.0,0.0,0.6846676641435016,0.5959847930070534,0.1012699497534465,-0.368918713851764
SMALL439,EWALL,12,0.0,0.0,0.5994613862894991,0.5036090904921706,0.08636005360058707,-0.4536291206310394
SMALL439,BAND,36,0.0,0.0,0.507537333601116,0.5128843556619723,0.04187120789421428,-0.18401240126325202
SMALL439,BAND,12,0.0,0.0,0.43622497444271113,0.33370281671517865,0.02984770748902421,-0.24119671604643256
SMALL439,BAND,24,0.0,0.0,0.41362074725008,0.3842011648559577,0.031152102466448173,-0.20330896595992615
SMALL439,TOP10,24,0.0,0.0,0.36114811100088395,0.12037414557885656,0.007210645057837639,-0.320881752317282
SMALL439,TOP10,36,0.0,0.0,0.34088290490155454,0.2643475393734446,0.02926223146403506,-0.348539103866928
SMALL439,TOP10,12,0.0,0.0,0.32474331386126065,0.1364558429704919,0.008134873547609889,-0.23170767506247286
