panel,dialset,dial,split,spacing,arm,x,z_IS_Sharpe,z_IS_CAGR
B136,B,cadence,CAL,ORD,FREQ_D,-1.0,-1.5419129843725015,-1.5530092774483921
B136,B,cadence,CAL,ORD,FREQ_W,-0.33333333333333337,0.02192052189109778,-0.020694861357556407
B136,B,cadence,CAL,ORD,FREQ_M,0.33333333333333326,0.27686307343461447,0.36884396623682264
B136,B,cadence,CAL,ORD,FREQ_Q,1.0,1.243129389046791,1.204860172569126
B136,B,cadence,CAL,VAL,FREQ_D,-1.0,-1.5419129843725015,-1.5530092774483921
B136,B,cadence,CAL,VAL,FREQ_W,-0.22308202908195462,0.02192052189109778,-0.020694861357556407
B136,B,cadence,CAL,VAL,FREQ_M,0.4696709804438597,0.27686307343461447,0.36884396623682264
B136,B,cadence,CAL,VAL,FREQ_Q,1.0,1.243129389046791,1.204860172569126
B136,B,gross,CAL,ORD,G0.25,-1.0,-1.4818174520201584,-1.4636074227125448
B136,B,gross,CAL,ORD,G0.40,-0.6,-0.874877412651302,-0.87866107977651
B136,B,gross,CAL,ORD,G0.55,-0.19999999999999996,-0.2783859570100089,-0.2929678553579207
B136,B,gross,CAL,ORD,G0.70,0.20000000000000018,0.3076696736836354,0.2929805291765987
B136,B,gross,CAL,ORD,G0.85,0.6000000000000001,0.8824353688191114,0.8786735752949507
B136,B,gross,CAL,ORD,G1.00,1.0,1.4449757791787223,1.4635822533754261
B136,B,gross,CAL,VAL,G0.25,-1.0,-1.4818174520201584,-1.4636074227125448
B136,B,gross,CAL,VAL,G0.40,-0.5999999999999999,-0.874877412651302,-0.87866107977651
B136,B,gross,CAL,VAL,G0.55,-0.19999999999999984,-0.2783859570100089,-0.2929678553579207
B136,B,gross,CAL,VAL,G0.70,0.19999999999999996,0.3076696736836354,0.2929805291765987
B136,B,gross,CAL,VAL,G0.85,0.5999999999999999,0.8824353688191114,0.8786735752949507
B136,B,gross,CAL,VAL,G1.00,1.0,1.4449757791787223,1.4635822533754261
B136,B,n,CAL,ORD,FWD5,-1.0,-1.9572396269877055,1.6363475899727342
B136,B,n,CAL,ORD,FWD10,-0.6666666666666667,1.3858705588065345,1.2454891423682755
B136,B,n,CAL,ORD,FWD20,-0.33333333333333337,0.2830054858851558,0.1250862033667361
B136,B,n,CAL,ORD,FWD30,0.0,0.42429020311441845,-0.26199227353735616
B136,B,n,CAL,ORD,FWD40,0.33333333333333326,-0.12831007681827833,-0.5836567006175767
B136,B,n,CAL,ORD,FWD60,0.6666666666666665,-0.7009341837254559,-1.0077358876834341
B136,B,n,CAL,ORD,EWall,1.0,0.6933176397253568,-1.1535380738693763
B136,B,n,CAL,VAL,FWD5,-1.0,-1.9572396269877055,1.6363475899727342
B136,B,n,CAL,VAL,FWD10,-0.53509509058145,1.3858705588065345,1.2454891423682755
B136,B,n,CAL,VAL,FWD20,-0.07019018116290032,0.2830054858851558,0.1250862033667361
B136,B,n,CAL,VAL,FWD30,0.2017617572481174,0.42429020311441845,-0.26199227353735616
B136,B,n,CAL,VAL,FWD40,0.3947147282556498,-0.12831007681827833,-0.5836567006175767
B136,B,n,CAL,VAL,FWD60,0.6666666666666667,-0.7009341837254559,-1.0077358876834341
B136,B,n,CAL,VAL,EWall,1.0,0.6933176397253568,-1.1535380738693763
B136,B,trim,CAL,ORD,B0.00,-1.0,-1.1276128351155317,-1.1614762240795218
B136,B,trim,CAL,ORD,B0.01,-0.6,-0.7225211582053538,-0.7730129194366964
B136,B,trim,CAL,ORD,B0.02,-0.19999999999999996,0.15496878425288838,-0.12974471271814775
B136,B,trim,CAL,ORD,B0.03,0.20000000000000018,0.14370102590169984,-0.014110483959631232
B136,B,trim,CAL,ORD,B0.05,0.6000000000000001,-0.4404641518879625,0.07050462835786782
B136,B,trim,CAL,ORD,B0.08,1.0,1.991928335054227,2.0078397118361218
B136,B,trim,CAL,VAL,B0.00,-1.0,-1.1276128351155317,-1.1614762240795218
B136,B,trim,CAL,VAL,B0.01,-0.75,-0.7225211582053538,-0.7730129194366964
B136,B,trim,CAL,VAL,B0.02,-0.5,0.15496878425288838,-0.12974471271814775
B136,B,trim,CAL,VAL,B0.03,-0.25,0.14370102590169984,-0.014110483959631232
B136,B,trim,CAL,VAL,B0.05,0.25,-0.4404641518879625,0.07050462835786782
B136,B,trim,CAL,VAL,B0.08,1.0,1.991928335054227,2.0078397118361218
B136,B,volgate,CAL,ORD,V0.30,-1.0,-0.558891096247495,-1.609673863305215
B136,B,volgate,CAL,ORD,V0.40,-0.6,-0.6341810402595942,-0.6583160656633824
B136,B,volgate,CAL,ORD,V0.50,-0.19999999999999996,-1.5856780206632712,-0.5154922036007362
B136,B,volgate,CAL,ORD,V0.60,0.20000000000000018,0.5798088761953774,0.6476535084855327
B136,B,volgate,CAL,ORD,V0.80,0.6000000000000001,1.0066518546919854,0.998991250854285
B136,B,volgate,CAL,ORD,V1.00,1.0,1.1922894262829729,1.1368373732295123
B136,B,volgate,CAL,VAL,V0.30,-1.0,-0.558891096247495,-1.609673863305215
B136,B,volgate,CAL,VAL,V0.40,-0.7142857142857142,-0.6341810402595942,-0.6583160656633824
B136,B,volgate,CAL,VAL,V0.50,-0.4285714285714285,-1.5856780206632712,-0.5154922036007362
B136,B,volgate,CAL,VAL,V0.60,-0.1428571428571428,0.5798088761953774,0.6476535084855327
B136,B,volgate,CAL,VAL,V0.80,0.4285714285714286,1.0066518546919854,0.998991250854285
B136,B,volgate,CAL,VAL,V1.00,1.0,1.1922894262829729,1.1368373732295123
B136,C,band,CAL,ORD,B0.00,-1.0,-1.1603853854267439,-1.1421709024511653
B136,C,band,CAL,ORD,B0.01,-0.6,-0.8246854821894959,-0.8748147382135134
B136,C,band,CAL,ORD,B0.03,-0.19999999999999996,-0.10684623749137963,-0.3525073754464819
B136,C,band,CAL,ORD,B0.05,0.20000000000000018,-0.5909445412490303,-0.2942718314572115
B136,C,band,CAL,ORD,B0.08,0.6000000000000001,1.424781698129022,1.039080561346058
B136,C,band,CAL,ORD,B0.12,1.0,1.2580799482276142,1.624684286222319
B136,C,band,CAL,VAL,B0.00,-1.0,-1.1603853854267439,-1.1421709024511653
B136,C,band,CAL,VAL,B0.01,-0.8333333333333333,-0.8246854821894959,-0.8748147382135134
B136,C,band,CAL,VAL,B0.03,-0.5,-0.10684623749137963,-0.3525073754464819
B136,C,band,CAL,VAL,B0.05,-0.16666666666666663,-0.5909445412490303,-0.2942718314572115
B136,C,band,CAL,VAL,B0.08,0.3333333333333335,1.424781698129022,1.039080561346058
B136,C,band,CAL,VAL,B0.12,1.0,1.2580799482276142,1.624684286222319
B136,C,cadence,CAL,ORD,FREQ_D,-1.0,-0.17894776871917567,-1.3118134543855604
B136,C,cadence,CAL,ORD,FREQ_W,-0.33333333333333337,0.9297553801726516,0.019867045954692037
B136,C,cadence,CAL,ORD,FREQ_M,0.33333333333333326,0.8123833373258749,1.495734347198963
B136,C,cadence,CAL,ORD,FREQ_Q,1.0,-1.5631909487793585,-0.2037879387680946
B136,C,cadence,CAL,VAL,FREQ_D,-1.0,-0.17894776871917567,-1.3118134543855604
B136,C,cadence,CAL,VAL,FREQ_W,-0.22308202908195462,0.9297553801726516,0.019867045954692037
B136,C,cadence,CAL,VAL,FREQ_M,0.4696709804438597,0.8123833373258749,1.495734347198963
B136,C,cadence,CAL,VAL,FREQ_Q,1.0,-1.5631909487793585,-0.2037879387680946
B136,C,gross,CAL,ORD,G0.25,-1.0,-1.3870014350550706,-1.3398853829441306
B136,C,gross,CAL,ORD,G0.50,-0.33333333333333337,-0.4013479541055984,-0.4490931171883973
B136,C,gross,CAL,ORD,G0.75,0.33333333333333326,0.49665106632963807,0.4457128604809526
B136,C,gross,CAL,ORD,G1.00,1.0,1.2916983228308607,1.3432656396515754
B136,C,gross,CAL,VAL,G0.25,-1.0,-1.3870014350550706,-1.3398853829441306
B136,C,gross,CAL,VAL,G0.50,-0.33333333333333337,-0.4013479541055984,-0.4490931171883973
B136,C,gross,CAL,VAL,G0.75,0.33333333333333326,0.49665106632963807,0.4457128604809526
B136,C,gross,CAL,VAL,G1.00,1.0,1.2916983228308607,1.3432656396515754
B136,C,n,CAL,ORD,N5,-1.0,-1.5955660950049797,-1.4658297438715762
B136,C,n,CAL,ORD,N10,-0.5,-0.6586796113456567,-0.8460163644720765
B136,C,n,CAL,ORD,N20,0.0,0.5623878919142263,0.3555575422793084
B136,C,n,CAL,ORD,N30,0.5,1.2152786283238215,1.196828793569722
B136,C,n,CAL,ORD,N50,1.0,0.4765791861125894,0.7594597724946214
B136,C,n,CAL,VAL,N5,-1.0,-1.5955660950049797,-1.4658297438715762
B136,C,n,CAL,VAL,N10,-0.7777777777777778,-0.6586796113456567,-0.8460163644720765
B136,C,n,CAL,VAL,N20,-0.33333333333333337,0.5623878919142263,0.3555575422793084
B136,C,n,CAL,VAL,N30,0.11111111111111116,1.2152786283238215,1.196828793569722
B136,C,n,CAL,VAL,N50,1.0,0.4765791861125894,0.7594597724946214
B136,C,quantile,CAL,ORD,Q0.10,-1.0,-1.7888633983975397,-1.6785094653168808
B136,C,quantile,CAL,ORD,Q0.25,-0.5,0.516292099522446,-0.009250188134109678
B136,C,quantile,CAL,ORD,Q0.50,0.0,-0.24744632514119785,-0.19179440066143558
B136,C,quantile,CAL,ORD,Q0.75,0.5,0.36191727896683484,0.5042465484609667
B136,C,quantile,CAL,ORD,Q1.00,1.0,1.1581003450494554,1.3753075056514616
B136,C,quantile,CAL,VAL,Q0.10,-1.0,-1.7888633983975397,-1.6785094653168808
B136,C,quantile,CAL,VAL,Q0.25,-0.6666666666666667,0.516292099522446,-0.009250188134109678
B136,C,quantile,CAL,VAL,Q0.50,-0.11111111111111105,-0.24744632514119785,-0.19179440066143558
B136,C,quantile,CAL,VAL,Q0.75,0.4444444444444444,0.36191727896683484,0.5042465484609667
B136,C,quantile,CAL,VAL,Q1.00,1.0,1.1581003450494554,1.3753075056514616
B136,C,volcap,CAL,ORD,V0.30,-1.0,-0.37061320282856053,-1.4410494976822439
B136,C,volcap,CAL,ORD,V0.45,-0.5,-1.7907310338441094,-0.9510564250512927
B136,C,volcap,CAL,ORD,V0.60,0.0,0.46984775464435846,0.5255168860114385
B136,C,volcap,CAL,ORD,V0.90,0.5,0.8936603032499129,0.9156492908237814
B136,C,volcap,CAL,ORD,V9.99,1.0,0.7978361787783832,0.9509397458983166
B136,C,volcap,CAL,VAL,V0.30,-1.0,-0.37061320282856053,-1.4410494976822439
B136,C,volcap,CAL,VAL,V0.45,-0.9690402476780186,-1.7907310338441094,-0.9510564250512927
B136,C,volcap,CAL,VAL,V0.60,-0.9380804953560371,0.46984775464435846,0.5255168860114385
B136,C,volcap,CAL,VAL,V0.90,-0.8761609907120743,0.8936603032499129,0.9156492908237814
B136,C,volcap,CAL,VAL,V9.99,1.0,0.7978361787783832,0.9509397458983166
BSTK100,B,cadence,CAL,ORD,FREQ_D,-1.0,-0.8073820177859452,-1.1628967753568467
BSTK100,B,cadence,CAL,ORD,FREQ_W,-0.33333333333333337,0.025456432152540405,0.6900440749308975
BSTK100,B,cadence,CAL,ORD,FREQ_M,0.33333333333333326,-0.842281391577432,-0.778392704192133
BSTK100,B,cadence,CAL,ORD,FREQ_Q,1.0,1.6242069772108303,1.2512454046180823
BSTK100,B,cadence,CAL,VAL,FREQ_D,-1.0,-0.8073820177859452,-1.1628967753568467
BSTK100,B,cadence,CAL,VAL,FREQ_W,-0.22308202908195462,0.025456432152540405,0.6900440749308975
BSTK100,B,cadence,CAL,VAL,FREQ_M,0.4696709804438597,-0.842281391577432,-0.778392704192133
BSTK100,B,cadence,CAL,VAL,FREQ_Q,1.0,1.6242069772108303,1.2512454046180823
BSTK100,B,gross,CAL,ORD,G0.25,-1.0,-1.5131422068887175,-1.4641156502835369
BSTK100,B,gross,CAL,ORD,G0.40,-0.6,-0.868260409231448,-0.8787434135453809
BSTK100,B,gross,CAL,ORD,G0.55,-0.19999999999999996,-0.25231088872398605,-0.2925654125295185
BSTK100,B,gross,CAL,ORD,G0.70,0.20000000000000018,0.3336722501800431,0.2936339362192647
BSTK100,B,gross,CAL,ORD,G0.85,0.6000000000000001,0.8888390029736242,0.8790318604970699
BSTK100,B,gross,CAL,ORD,G1.00,1.0,1.4112022516907825,1.462758679642101
BSTK100,B,gross,CAL,VAL,G0.25,-1.0,-1.5131422068887175,-1.4641156502835369
BSTK100,B,gross,CAL,VAL,G0.40,-0.5999999999999999,-0.868260409231448,-0.8787434135453809
BSTK100,B,gross,CAL,VAL,G0.55,-0.19999999999999984,-0.25231088872398605,-0.2925654125295185
BSTK100,B,gross,CAL,VAL,G0.70,0.19999999999999996,0.3336722501800431,0.2936339362192647
BSTK100,B,gross,CAL,VAL,G0.85,0.5999999999999999,0.8888390029736242,0.8790318604970699
BSTK100,B,gross,CAL,VAL,G1.00,1.0,1.4112022516907825,1.462758679642101
BSTK100,B,n,CAL,ORD,FWD5,-1.0,-1.9648192431257996,1.4807865826920956
BSTK100,B,n,CAL,ORD,FWD10,-0.6,1.1772497229834091,1.2335673429393292
BSTK100,B,n,CAL,ORD,FWD20,-0.19999999999999996,0.08384180019621335,-0.1660868634474627
BSTK100,B,n,CAL,ORD,FWD30,0.20000000000000018,-0.03728024228806201,-0.6174757989556212
BSTK100,B,n,CAL,ORD,FWD40,0.6000000000000001,-0.11457475867963059,-0.8855706750920311
BSTK100,B,n,CAL,ORD,EWall,1.0,0.8555827209138531,-1.04522058813631
BSTK100,B,n,CAL,VAL,FWD5,-1.0,-1.9648192431257996,1.4807865826920956
BSTK100,B,n,CAL,VAL,FWD10,-0.46666666666666645,1.1772497229834091,1.2335673429393292
BSTK100,B,n,CAL,VAL,FWD20,0.06666666666666665,0.08384180019621335,-0.1660868634474627
BSTK100,B,n,CAL,VAL,FWD30,0.3786466670512836,-0.03728024228806201,-0.6174757989556212
BSTK100,B,n,CAL,VAL,FWD40,0.6000000000000003,-0.11457475867963059,-0.8855706750920311
BSTK100,B,n,CAL,VAL,EWall,1.0,0.8555827209138531,-1.04522058813631
BSTK100,B,trim,CAL,ORD,B0.00,-1.0,-1.0752233865999965,-1.1374412776489988
BSTK100,B,trim,CAL,ORD,B0.01,-0.6,-0.7661630862938025,-0.8151226868286485
BSTK100,B,trim,CAL,ORD,B0.02,-0.19999999999999996,0.3373225383263883,-0.07650810690632505
BSTK100,B,trim,CAL,ORD,B0.03,0.20000000000000018,0.20617737081440776,-0.028494529785426912
BSTK100,B,trim,CAL,ORD,B0.05,0.6000000000000001,-0.6274458486054614,0.0494093276960215
BSTK100,B,trim,CAL,ORD,B0.08,1.0,1.9253324123584643,2.0081572734733713
BSTK100,B,trim,CAL,VAL,B0.00,-1.0,-1.0752233865999965,-1.1374412776489988
BSTK100,B,trim,CAL,VAL,B0.01,-0.75,-0.7661630862938025,-0.8151226868286485
BSTK100,B,trim,CAL,VAL,B0.02,-0.5,0.3373225383263883,-0.07650810690632505
BSTK100,B,trim,CAL,VAL,B0.03,-0.25,0.20617737081440776,-0.028494529785426912
BSTK100,B,trim,CAL,VAL,B0.05,0.25,-0.6274458486054614,0.0494093276960215
BSTK100,B,trim,CAL,VAL,B0.08,1.0,1.9253324123584643,2.0081572734733713
BSTK100,B,volgate,CAL,ORD,V0.30,-1.0,-1.2569816337310467,-1.5742929905735688
BSTK100,B,volgate,CAL,ORD,V0.40,-0.6,-0.8300002887183232,-0.839062396911873
BSTK100,B,volgate,CAL,ORD,V0.50,-0.19999999999999996,-0.818656938460708,-0.3643770445352065
BSTK100,B,volgate,CAL,ORD,V0.60,0.20000000000000018,0.5653983825226023,0.6552459822035109
BSTK100,B,volgate,CAL,ORD,V0.80,0.6000000000000001,1.1323086602814074,1.0226195190228415
BSTK100,B,volgate,CAL,ORD,V1.00,1.0,1.2079318181060634,1.0998669307942974
BSTK100,B,volgate,CAL,VAL,V0.30,-1.0,-1.2569816337310467,-1.5742929905735688
