k,q,book,n,rho_spearman,p,rho_pearson,sd_corrIS,sd_OOSsharpe,beta,mean_OOSsharpe,seed_h1,seed_h2,halves_agree,years,noise_sd,R_analytic,r_AB,R_empirical,rho_dis_analytic,rho_dis_empirical
40,0.5,CAND20,60,-0.4815226451792165,0.0004997501249375312,-0.4782331609356772,0.02697553671940254,0.14510069524410832,-2.5724034654940953,0.7255235900012162,-0.578642936596218,-0.4211345939933259,True,9.65079365079365,0.36326657901772824,-5.267753404092065,-0.2709970729362995,-0.743473209436427,,
40,0.75,EWall,60,-0.13292581272575718,0.30334832583708143,-0.13422794608914168,0.027858309926405346,0.1971038134734649,-0.949692932513595,0.5260869264827233,0.1239154616240267,-0.289432703003337,False,9.65079365079365,0.3463188722873124,-2.0871822137695224,0.22083940991282627,0.36178289809401754,,-0.22099645520294378
40,0.75,CAND10,60,-0.13892747985551543,0.27586206896551724,-0.15654557379071934,0.027858309926405346,0.2182156280659034,-1.2262298321729854,0.5374843658014575,0.21290322580645163,-0.4197997775305895,False,9.65079365079365,0.34786706022966707,-1.5412940121588612,0.25212469418331757,0.40271499372953856,,-0.21892192485335998
40,0.75,CAND20,60,-0.12992497916087806,0.31434282858570717,-0.1399990167709909,0.027858309926405346,0.20283414241649403,-1.0193217241430987,0.5214961971648413,0.13370411568409346,-0.30945494994438266,False,9.65079365079365,0.3461276616532002,-1.9119941381365226,0.25145008402467744,0.4018539568370337,,-0.20495500646917214
80,0.25,EWall,60,-0.1718255070853015,0.2063968015992004,-0.10530893483410228,0.01495514138391796,0.10469516642745941,-0.7372271632691438,0.8726501222167706,-0.22447163515016688,-0.15595105672969967,True,9.65079365079365,0.3789861471026236,-12.103683903743452,0.12291480063458472,0.2189209734614287,,-0.36723490125030783
80,0.25,CAND10,60,-0.24856904695748822,0.050474762618690654,-0.24414969778481713,0.01495514138391796,0.11266206360987617,-1.839261032446285,0.7079042004821197,-0.07897664071190211,-0.43715239154616237,True,9.65079365079365,0.3608713433600603,-9.260047912439063,0.03941478647238976,0.07584034205662465,,-0.9026032763641316
80,0.25,CAND20,60,-0.2645734926368436,0.04297851074462768,-0.22034833543080037,0.01495514138391796,0.10664968799648535,-1.5713713846604362,0.8083369050514491,-0.36907675194660733,-0.15906562847608455,True,9.65079365079365,0.37155143236513405,-11.137205389349823,0.01857265170568219,0.036467996022828186,,-1.3854484818605923
80,0.5,EWall,60,-0.2729091414281745,0.03398300849575212,-0.3446455064898318,0.018417277232263607,0.11602206874951154,-2.1711398565540776,0.7325800078803758,-0.4269187986651835,-0.15417130144605118,True,9.65079365079365,0.36346779260285705,-8.814104024899166,0.006525898343282182,0.012967174225767378,,-2.3965992006576067
80,0.5,CAND10,60,-0.17921644901361491,0.175912043978011,-0.2547058716857577,0.018417277232263607,0.14153374356177553,-1.9573726926203092,0.6260345952863011,-0.2943270300333704,-0.10834260289210233,True,9.65079365079365,0.3534741658215078,-5.2372818403289685,0.026340265539427084,0.0513285241236893,,-0.7910400633413033
80,0.5,CAND20,60,-0.25001389274798563,0.05747126436781609,-0.31803323998963384,0.018417277232263607,0.13096699824791794,-2.2615644136330757,0.730728934725181,-0.49276974416017794,-0.11190211345939934,True,9.65079365079365,0.3635334285425212,-6.704863648061125,0.05004989344140101,0.09532860058176672,,-0.8097529397328268
80,0.75,EWall,60,-0.27140872464573496,0.04397801099450275,-0.3104083527762891,0.018310390702726834,0.12779201378229404,-2.166404264121972,0.523057441862134,-0.3397107897664071,-0.18665183537263624,True,9.65079365079365,0.3444195697786176,-6.26387249007704,0.10529943416665737,0.19053557961159742,,-0.6217785869415208
80,0.75,CAND10,60,-0.24506807446512924,0.06046976511744128,-0.25858344779527964,0.018310390702726834,0.19574647574991305,-2.764375671440458,0.5184520744507998,-0.25917686318131256,-0.09944382647385984,True,9.65079365079365,0.3456825453761881,-2.1186525957816644,0.17795333618306694,0.30213987382503754,,-0.4458437847001459
80,0.75,CAND20,60,-0.2096137816060017,0.10394802598700649,-0.2839872066989826,0.018310390702726834,0.14700860423306983,-2.28004762730969,0.5460328990602572,-0.30634037819799775,-0.1132369299221357,True,9.65079365079365,0.34665033105621457,-4.560293675935855,0.09280978829958254,0.16985533858366153,,-0.508604539827468
