k,q,book,n,rho_spearman,p,rho_pearson,sd_corrIS,sd_OOSsharpe,beta,mean_OOSsharpe,seed_h1,seed_h2,halves_agree,years,noise_sd,R_analytic,r_AB,R_empirical,rho_dis_analytic,rho_dis_empirical
20,0.25,EWall,60,-0.44951375382050573,0.0009995002498750624,-0.4107976840453294,0.03963423804958738,0.17331054458632913,-1.7963148489854721,0.840532983826109,-0.44471635150166855,-0.507007786429366,True,9.65079365079365,0.3764991883979981,-3.719305749125086,0.11248686802658697,0.2022259700487515,,-0.9995960257299799
20,0.25,CAND10,60,-0.4593498193942762,0.0009995002498750624,-0.38639587994166463,0.03963423804958738,0.16661810507652833,-1.6243670244072763,0.8155648774772114,-0.44471635150166855,-0.5421579532814237,True,9.65079365079365,0.373488216995558,-4.024691794147217,0.07464808851678753,0.13892564331420468,,-1.2324018503297762
20,0.25,CAND20,60,-0.44945818282856353,0.0009995002498750624,-0.40634441815248123,0.03963423804958738,0.17100939602191476,-1.7532496383100173,0.8389068825975989,-0.40778642936596216,-0.5216907675194661,True,9.65079365079365,0.37625760479422465,-3.8409503312853666,0.1003342230797786,0.18237044886043496,,-1.0524756530725032
20,0.5,EWall,60,-0.27874409558210617,0.028985507246376812,-0.3142824611152119,0.04131217479845334,0.20865952659327155,-1.5873778098780587,0.6563942291965704,-0.260511679644049,-0.26852057842046717,True,9.65079365079365,0.3579926120899788,-1.9435518683536857,0.05613862651974457,0.10630920053503991,,-0.8549097118638485
20,0.5,CAND10,60,-0.2550708530147264,0.044977511244377814,-0.2967867320352365,0.04131217479845334,0.20153789192573318,-1.447848548707931,0.6532219713353806,-0.2671857619577308,-0.23203559510567295,True,9.65079365079365,0.3574837695779786,-2.146293510553343,-0.019912914826267943,-0.04063499076255686,,
20,0.5,CAND20,60,-0.28357877188107816,0.022988505747126436,-0.3130665689684531,0.04131217479845334,0.2056872490180702,-1.5587124532852688,0.6534343281517231,-0.26807563959955505,-0.2836484983314794,True,9.65079365079365,0.35762425187926616,-2.023007225356931,0.033071008376251716,0.06402465679146621,,-1.1207276527172536
20,0.75,EWall,60,-0.05723812170047237,0.6831584207896052,-0.05407364734950307,0.03459409257338715,0.19279825234107792,-0.3013608373908331,0.44830936944714794,0.05761957730812013,-0.1532814238042269,False,9.65079365079365,0.3404773340672913,-2.1186757683010318,-0.15538846914924856,-0.3679525165675408,,
20,0.75,CAND10,60,-0.0774659627674354,0.5737131434282858,-0.058979539929845295,0.03459409257338715,0.18861623293075516,-0.3215722053687984,0.44544905023376924,-0.009121245828698554,-0.11368186874304784,True,9.65079365079365,0.34016335122993474,-2.2524970346778916,-0.17545482426235845,-0.42557965148579235,,
20,0.75,CAND20,60,-0.053237010280633525,0.7131434282858571,-0.04598929747034119,0.03459409257338715,0.18960751844783508,-0.25206374614430055,0.44526748696202445,0.038042269187986644,-0.12614015572858733,False,9.65079365079365,0.34017911138964657,-2.2188754763709286,-0.18704528266915352,-0.46016162691883883,,
40,0.25,EWall,60,-0.3267018616282302,0.010494752623688156,-0.3018496060303504,0.02628291698212718,0.13040438379026775,-1.4976462429375739,0.8640166524830032,-0.37441601779755285,-0.3815350389321468,True,9.65079365079365,0.37836705433637885,-7.41864594726319,0.029596941584580913,0.057492287300368865,,-1.3625323289319369
40,0.25,CAND10,60,-0.421561544873576,0.0014992503748125937,-0.39755532491536616,0.02628291698212718,0.13883702978170115,-2.1000485038507084,0.8034283852335125,-0.36729699666295884,-0.4767519466073415,True,9.65079365079365,0.3715415661608625,-6.1615031438303935,-0.03482746740608167,-0.07216837659580351,,
40,0.25,CAND20,60,-0.2921922756321201,0.01999000499750125,-0.28304733628856643,0.02628291698212718,0.12846222190696607,-1.3834419425059812,0.8711979449935647,-0.30233592880978866,-0.34015572858731924,True,9.65079365079365,0.37918546015753046,-7.712694638849227,-0.02217815370275928,-0.045362360816016196,,
40,0.5,EWall,60,-0.47079744373437077,0.0009995002498750624,-0.47974227984927,0.02697553671940254,0.1378493306006656,-2.451560197891913,0.722156616015256,-0.5043381535038932,-0.42380422691879865,True,9.65079365079365,0.36277478497279264,-5.925718951366224,-0.30151911507846546,-0.8633568121548161,,
40,0.5,CAND10,60,-0.3648235621005836,0.00399800099950025,-0.3895116609738274,0.02697553671940254,0.17094842800506654,-2.4683996772981724,0.6991435903084167,-0.5492769744160179,-0.22224694104560622,True,9.65079365079365,0.36115323592023146,-3.4632662819190383,-0.023548092654252756,-0.04823195587433007,,
