panel,cadence,draw,CAGR,Sharpe,MaxDD,OOS_Sharpe,p4b_REC,REC_L_H1,REC_L_H2,REC_L_OOS,REC_L_DD,REC_L_CAGR,p4b_REC_noOOS,p4b_DISJ,DISJ_L_H1,DISJ_L_H2,DISJ_L_OOS,DISJ_L_DD,DISJ_L_CAGR,p4b_DISJ_noOOS,p4b_TWOLEG,TWOLEG_L_H1,TWOLEG_L_H2,TWOLEG_L_OOS,TWOLEG_L_DD,TWOLEG_L_CAGR,p4b_TWOLEG_noOOS
U56,W,0,0.06141252199186198,0.6664914447572456,-0.1562173808231042,0.6650052855132402,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,1,0.05705668023964661,0.6258004770011774,-0.17196304645974447,0.6919058274114473,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,2,0.07242633471484083,0.772463491479388,-0.15775405971088463,0.8054408217175807,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,3,0.07019256120744544,0.752509244361234,-0.15466654827907744,0.8208917286551947,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,4,0.07225782525344981,0.7802216624391994,-0.16564601181953031,0.9189510272956485,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,5,0.06414184515875121,0.6952164625239123,-0.1568837739401352,0.7875458358242826,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,6,0.07137895474031053,0.7644482863567771,-0.1626900761712795,0.8154420054312949,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,7,0.05989658513752727,0.6532657694082694,-0.17250089125192114,0.7226451778412932,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,8,0.07089837840186108,0.762145785698786,-0.15741147327778493,0.723825135754141,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,9,0.0737920561826253,0.7858335946429139,-0.15572933434197056,0.8711659707975407,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,10,0.08053738700953184,0.8555577668176081,-0.16447834771581726,0.9468689664600195,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,11,0.06991663681455229,0.7544914093219856,-0.1583777783038045,0.8454031166974111,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,12,0.06792430746637135,0.730864329468917,-0.17139298830882543,0.8254142396985729,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,13,0.06826685246844111,0.7292294348512626,-0.15847396482338927,0.7988102727555169,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,14,0.07341250408650146,0.7866628032894031,-0.164742793481652,0.8168374810362223,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,15,0.06467052780581128,0.7031550167190886,-0.15881639249465807,0.7630776866729837,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,16,0.07019907590768582,0.7555537548225407,-0.15492263110579807,0.8241687031119009,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,17,0.0728983934434968,0.7810677216736871,-0.1638323237048095,0.8239709564207297,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,18,0.07572954418295041,0.8091638456801873,-0.14315493677140467,0.9525786070061156,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,19,0.06701439215841143,0.7235582756282827,-0.16035142097138255,0.8013537777340305,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,20,0.06997806711513332,0.7533317251024478,-0.16219591540662281,0.7909123768013333,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,21,0.07159909961344813,0.7702276973373302,-0.1514864733007253,0.9325358308941101,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,22,0.06825335635138963,0.73462876414946,-0.15460572839226427,0.71525060627774,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,23,0.06415798135416861,0.6989945553890511,-0.15044493904202139,0.816085857881211,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,24,0.06288019153421076,0.6819622157787764,-0.15313557801614697,0.8106504816940672,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,25,0.06754747426137842,0.7300448761148102,-0.16219401135358225,0.8274299179230957,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,26,0.075098992757336,0.7971341282030631,-0.16979820739554496,0.8678794516835661,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,27,0.05945221411464918,0.6534371829531722,-0.14971164781715374,0.6658380107666547,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,28,0.06684717405473228,0.720654543600452,-0.1500998356161456,0.7290145293946696,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,29,0.07207128840258314,0.7688501737761309,-0.15471644083609548,0.8611065557076338,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,30,0.061520097555023856,0.6704159144633801,-0.15163970454701226,0.7216832902691289,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,31,0.06723416722329678,0.7221710229757741,-0.1532489028441988,0.9100758075398045,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,32,0.06863112617996703,0.7389902722708444,-0.1494846761912102,0.9264750114903431,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,33,0.06785083575536421,0.7304797525929557,-0.14864167219094127,0.7825937989016583,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,34,0.06676606480403713,0.7196340950586709,-0.17287016316310122,0.7347254152699124,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,35,0.07474376424386064,0.7944888870319347,-0.16649928999563957,0.7732599510185298,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,36,0.05664307045033423,0.6199273877641,-0.16217546924916137,0.600416474242354,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,37,0.07613786630388053,0.8098954068018906,-0.15620433097044972,0.8690491120311461,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,38,0.07393077652280455,0.7870361314675313,-0.14563967716793658,0.8662652349766773,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,39,0.06608072928560493,0.7155713408264721,-0.15910887485417502,0.8313604220706641,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,40,0.07586205149010561,0.8178640897446856,-0.15797394162777179,0.8871169318481462,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,41,0.0702439462765374,0.7471992068397494,-0.1667579941856434,0.7281818648626464,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,42,0.06769998323647619,0.7312129692349256,-0.15463515680497586,0.7730868284280408,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,43,0.06671013470205445,0.7134120458274431,-0.16375227256345415,0.7362331992031014,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,44,0.06818020834893623,0.7385399060236647,-0.18143464367194218,0.7249888403554245,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,45,0.06094253072216782,0.6664265675065635,-0.16571403163488807,0.7176313809217026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,46,0.058115802642246805,0.6402355870086643,-0.14131508163899653,0.728576083878143,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,47,0.08715373471205168,0.9214305958822024,-0.15808342494610617,1.0034233852995793,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,48,0.07719155167078062,0.8187257856555333,-0.16019607841593786,0.8779245498712512,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,49,0.06604570780862296,0.7152326929946282,-0.1615957431774987,0.853347114639901,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,50,0.0638999929912416,0.6956107261195378,-0.16538030016309035,0.7373838657944782,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,51,0.06769462522916636,0.7289012434366066,-0.1632376168770504,0.7714196032527945,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,52,0.06734836940709865,0.7269441494533326,-0.16420428566373668,0.8472853555310143,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,53,0.07499015782402818,0.8005126741745485,-0.16547270447235252,0.8653621219983897,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,54,0.07270981709540791,0.7830923590386284,-0.16585593200108684,0.8833260462548084,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,55,0.06530268092964309,0.7024922202552869,-0.16103757412452746,0.778571680034187,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,56,0.08262430635777718,0.8696851066084359,-0.15936495382341687,0.9412465878592383,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,57,0.07580337510700419,0.8030523021091989,-0.16485752320657765,0.9167111432260331,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,58,0.07106817600370352,0.7662242740794799,-0.14609961499100999,0.833053123264975,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,59,0.07120861489628383,0.7603910583257003,-0.16559627729593673,0.9274954092173195,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
U56,W,60,0.06507142166989022,0.6991775992259719,-0.16396164696708337,0.7739583596471244,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,61,0.06935596519853404,0.7448534641118374,-0.15289562871749518,0.8167974099411547,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
U56,W,62,0.06664945932500244,0.7184013637891271,-0.16003102898447374,0.8490635762099462,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
