panel,book,gross,lam,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,0.75,1.0,0.0,0.12014999456189335,1.3078729412435246,-0.14765004422980466,0.8137484495086921,1.3431232040383605,1.284150948562567,1.2287390131430878,1.1884268750034246,0.13168913356431755,1.3693466954314062,-0.14765004422980466,False,True,True,True,True,True,True
U56,CAP2,0.75,1.0,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214654,0.7848531308785462,1.302764164743885,1.2457435666979828,1.187187051834311,1.1058366340986947,0.12773946456006335,1.3318413815124672,-0.14809080759214643,False,True,True,True,True,True,True
U56,CAP2,0.75,1.0,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.983502359682811,0.12183969460699817,1.275468963789105,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,1.0,50.0,0.10067860481310942,1.111339888951081,-0.14985301432639242,0.6718490466519611,1.1407447040222283,1.0915969990562207,1.0204653620097097,0.7785733423801011,0.11207234887057682,1.181260845927782,-0.14985301432639275,False,False,True,True,True,True,False
U56,CAP2,0.75,0.85,0.0,0.12015921798055529,1.3039250521449328,-0.1488818879488749,0.8070774735326919,1.3394489584756903,1.2801030618200748,1.2263720125913335,1.1737906774505078,0.13165539713469965,1.3642014957984339,-0.1488818879488747,False,True,True,True,True,True,True
U56,CAP2,0.75,0.85,10.0,0.11658542192117927,1.2682835811597244,-0.14927734743900445,0.7809987511254293,1.3026391876327486,1.2452735918326014,1.1884563548803824,1.1006886289819684,0.1280644011325507,1.3301948451777705,-0.1492773474390039,False,True,True,True,True,True,True
U56,CAP2,0.75,0.85,25.0,0.11124522421326,1.2147374291965538,-0.1498703940338053,0.7422761842353408,1.2473320708551006,1.1929515531217114,1.1315003276139723,0.9992312119937781,0.1226983995300508,1.279100963157276,-0.1498703940338053,False,True,True,True,True,True,True
U56,CAP2,0.75,0.85,50.0,0.10239928425826172,1.1253117138487103,-0.1508584246701531,0.6787773668070202,1.1549548342416482,1.1055780426638508,1.0364043500958142,0.8152617211574797,0.11380944369049506,1.193756615036104,-0.1508584246701532,False,False,True,True,True,True,False
U56,CAP2,0.75,0.7,0.0,0.12017940777587843,1.2980107201332314,-0.15158380271477545,0.792824864025951,1.3337740565708394,1.274301176227523,1.222098265502403,1.1544152057519086,0.13171849431614824,1.3570397103681844,-0.151583802714775,False,True,True,True,True,True,True
U56,CAP2,0.75,0.7,10.0,0.11689680588024931,1.2654236517783528,-0.1524148392536241,0.7669647289771344,1.3000200582653798,1.2425344101665814,1.187310610048366,1.0887025364932883,0.1284265357479395,1.326029826094774,-0.1524148392536241,False,True,True,True,True,True,True
U56,CAP2,0.75,0.7,25.0,0.11199024155875037,1.2164810572496496,-0.15366052611680947,0.7288159450503102,1.2493185498006285,1.1948283115259866,1.1350664593820834,0.9968260062286391,0.1235058640220299,1.2794541650588882,-0.15366052611680958,False,True,True,True,True,True,True
U56,CAP2,0.75,0.7,50.0,0.10385866156990953,1.1347743843791787,-0.15573435732216434,0.6668962671805254,1.164662352988836,1.1151953022226322,1.0478622593408535,0.8413527003266508,0.11535058086345584,1.2016911003171746,-0.15573435732216434,False,False,True,True,True,True,False
U56,CAP2,0.75,0.55,0.0,0.1202898025115775,1.290148641369517,-0.15914385552110732,0.7558557766348912,1.3268753597629406,1.2662364777238508,1.2167133574408344,1.1362073188003954,0.13195342666563792,1.3473147322948402,-0.1591438555211072,False,True,True,True,True,True,True
U56,CAP2,0.75,0.55,10.0,0.11731378405573678,1.2608240154913966,-0.15982596932232263,0.7340095264440343,1.2964349926942007,1.2376919384947742,1.185337581470643,1.078541584537252,0.12896773651686,1.3194479232804568,-0.1598259693223223,False,True,True,True,True,True,True
U56,CAP2,0.75,0.55,25.0,0.1128640441645532,1.2167925292184623,-0.16084853169510027,0.7016790453424527,1.2507220357758655,1.1948360668065763,1.1382274156439536,0.9971967653157225,0.12450343876124137,1.2776048910595152,-0.16084853169510027,False,True,True,True,True,True,True
U56,CAP2,0.75,0.55,50.0,0.10548575500891277,1.143307896377919,-0.1625511807169533,0.648938719138514,1.1744173639580202,1.1233231044457812,1.059611255313066,0.8673043546754231,0.11710075384082774,1.2077692679756702,-0.16255118071695351,False,False,True,True,True,True,False
U56,CAP2,0.75,0.4,0.0,0.12054873792565779,1.2793038605262077,-0.16864028848106083,0.7148276311161317,1.3189318725696209,1.2541083539868367,1.210278434764985,1.1242562747472957,0.13244078714615237,1.3332362120880104,-0.1686402884810605,False,True,True,True,True,True,True
U56,CAP2,0.75,0.4,10.0,0.117926833583051,1.2537694455578166,-0.16916309477425462,0.6971191543901608,1.2922411983069946,1.229383904836129,1.1827803020446108,1.074656411753395,0.12981241015616862,1.3090786017351732,-0.1691630947742545,False,True,True,True,True,True,True
U56,CAP2,0.75,0.4,25.0,0.11400509435701833,1.2154376635366222,-0.16994693327709343,0.6708276057628908,1.2521684357406766,1.1922715446415773,1.1415004493809355,1.0040549161972825,0.12588090188707524,1.2728138755917855,-0.16994693327709331,False,True,True,True,True,True,True
U56,CAP2,0.75,0.4,50.0,0.10749840041797354,1.1514830516522148,-0.17125234192918815,0.6277193012777805,1.1852969039688448,1.130359693012012,1.0726289001221188,0.8932710560132722,0.11935776741672033,1.2123073476834276,-0.17125234192918837,False,True,True,True,True,True,True
U56,CAP2,0.75,0.25,0.0,0.120875200721545,1.2606883960236581,-0.1807450714460852,0.6687607012155853,1.309319626941748,1.2303475608942318,1.2018397178221272,1.0892975511010259,0.13302942844267318,1.307449778899218,-0.1807450714460852,False,True,True,True,True,True,True
U56,CAP2,0.75,0.25,10.0,0.11871953188187723,1.2401035566898502,-0.18109329420217368,0.6555711099348493,1.2873798043697293,1.2107224759852613,1.1792769342528144,1.0614191167762128,0.1308805927309653,1.2882211825191352,-0.18109329420217368,False,True,True,True,True,True,True
U56,CAP2,0.75,0.25,25.0,0.11549356268351785,1.209208471546184,-0.18161545736056184,0.6359236397716305,1.2544472853802784,1.1812702036394294,1.1454124190821606,1.0202382246889334,0.12766474490889124,1.2593621209131298,-0.1816154573605624,False,True,True,True,True,True,True
U56,CAP2,0.75,0.25,50.0,0.110136977701917,1.1576748970670525,-0.18248527346035925,0.6035389903714161,1.1995061791014847,1.1321488946640068,1.0889249161093975,0.925650274241212,0.12232468856886913,1.2112252778730126,-0.18248527346035892,False,True,True,True,True,True,True
U56,CAP2,0.75,0.1,0.0,0.12091914816594795,1.2157726988977418,-0.1967038167006263,0.6147270052719975,1.2927065281760663,1.1689699864582415,1.184854141295796,1.0192619862242691,0.13326840298810794,1.2443723027439588,-0.1967038167006261,False,True,True,True,True,True,True
U56,CAP2,0.75,0.1,10.0,0.11953334639507163,1.2030838141860658,-0.19692798775151032,0.6069901376634306,1.2787214085216911,1.1571628658323456,1.1705492182523742,1.0032981724521821,0.13188952739955417,1.2327265023218499,-0.19692798775151066,False,True,True,True,True,True,True
U56,CAP2,0.75,0.1,25.0,0.11745776812020958,1.1840440769430862,-0.1972641590351516,0.5954339029183661,1.2577345174247332,1.139447363898586,1.1490834805681658,0.9795366444529822,0.12982427319395518,1.215252465261766,-0.19726415903515138,False,True,True,True,True,True,True
U56,CAP2,0.75,0.1,50.0,0.11400678644569084,1.1522952741611252,-0.19782421711159048,0.5763034885732966,1.2227334164177783,1.109909611512315,1.113286668664238,0.9404186439511175,0.12639032501727265,1.1861157602399202,-0.1978242171115906,False,True,True,True,True,True,True
U56,CAP2,1.0,1.0,0.0,0.13114717920248742,1.2578720128376348,-0.17219526991017153,0.7616189415127517,1.2854339862310473,1.2434023420162417,1.1596341055522486,1.057947122602816,0.14757573417524905,1.333105459265909,-0.17219526991017187,False,True,True,True,True,True,True
U56,CAP2,1.0,1.0,10.0,0.12664176225459833,1.2186869420925572,-0.17276601457826812,0.7330247361654908,1.2452340153866834,1.204786328268981,1.1184206858014547,0.9850903311368046,0.14292015051644658,1.2952683323978311,-0.172766014578268,False,True,True,True,True,True,True
U56,CAP2,1.0,1.0,25.0,0.11991592170873533,1.159802830587867,-0.17362190598961014,0.6906727640457496,1.184821614289832,1.146759863124971,1.0565009759528643,0.8577992748092869,0.13597078538040064,1.2384027260128632,-0.17362190598961036,False,True,True,True,True,True,True
U56,CAP2,1.0,1.0,50.0,0.10879175377661077,1.0614330172323296,-0.17504779014401306,0.6214974418534905,1.0838958858860082,1.049825636020947,0.953101028201383,0.6827387453391273,0.12447863828467565,1.1433814467910008,-0.17504779014401328,False,True,True,True,True,True,True
