panel,chooser,c,G,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beats_base_OOS,pass4b_OOS,pass4b_FULL,pass4a_FULL
U56,C_CELL,0.1,1.0,1.145713283345327,0.121440386476652,1.1937557203452116,-0.1629533796687963,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783,False,True,True,False
U56,C_FILE,0.1,0.75,1.1452620474015023,0.09075364036102673,1.1944085701375613,-0.12347909752914088,1.276620821629499,0.09455179369762767,-0.12054956914840886,0.8736611364726746,0.1525745335844091,-0.33717289200673783,False,False,False,False
B136,C_CELL,0.1,1.0,1.1470125468393566,0.1101778207657702,1.087314814735454,-0.19196215352765655,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301,False,True,True,False
B136,C_FILE,0.1,0.75,1.145922512436999,0.08253073893140361,1.0886811040431117,-0.145782499152327,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301,False,False,False,False
SMALL,C_CELL,0.08,1.0,0.9658483413856638,0.06068639322429714,0.6600082344215992,-0.18997575525279498,0.647208982462138,0.044142357735165394,-0.12480015905893527,0.8736611364726746,0.1525745335844091,-0.33717289200673783,True,False,False,False
SMALL,C_FILE,0.08,0.75,0.9651833899047548,0.04610202097516547,0.660323133302644,-0.14509203570521956,0.647208982462138,0.044142357735165394,-0.12480015905893527,0.8736611364726746,0.1525745335844091,-0.33717289200673783,True,False,False,False
