panel,family,arm,m_L1,m_L2,m_L3,m_L5,m_L10,m_L21,half_life,hl_label,half_life_abs,hl_abs_label,retained_21,retained_21_abs
U56,MACRO2,TIMING,-0.0018944780576615194,-0.007180902826945834,-0.018837164452328192,-0.024100111354586673,-0.0035532049981323865,-0.009638821754079263,,NA (no positive lag-1 margin),inf,>21 d,,5.08785082788296
U56,SPYFILT,TIMING,-0.07859431666641237,-0.09899814289219389,-0.12485639239136537,-0.14183405203729527,-0.0618766477766346,-0.08526023663738258,,NA (no positive lag-1 margin),inf,>21 d,,1.084814274793726
U56,BREADTH,TIMING,-0.0013998354822124526,-0.0065944018062191745,-0.011124532748247207,-0.011581645969447996,-0.014352130590109091,-0.015120110477414128,,NA (no positive lag-1 margin),inf,>21 d,,10.801348208088466
U56,STOP,TIMING,-0.17677208761423813,-0.17940265777863484,-0.16411067203568086,-0.17870354190763604,-0.2479154438738318,-0.259014656521496,,NA (no positive lag-1 margin),inf,>21 d,,1.4652463520526624
U56,VOLTGT,TIMING,-0.02410376505563061,-0.025562227744460042,-0.007003300250798539,0.009741691559418175,0.0042920383692925945,-0.0036783193856899654,,NA (no positive lag-1 margin),2.727970149204957,2.7 d,,0.15260351970742075
U56,BAND,ELIG,-0.004881993825402331,0.006281037477793072,-0.032079991151541254,-0.02128025086062113,0.013696108012660746,0.03528554698703279,,NA (no positive lag-1 margin),inf,>21 d,,7.2276918507009515
U56,MAXVOL,ELIG,-0.02522178085438398,0.01064869578653993,-0.04476955408409822,-0.009682288029257968,-0.010818649206342013,-0.01169701255021649,,NA (no positive lag-1 margin),1.8653548900924415,1.9 d,,0.46376632236035575
U56,MADIST,ELIG,-0.01554551755383038,-0.01781156662668959,0.003414710508654606,0.06933122387993573,-0.05182862436866387,-0.03974173438538209,,NA (no positive lag-1 margin),2.6972916703111838,2.7 d,,2.556475475825494
B136,MACRO2,TIMING,-0.009944196659718463,-0.01425934730307632,-0.026109709914696078,-0.03129265414278537,-0.010251371162935952,-0.0170771956077731,,NA (no positive lag-1 margin),inf,>21 d,,1.7173026833780038
B136,SPYFILT,TIMING,-0.14119256550529635,-0.15658133557955523,-0.17805442007565542,-0.1917739583648962,-0.10292410529081863,-0.12872617152888433,,NA (no positive lag-1 margin),inf,>21 d,,0.9117064419659944
B136,BREADTH,TIMING,-0.02867716738654158,-0.03425971411387185,-0.03500896812418586,-0.03967714382086229,-0.043282578086222934,-0.051633371674975614,,NA (no positive lag-1 margin),inf,>21 d,,1.8005045958342303
B136,STOP,TIMING,-0.23760928774549084,-0.2053399181020703,-0.17185985963303008,-0.12269169867554086,-0.1671067580539104,-0.1419982519969435,,NA (no positive lag-1 margin),inf,>21 d,,0.5976123801567947
B136,VOLTGT,TIMING,-0.029110450938901744,-0.03433036068100925,-0.038111851494637916,-0.01617951398963191,-0.008518273285065048,-0.005983577942538787,,NA (no positive lag-1 margin),6.060068847081649,6.1 d,,0.20554741508805122
B136,BAND,ELIG,-0.010695342537622832,-0.0022446436111496215,-0.03539675922876895,-0.04264277893988577,-0.021279304747349848,0.027576991722040534,,NA (no positive lag-1 margin),1.6328081636015872,1.6 d,,2.5784112687399587
B136,MAXVOL,ELIG,-0.09203185810160952,-0.07705543097771517,-0.07414890653395834,-0.10778077449981815,-0.06969644624820293,0.014740522320439764,,NA (no positive lag-1 margin),14.739901916921191,14.7 d,,0.16016760526735438
B136,MADIST,ELIG,-0.079682018460419,-0.0401889708062626,-0.05092018627890693,-0.06255513945118085,-0.060397210206191376,-0.07346291361325374,,NA (no positive lag-1 margin),inf,>21 d,,0.9219509624965824
SMALL,MACRO2,TIMING,0.020250334310919327,0.018216340803795417,0.0026839551754583857,0.0047825599206987035,-0.0070302340119471896,-0.000986449291424052,2.520922789450601,2.5 d,2.520922789450601,2.5 d,-0.04871274104803996,0.04871274104803996
SMALL,SPYFILT,TIMING,0.051085033054294016,0.042820772957625375,-0.015601328899177092,-0.004931075180912015,-0.054233761739762354,-0.02853054865928456,2.2957486273401946,2.3 d,2.6347762427982286,2.6 d,-0.5584913418566613,0.5584913418566613
SMALL,BREADTH,TIMING,-0.043936054841969996,-0.046770398435871274,-0.047596656693196404,-0.05598384262763867,-0.10166901810396112,-0.12013384067069993,,NA (no positive lag-1 margin),inf,>21 d,,2.7342882992749242
SMALL,STOP,TIMING,,,,,,,,NA (no positive lag-1 margin),,NA,,
SMALL,VOLTGT,TIMING,-0.06511400616399693,-0.09120473930786194,-0.09054279131707654,-0.07884516493162252,-0.08343487574832004,-0.06963950653719891,,NA (no positive lag-1 margin),inf,>21 d,,1.0695011816935975
SMALL,BAND,ELIG,-0.01939976280173744,-0.071919296938592,-0.08867333396669685,-0.1160042111912078,-0.10828091569035558,0.030109490549104556,,NA (no positive lag-1 margin),inf,>21 d,,1.5520545718429068
SMALL,MAXVOL,ELIG,-0.1791600150368308,-0.15879297065607295,,-0.2039415162029689,-0.1495472844782282,-0.07612159910069144,,NA (no positive lag-1 margin),,NA,,0.42488051301537766
SMALL,MADIST,ELIG,0.010968911381678104,-0.040738187439225804,-0.056923500633249524,-0.11949985161159438,-0.09889815496322418,,1.1060677511580252,1.1 d,,NA,,
